,input,A,B,B2,B3
424,그는 셔츠에 주스를 엎질렀다,그는 셔츠에 주스를 엎지 않았다면 일어나지 않을 수 있다,옷을 갈아입는,빠른 속도로 흡수하는 것이 중요하다,셔츠를 입었다
425,그는 지갑을 찾을 수 없었다,그는 지갑을 잃어버렸기 때문에 일어나지 않을 수 있다,어쩌면,그의 실수였다,그가 주머니에 돈을 넣었다
426,그는 먹거나 마셨다,그는 배가 고파서 먹지 않았다,중독,그의 몸이 너무 약해서였다,그가 아무것도 하지 않았다
427,그는 점점 더 좋아지고 있었다,그는 더 이상 노력하지 않고 있었다,노력,그의 노력과 의지였다,노력을 하지 않았다
428,그는 클럽에 가입했다,그는 클럽에 가입하지 않았다,위험한 일을 하다,그는 클럽에 가입했다,그가 초대를 거절했다
429,그는 발목을 다쳤다,그는 잘못된 자세나 미끄러짐으로 발목을 다칠 수 있다,심각한 손상,보호대를 착용하는 것이 좋다,그가 조심했다
430,그는 별로 도움이 되지 않았다,그는 별로 도움이 되지 않았을 수도 있다,그의 도움이 없었다,내가 스스로의 힘과 노력,그가 나를 도와주지 않았다
431,그는 기회를 얻었다,운이 없어서 일어나지 않을 수 있다,그는 노력을 했다,그의 노력과 열정,그가 노력하지 않았다
432,그는 학교에서 괴롭힘을 당하고 있었다,학교에서 괴롭힘을 당하는 일은 학교 내 폭력 예방 및 대응 프로그램이나 학교 관리자의 적절한 조치로 인해 일어나지 않을 수 있다,심리적인 상처,"그의 자신감을 훼손시키고, 학업에 집중하는 것을 방해하며 정서적으로 상처를 준다",그가 친구를 사귀었다
433,그는 환경을 보호했다,자연재해나 환경 파괴에 의해 일어나지 않을 수 있다,올바르게 처리되지 않았다,우리 모두의 책임이다,그가 아무것도 하지 않았다
434,그는 우승자를 발표했다,그는 우승자를 발표하지 않았다면 일어나지 않을 수 있다,불가능,그의 놀라운 능력과 열정,그가 부정을 했다
435,그는 밖에 풀을 봤다,실내에서 일어나지 않을 수 있다,물웅덩이를 발견했다,그의 깊은 호흡,그가 집에 있었다
436,그는 유권자 등록을 했다,"선거가 취소되지 않는 한, 그는 유권자 등록을 했다",정치적 변화,불가능하다,그가 게을렀다
437,그는 출근에 한 시간 늦었다,그는 일어나지 않을 수 있는 교통 체증에 의해 출근에 한 시간 늦었다,졸음 때문,그는 밤늦게까지 일을 하고 늦게 잠자리에 들었다,일찍 일어났다
438,그는 쇼핑을 시작했다,돈이 부족해서 일어나지 않을 수 있다,무언가 중요한 변화를 의미한다,그의 열정과 호기심,그가 집에 머물렀다
439,그는 서류 가방을 집에 맡겼다,그는 서류 가방을 집에 맡기지 않았다,분명히,그의 신뢰할 수 있는 이웃에게 맡기고 왔다,그가 집에 맡겼다
440,그는 바람을 쐬었다,그는 공기가 정지하는 것에 의해 바람을 쐬지 않을 수 있다,무엇을 하든지,무언가가 그의 길을 막고 있다,그가 창문을 닫았다
441,그는 엎질러진 물을 재빨리 치웠다,그는 엎질러진 물을 재빨리 치웠지만 넘어지지 않았다,대처하지 않았다,그의 신속한 대응,그가 느린 반응을 보였다
442,그는 누군가에게 전화를 겄다,그는 전화기가 고장나서 전화를 할 수 없을 수도 있다,무시한다,누군가의 무시 혹은 불평등한 대우일 수 있습니다,그가 잠을 자고 있었다
443,그는 건강 문제가 있었다,의료 치료를 받지 않았기 때문에 일어나지 않을 수 있다,조기에 발견,그의 생활습관을 개선하는 것이 중요했다,그가 조금 더 주의했다
444,그는 친구를 찾았다,그는 친구를 찾지 못했다,행복한 일,그의 친구가 그를 위로하고 지지해준다,그가 집을 나오지 않았다
445,그도 동참했다,해당 사건은 다른 사람이 동참하지 않았을 때에는 일어나지 않을 수 있다,누구나,답변할 수 없음,그가 동참했다
446,그는 아픈 척을 했다,실제로 아픈 상태가 아니라면 일어나지 않을 수 있다,심각한 상황,무엇이었을까? 그의 목적은 무엇이었을까?,그가 거짓말을 하지 않았다
447,그는 새 책을 발견했다,그는 책을 발견하지 않을 수도 있다,읽지 않았다,책의 흥미로운 내용과 몰입도가 있었기 때문,그 방을 청소하지 않았다
448,그는 밤에 잠을 잘 못 자고 있었다,건강한 수면 습관을 가지지 않아서 일어날 수 있다,불안했다,그의 마음에 괴로운 생각들과 불안함,그가 스트레스를 받지 않았다
449,그는 학교에 가져갈 책을 구했다,그는 학교에 가져갈 책을 구하지 않았다,노력,그가 늦게까지 공부를 하고 피곤해서 일어나지 않게 한다,늦지 않았다
450,그는 이혼을 신청했다,그는 결혼하지 않았기 때문에 이혼을 신청할 수 없다,많은 사람들이 예상,그의 결정,충분한 사전 조치를 취했다
451,그는 한밤중에 깨어났다,불면증에 의해 일어나지 않을 수 있다,불편한 소리,그의 불안한 마음과 잠을 설친다,그가 약을 먹었다
452,그는 직진했다,그는 차량 사고로 인해 직진하지 않을 수 있다,피해를 입다,그의 결연한 의지와 끈질긴 노력,그가 방향을 바꿨다
453,그는 한 귀로 듣고 흘렸다,청력 상실에 의해 일어나지 않을 수 있다,경고했다,그의 깊은 수면 상태였다,그가 조심했다
454,그는 캐나다로 이주했다,그는 캐나다로 이주하지 않았다면 일어나지 않을 수 있다,힘든 일을 겪었다,그의 열정과 끈기였다,결혼을 했다
455,그는 다음에 더 조심할 겄다,그는 다음에 더 조심하지 않을 수도 있다,그는 이미 경고했다,그의 경험과 지혜를 쌓다,그가 더 조심했다
456,그는 새 브라우저를 다운로드했다,그는 새 브라우저를 다운로드하지 않을 수도 있다,보안 문제,브라우저의 보안 설정을 업데이트한다,그가 경고를 듣지 않았다
457,그는 대신 수영을 하러 갔다,그의 일정이 변경되어서 수영을 하러 가지 않을 수도 있다,그는 대신 달리기를 했다,그의 열정과 사랑,그가 일찍 일어났다
458,그는 생일 케이크를 구입했다,그는 돈이 부족해서 생일 케이크를 구입하지 못할 수도 있다,만약 나쁜 일이 발생한다면,그를 위해 특별히 만들어진 마법 주문,생일 케이크를 구입했다
459,그는 인증을 받았다,그는 인증을 받지 못했다,사기를,그의 열정과 노력,그가 거짓말을 했다
460,그는 첫 번째 집을 구입했다,그는 돈이 부족해서 첫 번째 집을 구입하지 못할 수도 있다,신중히 고려했다,그 집이 그의 꿈을 이루기 위한 출발점이었다,당신이 그를 막았다
461,그는 다음 날 아침 깨어났다,그는 다음 날 아침 깨어나지 않을 수 없다,너무 피곤해서,그의 피로와 불안,그가 밤새 술을 마셨다
462,그는 스스로를 지켰다,그는 스스로를 지켜서 사고가 일어나지 않을 수 있다,자기를 지키는,그의 결심과 의지였다,조심했다
463,그는 학교에서 놀림을 받았다,편견과 차별에 의해 일어나지 않을 수 있다,자신감을 갖고 있다,그의 자신감을 키우고 친구들과 함께하는 활동에 참여한다,그녀를 도와줬다
464,그는 창문을 깨뜨렸다,그는 창문을 깨뜨리지 않았다,그의 무모한 행동으로 인해,창문을 고정한다,그가 조심했다
465,그는 결승선을 통과했다,그는 경기에서 패배하지 않았다면 결승선을 통과하지 못했다,최선,그의 끈질긴 노력과 훌륭한 체력,그가 경기를 포기했다
466,그는 새로운 보금자리를 찾았다,그는 새로운 보금자리를 찾지 못했다,어렵다,그의 결심과 끈기였다,우리가 그를 도와주지 않았다
467,그는 결국 찾았다,그는 결국 찾지 못할 수도 있다,노력,그의 강한 의지와 끈질긴 노력,그렇게 행동하지 않았다
468,그는 정말 멋졌다,"주관적인 판단에 따라 다르지만, 그 사람이 실제로 멋있지 않을 수도 있다",그가 그렇게 했다,내가 상상할 수 없는 일이다,그가 노력하지 않았다
469,그는 곧 도착했다,그는 교통체증으로 인해 도착하지 않을 수 있다,만약,그의 피로와 지침,그가 더 빨리 출발했다
470,그는 어머니를 찾았다,그는 어머니가 이미 사망했기 때문에 그녀를 찾지 못할 수도 있다,불가능,그녀의 강력한 안정감과 품위였다,그가 집에 머물렀다
471,그는 아기의 기저귀를 갈아줬다,그는 아기가 이미 기저귀를 갈았기 때문에 기저귀를 갈아줄 필요가 없을 수 있다,아기가 더 이상 울지 않다,그 아기가 자고 있었기 때문,그가 일찍 퇴근하지 않았다
472,그는 정말 귀여운 녀석였다,그는 정말 귀여운 녀석이 아니라서 일어나지 않을 수 있다,그는 누워서도 일어나지 않을 정도로 귀여웠다,그의 귀여움을 지켜주기 위해 모든 노력을 기울였다,그가 화를 내지 않았다
473,그의 몸에 불이 붙었다,그의 몸에 불이 붙지 않을 수 없다,물을 뿌린다,그의 옷을 벗기고 물을 부은다,물을 뿌린다
474,그는 새 셔츠를 원했다,그는 돈이 없어서 새 셔츠를 살 수 없을 수도 있다,자신의 옷장에 새로운 셔츠를 추가하지 않았다,그의 늦잠 때문,새 셔츠를 사러 갔다
475,그는 새 노래를 작곡했다,"그는 귀머거리거나 청력을 잃지 않는 이상, 음악적 능력을 상실하지 않는다면 새 노래를 작곡하지 못할 수 없다",듣기만 하다,그의 창작력과 영감을 잃게 한다,그가 음악을 사랑하지 않았다
476,그는 더 빠르게 타이핑을 쳤다,그는 타이핑 속도를 늦추지 않는다면 일어나지 않을 수 있다,집중했다,그의 집중력과 열정,집중했다
477,그는 뭔가에 부딪혔다,그는 주의 깊게 주위를 살펴 부딪히지 않을 수도 있다,아플 수도 있었다,그의 결심과 의지였다,조심했다
478,그는 마침내 열쇠를 찾았다,그는 마침내 열쇠를 찾지 못할 수도 있다,조금 더 빨리,그의 주머니 깊숙한 곳에 숨겨져 있다,그 방을 청소하지 않았다
479,그는 셔츠를 벗었다,그는 셔츠를 벗지 않았다,과도한 술 취함,그의 근육들,그가 이를 했다
480,그는 투어를 시작했다,그는 투어를 시작하지 않았다,멈춰있다,그의 열정과 끈기였다,그가 늦게 일어났다
481,그는 깃발을 꽂았다,그는 깃발을 꽂지 않았다,그는 굳게 꽂았다,무거운 돌,그가 용기를 내지 않았다
482,그는 산책을 하고 싶어 했다,날씨가 너무 나쁘면 산책을 하지 않을 수 있다,귀찮다고 했다,그의 아프고 피곤한 다리였다,비가 오지 않았다
483,그는 장난을 쳤다,상대방의 반응에 따라 일어나지 않을 수 있다,무엇이었든지 했다,그의 친구들,그가 진지했다
484,그는 방과 후에 놀았다,그는 방과 후에 놀았다는 사건은 시간이 없거나 방과 후가 없는 경우에 일어나지 않을 수 있다,죽음,그의 친구들과 함께 하는 재미있는 게임,그가 공부를 했다
485,그는 자신의 가치를 결정했다,다른 사람의 영향을 받지 않고 자신의 판단에 따라 결정되었기 때문에 다른 사람의 영향을 받아 결정되지 않을 수 있다,자신을 믿지 않는다,그의 자신감과 자아존중감을 훼손시킨다,그가 자신을 사랑하지 않았다
486,그는 대신 집으로 돌아갔다,그는 대신 집으로 돌아가지 않을 수도 있다,그렇게 했다,그의 몸이 지쳤기 때문,우리가 그를 도와주지 않았다
487,그는 체중이 증가했다,식이나 운동량의 변화에 의해 일어나지 않을 수 없다,과식,그의 식습관을 개선하고 더 많은 운동을 한다,운동을 했다
488,그는 그냥 집에 갔다,그는 그냥 집에 갔다는 사건은 무엇에 의해 일어나지 않을 수 없다,쉬었다,그의 지친 몸과 마음,그가 도와주지 않았다
489,그는 오늘 도착했다,그는 오늘 도착하지 않았다,그가 늦게 도착했다,무거운 졸음과 피로였다,그가 늦게 출발했다
490,그는 어디에서도 그녀를 찾을 수 없었다,그녀가 그 곳에 존재하지 않았기 때문에 일어나지 않을 수 있다,그녀가 실종되었다면,그녀가 이미 떠났기 때문,그녀를 숨겼다
491,그는 학교로 돌아왔다,그는 학교로 돌아오지 않을 수도 있다,무엇을 하느냐,그의 무거운 발걸음과 피곤한 몸,그가 늦지 않았다
492,그는 그녀를 찔렀다,그는 그녀를 찔렀지만 그녀가 방어하여 다치지 않았다,치명적인 상처를 입힌,그녀를 위해 의료진을 불러서 상처를 치료한다,그녀를 막았다
493,그는 학교에 도착했다,교통 사고로 인해 일어나지 않을 수 있다,피곤해서,그는 너무 피곤해서 잠을 자고 싶은 욕망,버스를 놓쳤다
494,그는 자신에게 화를 내고 있었다,그는 자신에게 화를 내고 있었지만 다른 사람의 행동에 의해 일어나지 않을 수 없다,자신을 단호하게 말해주는,그의 걱정거리를 해결한다,그가 착실히 일했다
495,그는 피자를 주문했다,그는 피자 가게가 문을 닫았다,배달을 했다,그의 귀찮음과 배달 서비스가 편리하다,그가 전화를 받지 않았다
496,그는 공을 서브했다,그는 공을 서브하지 않았다,정확하게 서브했다,그의 상대방,그가 늦었다
497,그는 마사지를 받았다,그는 마사지를 받지 않았다,근육통,마사지를 받은 후 그의 근육이 풀려서 일어나지 않게 하는 것은 그의 몸이 완전히 편안해진 상태였다,그가 마사지를 받았다
498,그는 국기를 게양하고 누가 경례를 하는지 확인했다,그는 국기를 게양하지 않았다면 이 사건은 일어나지 않을 수 있다,의미 있는 행동,그의 책임,그렇게 했다
499,그는 리본을 잘랐다,그는 리본을 잘랐지만 그것이 끝나고 나서 다시 붙였다,실수,리본을 잘랐지만 그를 일어나지 않게 하는 것은 그의 신체가 끊어진 상태였기 때문,그가 가지를 잡았다
500,그는 목이 말랐다,그는 물을 마시지 않았기 때문에 목이 말랐다,탈수,물을 마시지 않다,물을 마셨다
501,그는 기분이 더 나빠졌다,그는 좋은 소식을 들었기 때문에 기분이 더 나빠지지 않을 수 있다,자신의 상황을 인지하지 않았다,"그의 신체적, 정신적 피로와 스트레스 때문",그녀를 용서했다
502,그는 어디서든 찾을 수 있었다,그는 어디서든 찾을 수 없었다,불가능,그의 열정과 끈기였다,그가 휴대전화를 가지고 있었다
503,그는 공연이 끝난 후 그녀를 만났다,그녀가 공연을 보러 오지 않았다면 만나지 못할 수 있다,만약,그녀의 아름다움과 그녀에게 빠져들었기 때문,그가 늦게 나왔다
504,그는 첫 월급을 받았다,그는 일을 하지 않았기 때문에 첫 월급을 받지 못할 수 있다,만약 받지 못했다면,그 돈을 현명하게 저축한다,그가 일을 그만뒀다
505,그는 정말 좋아 보였다,실제로 그 사람을 만나지 않았기 때문에 그의 실제 모습을 알 수 없다,그의 모습이 사실,그의 눈에 깊이 파묻혀 있는 슬픔,그가 거짓말을 했다
506,그는 팔짱을 꼈다,그는 한쪽 팔이 부러지지 않는 이상 팔짱을 꼴 수 없다,죽었다,그의 친구들,그녀를 만나지 않았다
507,그는 친구들과 대화를 나눴다,그는 외로움에 의해 일어나지 않을 수 있다,올바르게 대처한다면,그의 친구들이 그를 지지하지 않는다,그가 잠을 자러 갔다
508,그는 그녀에게 자비를 베푸셨다,그녀가 그를 용서하지 않을 경우,그녀가 그의 도움을 받지 않았다면,죽음,그가 용서하지 않았다
509,그는 더 빠르게 갔다,그는 더 빠르게 갈 수 없었다,경고했다,그의 결정력과 힘든 상황에 대한 끝없는 열정,그가 더 많은 연습을 했다
510,그는 새 바지를 입었다,그는 새 바지를 입지 않았다,"만약 비가 오더라도, 일어나지 않을 수 있다",답변할 수 없음,그가 집에 머물렀다
511,그는 직접 티켓을 작성했다,그는 직접 티켓을 작성하지 않았다,자신이 직접 티켓을 작성했다,불가능하다,그가 부재했다
512,그는 새 직장에 지원했다,그는 자격 요건을 충족하지 못하여 일어나지 않을 수 있다,노력,그의 열정과 끈기였다,그가 지원하지 않았다
513,그는 고양이에게 간식을 줬다,그는 간식을 주지 않았다면 고양이가 간식을 받지 못할 수 있다,고양이가 배가 부르다,고양이가 너무 편안해서 일어나지 않다,집에 없었다
514,그는 야수를 겁을 줘서 쫓아내었다,그는 야수를 달래서 쫓아내었다,그는 용기를 내었다,그것의 자연스러운 본능을 무시한다,그가 용기를 내지 않았다
515,그는 발가락이 부러졌다,그는 발가락을 조심히 움직여 부러지지 않도록 했다,치료를 받지 않았다,굳게 고정시키고 쉬는 것이 중요하다,그가 조심했다
516,그는 자랑을 멈췄다,그는 자랑을 멈추지 않을 수도 있다,자랑을 멈춘 것이 아니었다,그의 겸 humbleness였다,그가 겸손했다
517,그는 연락이 끊겼다,휴대전화 배터리가 소진되어 연락이 끊길 수 있다,무슨 일이 있었는지,"그가 바쁜 일이나 다른 사람들과의 관계에 집중하는 것일 수도 있고, 그가 나를 싫어하는 것일 수도 있겠다",그가 전화를 받았다
518,그는 자전거를 구입했다,돈이 부족해서 일어나지 않을 수 있다,무작정 빚을 내지 않았다,그의 높은 근력과 운동 의지였다,돈을 벌지 않았다
519,그는 공을 드리블했다,그는 다리를 다친 경우에 의해 드리블하지 않을 수 있다,최고의 기술을 가지고 있다,바로 상대편 수비수들의 엄격한 마크였다,그가 다치지 않았다
520,그는 더 잘 보게 되었다,그는 시력교정 수술을 받지 않았다면 일어나지 않을 수 있다,노력,그의 눈이 강화되었다,그가 노력하지 않았다
521,그는 아픈 척했다,그는 실제로 아픈 것이 아니었다,귀신,내가 그의 일을 도맡아서 한다,그가 거짓말을 하지 않았다
522,그는 마침내 채용되었다,그는 마침내 채용되지 않을 수도 있다,노력,그의 열정과 끈기였다,그가 지원서를 제출하지 않았다
523,그는 친구들과 즐거운 시간을 보내고 있었다,그는 갑작스러운 사고로 인해 일어나지 않을 수 있다,행복한 순간을 만끽하는,그가 즐거운 시간을 보내고 있었기 때문에 일어나지 않게 하는 것은 그의 쾌활한 분위기와 친구들과의 유쾌한 대화였다,그가 집에 있었다
524,그는 새 직장을 찾았다,그는 귀가 잘못되어 새 직장을 찾지 못할 수도 있다,노력,그의 열정과 끈기였다,더 열심히 노력하지 않았다
525,그는 마침내 완성했다,그는 마침내 완성하지 못했다,그의 노력이 없었다,그의 끈질긴 노력과 열정,그가 노력하지 않았다
526,그는 결혼한 지 20년이 되었다,그는 결혼한 지 20년이 되었기 때문에 이혼할 수 없다,사실이,그의 미련과 과거에 대한 감정,결혼하지 않았다
527,그도 함께 동승했다,교통사고로 인해 일어나지 않을 수 없다,우리가 함께 힘을 합쳤다,그의 무거운 마음과 깊은 상처였다,그가 참여하지 않았다
528,그는 드레스 쇼핑을 하러 갔다,그는 남성이기 때문에 드레스 쇼핑을 하러 갈 수 없다,집에 늦게 돌아올 것 같았다,그의 친구가 그를 따라오기로 결정했기 때문,그가 바빴다
529,그는 롤러스케이트를 타러 갔다,그는 다리를 다칠 수 있어서 롤러스케이트를 타러 갈 수 없다,미끄러질,롤러스케이트를 타러 갔다,비가 왔다
530,그는 큰 소리를 들었다,청각 장애에 의해 일어나지 않을 수 있다,만약 나에게 일어났다,그의 귀를 막다,그가 조용했다
531,그는 곧 육지를 봤다,안개로 인해 일어나지 않을 수 있다,그가 지켜봐야 했다,바로 그의 무서운 해병대가었다,비가 오지 않았다
532,그는 프레젠테이션을 진행했다,그는 의사소통 장애로 인해 프레젠테이션을 진행하지 못할 수 있다,예비책을 마련한다,그의 자신감과 명확한 의사 표현,그가 늦지 않았다
533,그는 함께 식사했다,음식 알레르기에 의해 일어나지 않을 수 있다,만약,답변할 수 없음,그가 오지 않았다
534,그는 매주 주말마다 갔다,이동 제약에 의해 일어나지 않을 수 없음,중독이다,그는 피로와 스트레스 때문,그가 집에 있었다
535,그는 바닥에 오줌을 쌌다,반려동물이 훈련을 받아서,심각한 상황,그의 부모님,그가 화장실에 갔다
536,그는 통나무를 떨어뜨렸다,그는 통나무를 들어서 떨어뜨리지 않았다,죽었을 것입니다,무게를 가하거나 묶다,그가 도와주지 않았다
537,그는 잠시 숨을 골랐다,그는 숨을 고르지 않았다,죽은,그의 두려움과 불안,그가 도와주지 않았다
538,그는 추수감사절 저녁을 요리했다,그는 추수감사절 저녁을 요리하지 않았다,그는 맛있는 요리를 했다,그는 음식이 탄다는 것을 방지하기 위해 주방에서 계속 일했다,그가 요리를 안 했다
539,그는 파이 먹기 대회에 참가했다,건강 문제로 인해 일어나지 않을 수 있다,과식,그의 입맛을 잃게 한다,그가 참가하지 않았다
540,그는 혀를 깨물었다,그는 혀를 깨물이지 않을 수도 있다,심각한 상황,그의 불안과 긴장,그가 조심했다
541,그는 그 자리에서 바로 채용했다,그는 그 자리에서 바로 채용하지 않을 수도 있다,그 결정을 했다,그의 열정과 능력,그가 지원서를 제출하지 않았다
542,그는 저녁 식사를 준비했다,음식 재료가 부족하여 일어나지 않을 수 있다,지치지 않았다면,그의 지친 몸과 마음,늦잠을 잤다
543,그는 케이크도 먹었다,과식으로 인해 일어나지 않을 수 있다,과식,그의 식욕을 증가시킨다,그가 배고프지 않았다
544,그는 고열이 있었다,그는 건강한 상태였다,의사를 찾아간다면,의사의 처방,그가 예방접종을 했다
545,그는 너무 다쳤다,그는 너무 다쳐서 일어날 수 없다,심각한 부상을 입었다,의료진의 도움을 받는 것이 중요하다,조심했다
546,그는 스테이크도 먹었다,채식주의자인 경우,과식,그의 놀라운 식욕과 음식에 대한 열정,그가 식욕이 없었다
547,그는 이야기를 길게 했다,그는 말이 끊어지지 않았다,지루했다,그의 열정과 흥분,그만두었다
548,그는 의상을 제작했다,그는 의상을 제작하지 않았다,전문적인 지식과 기술을 가진 사람들이 함께 협력하여 가능했다,그의 주요 목표 중 하나였다,그가 늦게 일어났다
549,그는 밖에서 소음을 들었다,그는 귀가 먼저 들었기 때문에 그 소음이 실제로는 없을 수도 있다,잠들었다,창문을 닫다,그가 집에 있었다
550,그는 서핑을 하려고 했다,서핑 조건이 좋지 않아서 일어나지 않을 수 있다,위험한 일,바로 파도가 너무 거세다,파도 예보를 확인했다
551,그는 오두막을 지었다,건강 상태가 좋지 않아서 일어나지 않을 수 있다,누구나 예상했다,누군가가 그의 문을 열어 들어오는 것을 막기 위해 덮개를 씌웠다,도와주지 않았다
552,그는 상사를 고소했다,그는 상사를 고소하지 않을 수도 있다,모욕당하다,그는 상사를 고소했다,그가 불만을 품지 않았다
553,그는 막 아기를 낳았다,남성이기 때문에 그는 아기를 낳지 않을 수 있다,피곤해서,마음이 편안한 상태를 유지하는 것이 중요하다,남자였다
554,그는 자신의 운명을 결정했다,다른 사람의 개입에 의해 일어나지 않을 수 있다,그의 노력과 결단력으로 가능했다,그의 결심과 노력,다른 선택을 했다
555,그는 파티를 그리워했다,그의 친구들이 파티를 열지 않을 수도 있다,그리워하지 않았다,그의 바쁜 일정과 건강 상태였다,그가 파티에 참석하지 않았다
556,그는 휴대폰을 망가뜨렸다,그는 실수로 휴대폰을 떨어뜨리지 않았다면 망가뜨리지 않았다,조심,그를 더 이상 스트레스 받지 않게 한다,조심했다
557,그는 파티에 가고 싶어 했다,그는 파티에 가고 싶어 했지만 건강 상태가 좋지 않아서 가지 못할 수도 있다,그는 너무 피곤해서,그의 몸에 가득 찬 피로와 지침,집에 머물렀다
558,그는 팔에 날카로운 통증을 느꼈다,그는 팔에 날카로운 통증을 느끼지 않을 수 없다,심각한 상처,의사의 진단을 받는 것이 중요하다,의사가 제물집을 했다
559,그는 바닥에 화학 물질을 엎질렀다,그는 안전 조치를 취하지 않아서 일어날 수 있다,화학 물질이 매우 위험하다,바로 주변 사람들에게 경고를 한다,안전장비를 착용했다
560,그는 허리 통증이 있었다,자세한 원인을 알 수 없으나 허리 통증은 다양한 이유로 발생할 수 있으므로 정확한 원인을 알 수 없다,정기적인 운동을 함으로써 예방,중요하다. 허리를 보호하고 통증을 완화하기 위해 적절한 자세와 운동이 필요하다. 또한 적절한 의자나 침대를 사용하여 허리에 부담을 주지 않도록 하는 것도 중요하다,올바르게 운동을 했다
561,그는 거의 맞을 뻔했다,그는 운이 좋아서 맞지 않았다,실수,그의 빠른 반사 신경과 운,조금만 더 조심했다
562,그는 리얼리티 쇼를 시청했다,그는 리얼리티 쇼를 시청하지 않았다,스트레스를 해소,그의 현실에서 벗어나고 싶은 욕망,그가 바빴다
563,그는 바이올린을 연주했다,그는 바이올린을 연주하지 않았다,"음악에 대한 열정을 가지고 있었기 때문에, 일어나지 않을 수 있다",그의 열정과 솜씨였다,그가 연주자가 되지 않았다
564,그는 기분이 나아지기 시작했다,그는 기분이 나빠지기 시작했다,그가 그렇게 행동하지 않았다,그의 친구들과 함께한 시간,그가 운이 좋았다
565,그는 나머지 거리는 걸어서 통학했다,차가 없어서 일어나지 않을 수 있다,그렇게 하지 않았다,그의 무거운 가방과 피곤함,버스를 탔다
566,그는 피 냄새를 맡았다,그는 감기에 걸려서 코가 막혀 있어서 피 냄새를 맡지 못할 수도 있다,죽음,그의 신체를 소독한다,그가 코를 막았다
567,그는 오일 교환을 받았다,그는 자동차를 가지고 있지 않기 때문에 오일 교환을 받지 않을 수 있다,연기를 했다,차량이 들쭉날쭉하고 움직이지 않다,정기적으로 차량 유지보수를 했다
568,그는 수학 시험을 치렀다,그는 수학 시험을 치르지 않았다,노력,그의 불안과 두려움,공부를 더 열심히 했다
569,그는 스스로를 믿고 있었다,그는 다른 사람들의 의견에 영향을 받지 않고 있었다,자신을 믿지 않았다,그의 강한 의지와 결단력,스스로를 믿고 있었던 일은 일어나지 않았다
570,그는 자전거가 정말 필요했다,그의 자전거가 도난당했기 때문에 일어나지 않을 수 있다,그는 걷지 않았다,그의 건강과 운동에 대한 열정,그가 자전거를 샀다
571,그는 파상풍 예방 주사를 맞았다,그는 파상풍에 감염되지 않을 수 있다,예방적으로 vaccinate,의료진의 권고에 따라 적절한 예방 수칙을 준수하는 것이 중요하다,예방주사를 맞았다
572,그는 명예로운 전투에 참여했다,그는 명예로운 전투에 참여하지 않았다,그렇지 않았다,그의 용기와 희생정신,겁을 내었다
573,그는 발을 까닥거렸다,그는 발을 까닥거리지 않았다,무엇이든지,무엇인가? 그의 다리에 문제가 있는 것일까?,발을 까닥거렸던 일은 일어나지 않았다
574,그는 어느 날 눈을 떴다,그는 어느 날 눈을 떴지만 아무 이상이 없었다,그가 그렇게 힘든 일을 겪었다,무거운 머리와 지친 몸,그가 늦잠을 잤다
575,그는 병원 진료 예약이 있었다,그는 병원 진료 예약이 없었다,정기적으로 예방을 받는,그의 건강 상태가 나빠졌기 때문,그가 진실을 말했다
576,그는 대사를 연습했다,그는 대사를 연습했지만 갑작스러운 화재로 인해 일어나지 않을 수 있다,열심히,그의 열정과 끈기였다,그가 노력하지 않았다
577,그는 방귀를 뀌었다,그는 방귀를 뀌지 않았다,의식을 잃었다,그는 손으로 입을 막았다,그가 조용했다
578,그도 몰랐다,운명적인 사건에 의해 일어나지 않을 수 있다,그 불행한 일을 예방했다,두려움과 불안감,그가 그렇게 했다
579,그는 너무 긴장한 것 같았다,그는 너무 긴장해서 일어날 수 없다,심장마비,내가 그의 어깨를 쓰다듬다,그가 더 이상 걱정하지 않았다
580,그는 결혼 반지를 잃어버렸다,그는 결혼 반지를 잃어버리지 않을 수 없다,매우 아쉬운 일,그를 위해 새로운 반지를 사준다,주의를 기울였다
581,그는 이웃과 대화를 나눴다,그는 외로움에 의해 일어나지 않을 수 있다,갈등을 해소하는,그의 친절한 태도와 관심,그가 집에 머물렀다
582,그는 실수로 떨어뜨렸다,그는 실수로 떨어뜨리지 않았다,조심,그를 돕거나 그의 주위를 정리하는 것입니다,조심했다
583,그는 비건 채식주의자가 되었다,건강 문제로 인해 채식주의를 포기할 수도 있다,건강에 좋다,그의 동료들과 가족들과의 대화였다,그가 고기를 좋아했다
584,그는 그녀의 등을 쓰다듬었다,성적인 동기에 의해 일어나지 않을 수 있다,그녀가 이미 잠들었다,그녀가 깊이 잠들었기 때문,그가 그녀를 사랑하지 않았다
585,그는 하와이로 이사했다,그는 하와이로 이사하지 않을 수도 있다,만약 일어났다,그의 열정과 사랑,그 직업을 계속했다
586,그는 오늘 학교에 갔다,"예를 들어, 교통 사고로 인해","놀랍게도, 그가 아프지 않았다",그는 강한 두통 때문에 일어나지 않게 했다,그가 아프다
587,그는 룸메이트와 마주쳤다,그는 혼자 살고 있을 수도 있다,갈등,그의 눈에 뜨겁게 타오르는 분노였다,그가 집에 늦게 도착했다
588,그는 하루 종일 빵을 구웠다,그는 하루 종일 빵을 구웠지만 판매하지 않았다,무언가 잘못된,그의 열정과 끈질긴 노력,그가 늦지 않았다
