,input,A,B,B2,B3
607,그는 꿈에 그리던 남자를 만나게 되었다,다른 사람들과 소통하고 새로운 사람들을 만나는 기회를 찾아야 한다.,노력하였다,"먼저 자신의 이상적인 남자상을 정확히 파악하고, 그에 맞는 사람을 찾기 위해 노력한다",노력했다
608,그는 내일 역사 시험이 있었다,공부를 해서 시험을 준비해야 했다.,열심히 공부했다,공부한다,공부해야 했어
609,그는 주차 위반 딱지를 받았다,주차 규칙을 준수해야 했다.,차를 올바르게 주차,주차위반 요금을 지불한다,주차공간을 비웠다
610,그는 일하고 싶지 않아 했다,자신의 의지를 극복하고 책임감을 가지고 일을 해야 했다.,노력,자신의 열정과 관심을 찾아내어 그것을 일의 일부로 만든다,일했다
611,그는 메시지를 받았다,메시지를 읽어야 한다.,전화를 했다,빠르게 읽고 즉시 대답한다,기다렸다
612,그는 사이렌 소리를 들었다,길을 비켜야 한다.,귀를 막았다,차를 옆으로 밀어내고 길을 비켜준다,조용했다
613,그는 넷플릭스를 시청했다,넷플릭스 회원가입을 해야 했다.,인터넷에 연결,넷플릭스에 가입하고 로그인한다,방콕했다
614,그는 동물병원에 데려갔다,"길에서 다친 동물을 발견했을 때, 그 동물을 동물병원에 데려가야 한다.",예약을 했다,"동물을 먼저 진찰받고, 필요한 치료를 받을 수 있도록 동물병원에 예약을 하고, 동물의 건강 상태와 증상에 대해 정확히 설명하는 것이다. 또한 동물의 음식과 약물",아파
615,그는 그의 엄마에게 말했다,그의 엄마에게 말했다.,노력,그의 계획을 설명하고 그녀의 도움을 요청한다,용기를 냈다
616,그는 많이 울었다,감정을 표현하고 스트레스를 해소하기 위해 많이 울어야 했다.,많이 슬퍼했다,자신의 감정을 표현한다,슬플 것 같았다
617,그는 늙었다,시간이 지나면서 나이를 먹어야 한다.,건강을 유지했다,건강을 유지한다,어려웠다
618,그는 어린 딸이 있었다,어린 딸을 돌봐주고 사랑해야 했다.,아빠로서 책임을 다졌다,딸을 사랑하고 보호한다,아버지
619,그는 두 손을 모았다,기도를 했어야 한다.,기도,기도한다,참을성 있다
620,그는 외로움을 덜 느꼈다,사람들과 소통하고 친구를 사귀어야 했다.,사람들과 더 많은 시간을 보내거나 새로운 친구를 사귀다,누군가와 함께 시간을 보내거나 새로운 사회적 활동에 참여한다,사람들과 함께 있다
621,그는 낙담했다,상황을 받아들이고 긍정적으로 대처해야 했다.,자신을 다시 일으켜 세웠다,자신을 다시 일으키고 긍정적으로 생각한다,강하게 있다
622,그는 집을 팔았다,부동산 중개업체와 협상하여 집을 팔아야 한다.,준비서류를 제출,부동산 중개인과 계약을 체결한다,떠나야 했다
623,그는 병가를 내었다,회사나 조직의 규정에 따라 병가 신청을 해야 한다.,사장에게 휴가 신청을 했다,의사에게 진단을 받아야 했다,아프다
624,그는 새로운 사업을 시작했다,비즈니스 계획을 준비하고 자금을 조달해야 한다.,투자를 했다,비즈니스 계획을 세우고 자금을 조달한다,돈을 모았다
625,그는 폭탄발언을 했다,폭탄을 만들고 발언해야 했다.,좀 더 신중히 생각했다,"폭탄발언을 준비하는 데 그가 해야 했던 것은 신중하고 세심한 계획과 준비였다. 그는 발언의 내용과 효과를 신중히 고려하고, 가능한 모든 결과와 후속 조치를 예측하여야 했다",침묵했다
626,그는 울타리를 뛰어넘었다,충분한 힘과 기술을 가지고 있어야 한다.,충분한 힘을 발휘했다,충분한 힘과 기술을 가지고 있었어야 했다,빠르게 달려야 했다
627,그는 애완용 새를 키우고 있었다,애완용 새를 키우고 있었다면 그 새에게 매일 식사와 물을 제공하고 깨끗한 환경을 유지해야 했다.,새의 케이지를 청소했다,새의 케이지를 청소하고 먹이와 물을 제공한다,조류알러지가 있다
628,그는 가장 큰 소리로 비명을 질렀다,위험한 상황에 처해 있었기 때문에 도움을 요청하거나 주변 사람들의 주의를 끌기 위해 가장 큰 소리로 비명을 질러야 했다.,몸을 움직였다,주변 사람들에게 도움을 요청한다,괴로웠다
629,그는 우승 골을 넣었다,경기에서 최선을 다해야 한다.,최선을 다했다,팀원들과의 협력,노력해야 함
630,그는 모두를 위해 위험을 감수했다,모두를 위해 희생을 감수했어야 한다.,희생을 했다,모험가로서 자신의 경험과 기술을 최대로 발휘한다,희생자였다
631,그는 자신을 쳐다보고 있었다,눈앞에 있는 상황을 주의 깊게 관찰하고 대처해야 했다.,거울을 보거나 사진을 찍다,그가 자신의 감정을 이해하고 그에 대해 솔직하게 이야기한다,움직이지 않았다
632,그는 계정을 만들었다,계정을 만들어야 한다.,이메일을 등록했다,이메일 주소를 입력하고 비밀번호를 설정한다,로그인했다
633,그는 새 개를 입양했다,동물 보호소나 개 판매처를 방문하여 새 개를 입양해야 한다.,동물 보호소에 신청을 하고 입양 절차를 거쳤다,동물 보호소에 방문하여 입양 절차를 진행한다,심사를 받았다
634,그는 정말 시끄럽었다,조용해지거나 소음을 줄이도록 노력해야 했다.,조용히 행동했다,주변 사람들을 배려하고 조용히 행동한다,조용했다
635,그는 끔찍한 소리를 내었다,공포나 고통을 겪거나 극도로 놀라거나 분노하거나 슬퍼하는 일이 있어야 했어야 한다.,도망치거나 소리를 질렀다,악몽에서 깨어난다,울다
636,그는 드디어 왔다,계획을 세우고 일정을 조정하여 그 자리에 도착해야 했다.,노력,많은 시간과 노력을 투자한다,떠났다
637,그는 힌트를 알려줬다,힌트를 알려줬다.,정보를 수집했다,퍼즐을 푸는 방법을 설명한다,도와주다
638,그는 정말 배가 불렀다,식사를 하거나 음식을 먹어야 했다.,식사를 했다,식사를 하거나 간식을 먹다,배가 고팠다
639,그는 장기자랑에서 우승했다,장기를 열심히 연습하고 훈련하여 높은 실력을 갖추어야 한다.,열심히 연습,전략적인 수를 둔 것과 팀원들과의 협력,노력해야 하는 것.
640,그는 휴식이 필요했다,일을 멈추고 쉬어야 했다.,쉬다,휴식을 취하고 몸과 마음을 푼다,지쳤다
641,그는 항상 울었다,자신의 감정을 이해하고 그것에 대해 솔직하게 표현해야 했다.,자신의 감정을 표현했다,그의 감정을 표현하고 이해받을 수 있는 사람들과 솔직하게 대화한다,웃어야
642,그는 샌드위치를 먹고 싶었다,빵과 다른 재료를 준비하여 샌드위치를 만들어야 했다.,식료품 가게에 가서 재료를 사 왔다,"빵, 햄, 치즈 등의 재료를 준비하고 조리한다",배고팠다
643,그는 선생님과 이야기를 나눴다,선생님과 이야기를 나누기 위해서는 선생님을 찾아가거나 연락하여 만남을 요청해야 한다.,먼저 선생님에게 허락을 구했다,"선생님의 질문에 대답하고, 자신의 의견을 표현한다",긴장했다
644,그는 햄버거를 주문했다,햄버거를 주문했다.,음식점에 들어가서 메뉴를 보고 주문을 했다,주문서를 작성한다,배고픈
645,그는 슬프게 고개를 흔들었다,자신의 감정을 표현하고 다른 사람들에게 자신의 마음을 이야기해야 했다.,뉘우침,그의 감정을 이해하고 위로해 주는 말을 건넨다,울어야
646,그는 아주 잘 자고 있었다,알람을 설정하고 일어나야 했다.,일찍 잤다,침대에 누워서 편안한 자세를 취하고 마음을 진정시킨다,피곤했다
647,그는 문이 잠겨 있는 것을 발견했다,문을 열 수 있는 열쇠를 찾아야 한다.,열쇠를 찾았다,문을 열기 위해 열쇠를 찾거나 문을 부순다,열쇠를 찾았다
648,그는 문이 열리는 소리를 들었다,문을 열어야 했다.,귀를 기울였다,문을 밀어 열었어야 했다,기다렸다
649,그는 투표를 했다,투표용지를 받아서 투표를 해야 한다.,유권자 등록을 했다,투표소에 가서 투표용지에 표를 하나 찍다,선득했다
650,그는 기둥에 부딪혔다,기둥을 피해야 했어야 한다.,몸을 보호하는 장비를 착용했다,그가 주의 깊게 주행 중인 차량을 관찰하고 안전을 위해 기둥을 피한다,달렸다
651,그의 말이 옳은 것처럼 보였다,그의 말을 근거와 증거를 제시하여 논리적으로 설득력 있게 표현해야 한다.,논거를 제시하여 설득력을 높였다,그의 주장을 논리적으로 근거를 제시하고 설득력 있는 증거를 제시한다,올바르다고
652,그는 친구가 필요했다,새로운 사람들과 소통하고 친구를 사귀어야 했다.,새로운 사람들을 만나거나 소셜 그룹에 가입했다,친구들을 만나고 소통하는 노력을 기울인다,외로웠다
653,그는 새로운 고객을 확보했다,마케팅 활동을 통해 새로운 고객을 유치했어야 한다.,마케팅 활동을 했다,고객을 만나고 그들의 요구를 이해한다,노력했다
654,그는 집을 구입했다,부동산 중개인과 협상을 해서 집을 구입해야 한다.,대출을 받았다,은행 대출을 신청한다,절약했다
655,그는 낚시를 하거나 미끼를 잘랐다,낚시를 하거나 미끼를 잘랐어야 한다.,낚싯줄을 준비했다,낚시 준비물을 챙기고 물가로 이동한다,미끼를 준비했다
656,그는 새 모자를 구입했다,새 모자를 산 후에 그 모자를 머리에 써야 한다.,가게를 방문하여 적절한 모자를 선택하고 지불을 했다,몇 가지 옵션을 고려하고 가게를 방문하여 원하는 스타일과 색상의 모자를 찾아본다,돈이 필요했다
657,그는 시동을 켜었다,차량을 운전하기 위해 시동을 켜야 한다.,차키를 돌렸다,기어를 P로 바꾼다,차키다
658,그는 운전면허 시험에 합격했다,운전면허 시험을 신청하고 합격해야 한다.,운전면허 시험을 준비했다,"운전 교실에서 수업을 듣고, 운전 시뮬레이터를 경험하며 연습하는 것이었다. 또한 교통법규와 신호에 대한 이해를 증진시키고, 실제 도로 주행 경험을 쌓는 것도 필요",연습을 해야 했다
659,그는 헬스장에 가입했다,헬스장에 가입하여 운동을 시작해야 한다.,등록을 했다,헬스장 회원 가입 절차를 따른다,건강했다
660,그는 자신의 컬렉션을 탐색했다,자신의 컬렉션을 탐색하여 필요한 정보나 물품을 찾아야 한다.,정리했다,각 아이템을 주의 깊게 살펴보고 분류한다,호기심
661,그는 지갑을 챙겼다,외출을 위해 지갑을 챙겨야 했다.,은행에 가서 돈을 찾았다,돈과 신분증을 넣다,빠르게 가야 했다
662,그는 제시간에 도착했다,출발 시간을 미리 계산하여 충분한 여유를 가지고 출발해야 했다.,출발하다,시간을 잘 지키고 출발하기 전에 충분한 여유 시간을 가지고 준비한다,늦지 않았다
663,그는 밤새도록 잠을 잤다,밤새도록 일어나서 일을 해야 했다.,약을 복용하였다,편안한 침대에서 휴식을 취하거나 스트레스를 줄이는 방법을 찾아야 했다,피곤
664,그는 이를 악물었다,이를 악물었다. 따라서 그는 먹을 것을 손으로 잡아야 했어야 한다.,더 많은 힘을 주다,그의 강한 의지와 인내심을 발휘한다,화가 나서 억지로 참았다
665,그는 1위로 데뷔했다,열심히 연습하고 노력하여 자신의 재능을 최대로 발휘해야 했다.,열심히 노력했다,노력하고 희생을 감수해야 했다,노력해야
666,그는 방문하고 싶다고 했다,방문하고 싶은 장소에 예약을 하거나 약속을 잡아야 한다.,계획을 세워야,방문 일정을 잡고 그와의 만남을 계획한다,가질 필요
667,그는 드디어 전화했다,드디어 전화했다.,용기를 내다,용기를 내어 상대방에게 전화를 걸었다,용기를 냈다
668,그는 광고를 게시했다,광고를 게시하여 사건이 일어나기 위해 관심을 끌어야 한다.,돈을 투자했다,광고 콘텐츠를 작성하고 이미지 또는 비디오를 선택한다,금지되었다
669,그는 울고 싶은 기분였다,자신의 감정을 표현하고 울 수 있는 환경을 찾아야 한다.,울다,그의 감정을 표현한다,울 수밖에 없었어
670,그는 스스로를 부끄러워했다,자신의 행동이나 태도를 반성하고 변화하기 위해 노력해야 한다.,자책함,자신을 받아들이고 자존감을 키운다,용서받아야 했어
671,그는 나머지를 그녀에게 맡겼다,그녀에게 신뢰를 보여주고 일을 맡겨야 했다.,책임을 분담하였다,그녀가 잘 이해하고 수행할 수 있도록 명확한 지시를 내린다,바쁜 일이 있다
672,그는 야채를 더 많이 먹었다,건강을 위해 더 많은 야채를 먹어야 한다.,쇠고기나 돼지고기를 줄여 먹다,야채를 구매하고 요리하는 방법을 배운다,건강했다
673,그는 돈을 잊어버렸다,지갑이나 주머니를 확인해봐야 한다.,ATM을 찾아서 현금을 인출했다,돈을 잊어버린 것을 인정한다,망각했다
674,그는 코스튬 콘테스트에 참가했다,코스튬을 디자인하고 참가 신청서를 제출해야 했다.,코스튬을 만들다,코스튬을 디자인하고 제작한다,의상이 필요
675,그는 자전거를 부쉈다,자전거를 수리해야 한다.,무리한 힘을 썼다,자전거를 수리한다,화가 됐다
676,그는 바지에 똥을 쌌다,화장실을 가서 변기에 앉아야 했다.,화장실에 가서 화장실을 사용했다,바지를 갈아입다,화장실
677,그도 알고 있었다,그도 알고 있었다면 그 사건이 일어나기 위해서는 미리 대비하거나 예방 조치를 취해야 했을 것이다.,노력,그의 능력을 최대한 발휘한다,노력해야 했어
678,그는 데이트를 약속했다,여자친구와의 데이트를 위해 시간을 잡아야 한다.,미리 예약을 했다,"데이트 장소를 예약하고, 상대방의 일정을 확인한다",금방 떠났다
679,그는 예상치 못한 실패를 겪었다,더 많은 노력과 준비를 해야 했다.,더 많은 노력을 기울였다,실패를 받아들이고 그 실패로부터 배운다,노력해야
680,그는 누군가를 만났다,누군가를 만나기 위해 약속 장소에 나타나야 했다.,약속을 잡았다,상대방과 대화를 나누고 서로에 대해 알아간다,긴장하다
681,그는 스케이트 타는 법을 배웠다,스케이트 타는 사건이 일어나기 위해서는 그가 스케이트 타는 법을 배워야 한다.,스케이트를 신고 연습했다,스케이트보드를 빌려야 했다,배우러 갔다
682,그는 호흡 곤란이 있었다,즉시 응급실을 방문하고 의료진의 도움을 받아야 했다.,의사와 상담하여 적절한 치료를 받았다,즉시 의료진에게 도움을 요청한다,의사여야 했어
683,그는 냄새가 정말 좋았다,냄새를 맡아야 했다.,향수를 뿌렸다,향수를 뿌린다,냄새가 정말 좋았다
684,그는 대신 결정했다,책임을 지고 대신 결정했어야 한다.,대신 노력했다,"먼저 자신의 목표를 명확히 정하고, 그 목표를 이루기 위해 필요한 계획을 세운다",고민해야 했다
685,그는 그녀를 바라봤다,그녀에게 관심을 표현하고 대화를 시작해야 했다.,노력,그녀에게 자신의 마음을 털어놓고 그녀와 솔직하게 대화한다,숨어 있다
686,그는 바구니를 받았다,먼저 바구니를 받아야 했다.,가게에 가서 과일을 골랐다,바구니를 받아들일 준비를 한다,바구니를 받다
687,그는 광고를 보게 되었다,광고를 볼 수 있는 매체나 플랫폼을 이용해야 한다.,TV를 켜고 광고를 기다렸다,TV나 인터넷을 켠다,광고를 클릭했다
688,그는 휴대폰을 가져갔다,휴대폰을 가져가서 전화를 걸거나 메시지를 보내야 했다.,도난이나 분실을 방지하기 위한 조치를 취했다,주인에게 허락을 받다,급했다
689,그는 반지를 발견했다,지하실을 철봉으로 뒤져서 반지를 발견했어야 한다.,지하실을 뒤졌다,주변을 세심하게 살펴보고 지혜롭게 선택한다,길을 따라 갔다
690,그는 바로 돌아왔다,빠르게 돌아와야 했다.,빠르게 이동하였다,무엇인가를 가져오거나 누군가에게 연락한다,떠났다
691,그는 새 키보드를 구입했다,새 키보드를 연결하고 사용해야 한다.,가게에 가서 구매했다,새 키보드를 연결하고 드라이버를 설치한다,돈이 필요했다
692,그는 도랑에 추락했다,도랑을 피해야 했다.,안전을 위해 안전모를 썼다,도랑에서 벗어나기 위해 그가 해야 했던 것은 도움을 요청한다,정신이 아무리 좋았다
693,그는 자신의 얼굴을 핥았다,자신의 얼굴을 핥은 후에 손으로 그 부분을 닦아야 한다.,혓바닥을 사용했다,그의 입술을 이용하여 자신의 얼굴을 핥다,미친 듯한 것 같았다
694,그는 집까지 태워다 줬다,차를 운전해서 상대방을 집까지 태워다 주어야 한다.,운전을,연료를 넣고 운전을 해야 했다,차를 운전
695,그는 손가락을 찔렀다,칼이나 날카로운 물체를 사용하여 손가락을 찔러야 했다.,의료 조치를 했다,응급 처치를 받다,지루했다
696,그는 벽에 부딪혔다,벽을 피해 다른 방향으로 움직여야 했다.,몸을 힘껏 밀다,방향을 바꾸거나 다른 길을 찾다,도전해야 했다
697,그는 그녀를 찾았다,그녀의 주소나 연락처를 알아내어 그녀를 찾아야 한다.,노력,그녀의 친구들과 가족들에게 연락하여 그녀의 소식을 물어본다,긴장했다
698,그는 손을 내밀고 있었다,다른 사람에게 인사하거나 도움을 요청해야 했다.,자신의 의견을 표현했다,상대방의 손을 잡다,도와주는 사람
699,그는 자신의 어머니를 바라봤다,어머니를 도와주기 위해 무엇을 해야 하는지 생각했어야 한다.,존경과 사랑을 표현했다,"어머니에게 감사의 말을 전하고, 그녀를 위해 노력한다",울다
700,그는 바지에 오줌을 쌌다,화장실을 찾아가서 소변을 보아야 했다.,화장실에 갔다,바지를 갈아입다,긴장했다
701,그는 프로포즈하고 싶어 했다,결혼을 위한 프로포즈를 해야 했다.,사전에 계획을 세웠다,여자친구의 마음을 얻기 위해 노력한다,신중한 결정을 했다
702,그는 엄청난 파티를 열었다,초대장을 보내고 음식과 음료를 준비하여 파티를 열어야 했다.,음식과 음료를 준비했다,파티 장소를 예약하고 초대장을 보낸다,절약했다
703,그는 3점슛을 성공시켰다,적절한 각도와 힘으로 공을 정확하게 던져야 했다.,좋은 발로 피벗을 했다,적절한 자세와 강력한 발을 사용하여 공을 정확하게 던진다,집중력이 필요했다
704,그는 셔츠에 케첩을 엎질렀다,케첩을 셔츠에 엎어야 한다.,셔츠를 세탁했다,셔츠를 빨리 세탁해야 했다,조심스러웠다
705,그는 대신 비디오 게임을 했다,대신 비디오 게임을 하지 않고 일을 해야 했다.,시간을 들였다,"비디오 게임을 플레이하기 위해 그가 해야 했던 것은 컴퓨터나 게임 콘솔을 준비하고, 게임을 설치하거나 구매하는 것이었다. 또한 게임을 즐기기 위해 조작법과 규칙을 익히고, 시간을 관",책을 읽다
706,그는 가려운 곳을 긁었다,손으로 가려운 곳을 긁었어야 한다.,손을 사용했다,가려운 곳을 긁다,가려웠어
707,그는 자녀가 한 명 있었다,자녀를 양육하고 돌보기 위해 책임감을 갖고 노력해야 했다.,돈을 벌다,자녀의 교육과 성장을 위해 최선을 다한다,아버지여야
708,그는 아침에 일어나 준비를 했다,아침에 일어나서 준비를 한 후에 외출해야 했다.,샤워를,샤워를 하고 옷을 입다,늦었다
709,그는 집에 갈 시간였다,집에 돌아가기 위해 일을 마무리하고 퇴근해야 했다.,일을 마무리했다,짐을 챙겨서 나간다,급했다
710,그는 주말에는 캠핑을 떠났다,캠핑용품을 준비하고 여행 계획을 세워야 했다.,장비를 준비했다,"텐트, 잠자리, 취사용품과 같은 캠핑장비를 준비한다",일찍 일어났다
711,그는 중요한 회의가 있었다,회의에 참석하고 준비를 해야 했다.,준비를,준비를 철저히 하고 관련된 문서와 자료를 숙지한다,출장을 가야 했다
712,그는 제대로 찾아왔다,정확한 주소와 위치를 찾아야 한다.,노력,그의 목적지를 정확히 알아야 했다,늦었다
713,그는 강도를 당했다,안전한 장소에서 경찰에 신고해야 했다.,경찰에게 신고,경찰에게 신고한다,도둑
714,그는 한 시간 늦었다,더 일찍 일어나서 준비를 해야 했다.,더 일찍 나왔다,시간을 더 잘 관리한다,늦어야
715,그는 새 아이폰을 구입했다,새 아이폰을 구입하기 위해 돈을 모아야 했다.,돈을 모았다,아이폰을 구매하기 위해 그가 해야 했던 것은 돈을 모아서 가게에 가서 구매한다,절약했다
716,그는 그녀를 흔들어 깨웠다,그녀를 흔들어 깨워야 한다.,그녀를 흔들다,그녀에게 부드럽게 손을 대다,잠들어 있었다
717,그는 메일함을 확인했다,로그인하여 이메일 계정에 액세스해야 한다.,로그인했다,메일함에 로그인한다,긴장했다
718,그는 서핑을 좋아했다,파도가 좋은 해변으로 이동하여 서핑을 하기 위해 준비를 해야 했다.,바다로 가서 파도를 타고 서핑을 즐겼다,"파도를 타고 서핑을 즐기기 위해 서핑 보드를 구매하고, 바다로 향한다",수영을 배웠다
719,그는 새 시계를 받았다,새 시계를 받기 위해 누군가에게 선물을 요청해야 한다.,돈을 모았다,새 시계를 설정한다,늦다
720,그는 사슴을 쳤다,사냥을 하거나 사슴을 공격해야 했다.,총을 발포,사냥용 라이플을 가지고 있었어야 했다,미안해
721,그는 심호흡을 했다,차분하게 상황을 평가하고 신중한 결정을 내리기 위해 심호흡을 했어야 한다.,마음을 가다듬다,마음을 가다듬고 집중한다,긴장된
722,그는 군에 입대했다,군에 입대하기 위해 군대 신체검사를 통과해야 한다.,신체검사,병역 신체검사를 받고 군대에서의 훈련을 받다,건강했다
723,그는 좀 나아진 듯 보였다,노력하여 자기 개선에 힘써야 한다.,열심히 노력했다,자신의 건강을 더욱 신경 쓰고 꾸준히 운동하고 올바른 식습관을 유지한다,건강했다
724,그는 나무에 올라갔다,나무에 올라가서 과일을 따야 했다.,사다리를 이용했다,운동 신경과 균형감을 가지고 있어야 했다,높이가 필요했다
725,그는 무사히 도착했다,안전운전을 하고 교통규칙을 준수해야 했다.,조심해서 운전했다,충분한 휴식을 취하고 안전운전을 하며 교통규칙을 잘 지킨다,빠르게 달렸다
726,그는 선거에 출마했다,선거에 출마하기 위해 선거 참여 신청을 해야 했다.,선거 캠페인을 진행했다,선거 캠페인을 준비하고 유권자들을 설득한다,의원이 되다
727,그는 이메일을 찾았다,이메일 계정에 로그인하여 이메일을 확인해야 한다.,인터넷 검색,이메일함을 확인한다,지쳐 있다
728,그는 뼈가 부러졌다,안전장비를 착용하고 위험한 활동을 피해야 했다.,병원에 갔다,응급실을 찾아서 의료진의 도움을 받다,무모했다
729,그는 자신의 팔을 휘둘렀다,자신의 팔을 휘두르기 위해 근육을 사용해야 했다.,근육을 사용하여 힘을 주다,상대방을 공격하는 것이 아니라 자신을 방어한다,화가
730,그는 빨리 왔다,출발을 빨리해서야 했다.,빠르게 이동했다,미리 일어나서 준비를 하고 빠르게 이동한다,늦다
731,그는 마이크를 내려놓았다,마이크를 내려놓고 말해야 한다.,손을 놓았다,마이크를 꺼내어 그의 자리에 다시 놓다,떠나야 했다
732,그는 친구를 방문했다,친구를 방문하기 위해 친구의 집 주소를 알아야 한다.,비행기 표를 예매,"친구의 집 주소를 알아야 했고, 방문 시간을 미리 약속해야 했다",가방을 챙겼다
733,그는 감염되었다,마스크를 착용하고 사회적 거리두기를 지켜야 했다.,치료를 받았다,의사에게 연락하여 치료를 받아야 했다,조심해야 했어
734,그는 캘리포니아로 이사했다,캘리포니아로 이사를 해야 했다.,이사를,새 집을 찾고 이사 준비를 한다,이사
735,그는 잠들지 못했다,스트레스를 줄이고 편안한 환경을 조성하여 잠들 수 있도록 노력해야 한다.,수면제를 복용했다,수면을 유도하는 기술을 사용한다,지쳤다
736,그는 거미를 봤다,거미를 피해야 한다.,용기를 내다,거미를 잡아야 했다,두려워야 했어
737,그는 총을 쐈다,총을 손에 들고 방아쇠를 당겨야 했다.,탄창을 장전,총을 장전한다,놀랐다
738,그는 열쇠를 받았다,문을 열 수 있도록 열쇠를 사용해야 한다.,문을 열다,열쇠를 사용하여 문을 열어야 했다,급했다
739,그는 고양이를 입양하고 싶어 했다,동물 보호소나 유기동물 구조 기관을 방문하여 고양이를 입양 신청서를 제출해야 한다.,동물 보호소에 방문하여 입양 절차를 진행했다,동물 보호소나 유기동물 센터를 방문하여 입양 절차를 진행해야 했다,혼자 살았다
740,그는 실수로 엎질렀다,더 조심해서 걸어야 했다.,죄송하다.,바닥을 닦고 청소한다,조심스러웠다
741,그는 거북이를 발견했다,주변을 탐험하고 거북이가 있는 곳을 찾아봐야 한다.,지하철을 타고 도시 밖으로 이동했다,거북이를 안전하게 다른 곳으로 옮긴다,급한 일을 해결했다
742,그는 대신 TV를 시청했다,리모컨으로 TV를 켜야 했다.,리모컨을 사용하여 채널을 변경했다,TV 가이드를 확인한다,운동을 했다
743,그는 가려움증이 심했다,가려운 부위를 긁어서 가려움증을 완화시켜야 했다.,약을 바르거나 의사를 찾았다,감기약을 복용하고 피부에 진정 크림을 바른다,가려움증이 심해서였다.
744,그는 새 셔츠가 필요했다,옷가게에 가서 새 셔츠를 사야 했다.,쇼핑을 했다,쇼핑을 가서 자신에게 어울리는 스타일의 셔츠를 찾아야 했다,새 셔츠를 사러 갔다
745,그는 낚시하러 가고 싶어했다,낚시 도구를 준비하고 물가로 이동해야 한다.,낚시 도구를 준비,낚시 도구와 미끼를 준비한다,집에 있다
746,그는 첫 데이트 중였다,상대방과 좋은 대화를 나누고 서로에 대해 관심을 표현해야 했다.,옷을 골랐다,어디로 갈지 미리 계획을 세우고 예약을 해야 했다,신중해야 했어
747,그는 바위에 부딪혔다,바위를 피해 걸어야 했다.,보호모를 착용하였다,바위를 피한다,도망쳤다
748,그는 학교에 지각했다,일찍 일어나서 출발해야 했다.,미리 일어나서 출발했다,시계를 봐야 했다,늦어야
749,그는 첫 한입을 먹었다,식사를 마저 먹기 위해 그는 더 많은 음식을 먹어야 했다.,입을 벌렸다,입을 벌리고 씹다,배고팠다
750,그는 배가 고파졌다,식사를 하거나 간식을 먹어야 한다.,식사,식사를 하거나 간식을 먹다,밥을 먹다
751,그는 체중이 몇 파운드 줄었다,식이요법과 운동을 조절하여 체중을 감량해야 했다.,다이어트를 했다,식이 조절과 운동,다이어트를 해야 했다
752,그는 그 결과 열쇠를 잃어버렸다,열쇠를 잘 보관하고 주의 깊게 다뤄야 했다.,열쇠를 찾았다,즉시 잃어버린 열쇠를 찾다,조심해야 했다
753,그는 문을 두드리는 소리를 들었다,문을 열어야 한다.,누군가에게 주의를 끌다,문을 열어준다,놀라워했다
754,그는 친구들이 그립었다,친구들과 연락을 취하고 만나기를 제안해야 한다.,연락,"친구들에게 전화를 걸어서 소식을 물어보고, 만날 기회를 찾아본다",떠나야 했어
755,그는 칭찬을 많이 받았다,노력하여 우수한 성과를 내야 한다.,열심히 노력,노력한다,노력해야
756,그는 반려견을 애견 공원에 데리고 갔다,"반려견을 애견 공원에 데리고 갔다면, 그는 반려견을 산책시키고 놀아주어야 한다.",반려견을 끌고 가야 했어요.,"반려견의 목줄을 채우고, 필요한 경우에는 밥과 물을 챙겨가야 했다",걷다
757,그는 저녁 식사를 위해 만났다,"식당을 예약하고, 친구나 가족과 함께 만날 시간을 정해야 했다.",음식을 주문해서 했다,식당을 예약한다,바쁜 사람
758,그는 그가 가장 좋아하는 밴드를 봤다,해당 밴드의 공연 일정을 확인하고 티켓을 구매해야 한다.,콘서트 티켓을 구매했다,밴드의 티켓을 산다,콘서트에 가야 했어
759,그는 몇 시간이 걸렸다,일을 시작하여 몇 시간이 걸렸다.,열심히 노력하였다,노력과 집중,늦었다
760,그는 적을 죽였다,적과의 싸움에서 이기고 적을 죽였어야 한다.,행동했다,적의 약점을 파악하고 적의 동작을 예측한다,죽였다
761,그는 슛을 성공시켰다,골대를 향해 정확하고 강력한 발을 사용하여 슛을 성공시켜야 했다.,정확한 포지션과 타이밍을 파악했다,정확한 포지션과 강력한 발을 사용한다,정확한 위치에 서 있다
762,그는 고양이를 찾았다,주변을 둘러봐서 고양이를 찾아봐야 했다.,집 주변을 뒤졌다,주변을 뒤지고 고양이의 증거를 찾아보는 것이다. 또한 주변 사람들에게 도움을 요청하거나 유기묘 보호소에 연락하여 실종된 고양이의,외출했다
763,그는 잠자리에 들 준비를 했다,잠자리에 들 준비를 했다면 사건이 일어날 것이다.,옷을 벗고 칫솔질을 했다,잠옷을 입고 이불을 덮다,졸린
764,그는 기타를 구입했다,기타를 연습하고 공부하여 능숙한 기타 연주자가 되어야 한다.,돈을 모았다,기타 레슨을 듣다,저축해야 했어
765,그는 기분이 조금 나아졌다,심신 안정을 위해 휴식을 취하고 긍정적인 생각을 가지고 자기 돌봄에 신경을 써야 했다.,휴식을 취했다,휴식을 취하고 스트레스를 풀어야 했다,울어야
766,그는 가슴을 움켜쥐었다,강한 의지를 가지고 상황에 대처해야 했다.,힘을 모았다,평화롭게 숨을 들이마시고 마음을 가다듬다,누구나 견디다
767,그는 전화를 받았다,전화를 받기 위해 전화기를 손에 들어야 했다.,전화기를 들다,전화를 받아야 했다,실례를 했다
