,input,A,B,B2,B3
454,그는 캐나다로 이주했다,그의 안전과 행복을 원하다,그는 새로운 삶,그의 새로운 삶에서 행복하고 안정적으로 살아간다,도움
455,그는 다음에 더 조심할 겄다,그의 안전과 건강을 위해 더욱 조심하고 신중히 행동하기를 바라다,그의 안전,그가 더 신중하게 행동한다,더 많은 이해
456,그는 새 브라우저를 다운로드했다,그 새 브라우저를 어떻게 사용하는지 알려줄 수 있을까?,그것,빠른 인터넷 속도와 더 나은 보안 기능,새로운 기능
457,그는 대신 수영을 하러 갔다,그가 안전하게 수영을 즐기고 돌아오길 바라겠지,그의 안전,그가 안전하게 수영을 즐긴다,축구
458,그는 생일 케이크를 구입했다,생일 케이크를 먹고 축하해주길 원하다,그를 축하하기 위해 케이크,무엇인지 물어보았다,달콤하다
459,그는 인증을 받았다,그의 능력과 자격에 대한 확신을 얻기를 원하다,그의 능력,무엇이든 그의 능력과 지식을 신뢰할 수 있다,그의 의견
460,그는 첫 번째 집을 구입했다,그에게 집을 잘 꾸며서 행복하게 살기를 바라시다,그의 새 집을 보고 싶어했다,그의 새 집을 보고 싶어했다,부러운
461,그는 다음 날 아침 깨어났다,그는 주변 사람들로부터 그가 잘 자고 편안히 깼는지에 대한 관심과 건강을 묻는 질문을 받다,그의 상태,그가 새로운 방향으로 나아가는 모습을 보고 싶었다,조용하다
462,그는 스스로를 지켰다,그의 주변 사람들은 그가 안전하고 건강하게 유지되기를 원하다,그의 안전을,그의 안전과 안식,도와줄
463,그는 학교에서 놀림을 받았다,그에게 위로와 지지를 원하다,그의 자존심을 회복시켜 주는,자신의 자존감을 회복하고 자신을 믿을 수 있게 된다,이해와 지지
464,그는 창문을 깨뜨렸다,그가 책임을 지고 창문을 고쳐주기를 원하다,그것을 고치다,그 창문을 수리한다,화
465,그는 결승선을 통과했다,그에게 축하와 칭찬을 원하다,그는 승리,그가 우승한다,승리
466,그는 새로운 보금자리를 찾았다,그의 안정과 행복을 바라게 되다,그의 행복,그의 안정적인 삶과 행복한 미래였다,축하하는
467,그는 결국 찾았다,그의 안부와 상황에 대한 소식을 듣고 싶다,이제 안심할 수 있을,답변할 수 없음,그
468,그는 정말 멋졌다,그에 대한 칭찬과 인정을 받고 싶다,그의 영향을 받고 싶어했다,그의 영향을 받고 싶어했다,그를 따라다니는
469,그는 곧 도착했다,그의 안전한 도착을 기뻐하다,그의 도착,그의 도착을 축하한다,빠른
470,그는 어머니를 찾았다,그가 어머니를 안전하게 찾았기를 바라고 기뻐하다,그것,어머니와의 재회를 축하한다,희망하는
471,그는 아기의 기저귀를 갈아줬다,그 주변 사람들은 그에게 칭찬과 감사의 말을 원하다,그의 도움,아기의 케어와 돌봄,감사의 표시
472,그는 정말 귀여운 녀석였다,그 귀여운 녀석과 더 많은 시간을 보내고 싶어하다,그것,그의 귀여움을 더 많이 보고 싶었다,그것
473,그의 몸에 불이 붙었다,그를 구해 달라고 호소하다,불을 끄는,물을 뿌린다,구조적인
474,그는 새 셔츠를 원했다,그의 새 셔츠를 보고 싶어했다,같은,무엇인지 물어보았다,무엇
475,그는 새 노래를 작곡했다,그의 새 노래를 듣고 싶어하다,그 노래를 듣고 싶어했다,그의 음악을 듣고 즐긴다,콘서트 티켓
476,그는 더 빠르게 타이핑을 쳤다,그의 도움을 받아서 더 빨리 업무를 처리하고 싶어하다,그의 타이핑 속도를 따라잡을 수 없었기 때문에 그의 타이핑,그의 타이핑 속도를 따라잡기 위한 훈련,빠른
477,그는 뭔가에 부딪혔다,그가 다치지 않았으면 좋겠어요,그가 다치지 않았다,그가 다치지 않았는지 확인한다,이해
478,그는 마침내 열쇠를 찾았다,그가 열쇠를 찾아서 기뻐할 것을 원하다,그의 도움,무엇인지 알아내기 위해 열쇠를 사용한다,열쇠
479,그는 셔츠를 벗었다,그가 셔츠를 입는 것을 원하다,그는 그의 근육을 보고 싶었다,그의 근육들을 자랑하며 보여주기를 원했다,충격
480,그는 투어를 시작했다,그의 투어가 성공적으로 진행되기를 원하다,그의 모험 이야기를 듣고 싶어했다,그의 음악을 더 많이 듣고 그의 공연을 더 많이 본다,새로운 경험
481,그는 깃발을 꽂았다,그가 국기를 꽂았다는 것에 대한 의미나 이유를 원하다,자유와 독립,무엇이든지 할 수 있는 자유였다,자유
482,그는 산책을 하고 싶어 했다,그 주변 사람들은 그가 안전하게 산책을 즐길 수 있기를 원하다,그의 안전을 위해 그를 동반하다,그가 산책을 할 때 어디로 가고 싶은지 묻다,다른
483,그는 장난을 쳤다,그에게 사과하고 그의 행동에 대해 이해를 구하다,그것,농담을 그만하란다,진실
484,그는 방과 후에 놀았다,"그는 방과 후에 놀았다면, 주변 사람들은 그가 책임감을 가지고 공부나 일에 집중하도록 바라게 되다",그는 조용하다,그의 방해가 되지 않는 선에서 즐긴다,조용하다
485,그는 자신의 가치를 결정했다,그에게 축하와 응원을 원하다,그의 성공,그의 결정에 영향을 미치지 못했다,그의 성공
486,그는 대신 집으로 돌아갔다,그의 안전과 건강을 원하다,그를 대신할,그가 안전하게 돌아왔다,놀랍게도 그것
487,그는 체중이 증가했다,그의 주변 사람들은 그가 건강하고 행복하게 살기를 원하다,그는 다이어트,그가 다이어트를 시작한다,다이어트
488,그는 그냥 집에 갔다,그가 안전하게 집에 도착했음을 원하다,그의 결정에 대해 이해하고 싶었다,그의 결정에 대한 이유를 이해하고 그를 지지해 준다,더 많은 도움
489,그는 오늘 도착했다,그에게 환영 인사를 하고 새로운 소식을 듣고 싶어하다,그의 이야기를 듣고 싶었다,무엇인지 알아보기 위해 그에게 물어보았다,그의 이야다
490,그는 어디에서도 그녀를 찾을 수 없었다,그녀를 찾는 데 도움을 주기를 원하다,그녀를 찾을 수 없었던 이유,그녀가 어디론가 사라지다,그녀
491,그는 학교로 돌아왔다,그가 안전하게 학교로 돌아왔음을 기뻐하다,그는 그의 여행 이야기,그의 친구들과 다시 만난다,그에게 이야다
492,그는 그녀를 찔렀다,그녀의 안전과 평화를 원하다,그녀를 도와주는,그녀를 도와준다,정당한 보복
493,그는 학교에 도착했다,"그가 안전하게 학교에 도착했는지를 확인하고, 그의 안부와 학교 생활에 대해 관심을 보이다",그의 이야기,그의 도착에 대한 축하였다,그의 손님
494,그는 자신에게 화를 내고 있었다,그의 주변 사람들은 그가 평온하고 안정되기를 원하다,그의 기분이 나아지길,그가 자신의 감정을 조절하고 평온을 되찾다,이해
495,그는 피자를 주문했다,피자를 함께 먹고 싶다,무엇,무엇인가?,모두 다른
496,그는 공을 서브했다,그가 공을 성공적으로 서브하고 경기를 이기길 원하다,공을 받고 싶었다,빠른 리턴을 기대했다,승리
497,그는 마사지를 받았다,그 주변 사람들은 그가 편안하고 행복해지기를 원하다,똑같은,그도 마사지를 받을 수 있는 방법이 있었으면 좋겠다고 생각했다,많은
498,그는 국기를 게양하고 누가 경례를 하는지 확인했다,그의 행동에 경의를 표하고 존경할 것을 원하다,그가 안전하게 돌아올,그의 국기를 게양한다,주의
499,그는 리본을 잘랐다,그가 무슨 일을 하고 있는지 궁금해하다,예쁜 리본,리본을 묶어준다,아름다운 선물
500,그는 목이 말랐다,그에게 물을 원하다,물,그가 물을 마시러 간다,물
501,그는 기분이 더 나빠졌다,그를 위로하고 위안해 주기를 원하다,그의 기분이 나아지길,그가 도움을 받을 수 있도록 도와준다,이해
502,그는 어디서든 찾을 수 있었다,그가 항상 도와줄 수 있는 친절하고 신뢰할 만한 사람이라는 것을 원하다,그의 도움,그의 지식과 조언,편리하다
503,그는 공연이 끝난 후 그녀를 만났다,그가 공연 후 그녀를 만난 이유에 대해 궁금해하다,그들의 만남을 보고 싶었다,그들이 함께 사진을 찍다,놀라운
504,그는 첫 월급을 받았다,그가 월급을 받아 기쁘고 행복해하는 것을 보고 싶어하다,그의 treat,그가 돈을 쓰거나 대접해준다,다양하다
505,그는 정말 좋아 보였다,그의 주변 사람들은 그와 친해지고 싶어하다,그와 친해지고 싶었다,그의 근황을 묻다,그와 얘다
506,그는 팔짱을 꼈다,그가 안정적이고 지지를 받을 수 있는 상황을 원하다,그는 친구와 함께 놀 수 있는,그의 안전을 확보하기 위하다,협조
507,그는 친구들과 대화를 나눴다,그가 대화를 즐기고 소통하는 것을 원하다,그의 이야기를 듣고 싶어했다,그의 이야기에 귀를 기울이고 진정한 관심을 가진다,이해
508,그는 그녀에게 자비를 베푸셨다,그 주변 사람들은 그가 그녀에게 더 많은 자비를 베풀기를 원하다,그녀에게도 같은 자비를 베풀어 달라고 요청했다,그녀에 대한 동정과 이해였다,자비
509,그는 더 빠르게 갔다,그 주변 사람들은 그가 안전하게 목적지에 도착하기를 원하다,그의 비밀을 알고 싶었다,그의 빠른 속도를 따라잡다,더 많은
510,그는 새 바지를 입었다,그가 새 바지를 입었다는 것을 칭찬하고 싶어하다,그것,새로운 스타일을 보여준다,그를 칭찬하는
511,그는 직접 티켓을 작성했다,그가 티켓을 작성한 이유와 내용에 대해 궁금해하다,그의 도움,그의 티켓 작성 능력을 이용해 자신들을 위한 티켓도 작성해 달란다,자동으로
512,그는 새 직장에 지원했다,그의 주변 사람들은 그가 새 직장에 합격하기를 원하다,그의 성공,그의 새로운 직장에서 성공적으로 일할 수 있는 능력과 열정,성공
513,그는 고양이에게 간식을 줬다,그가 고양이를 돌보고 챙기는 것을 원하다,그도 고양이처럼 간식,고양이와 같은 간식,부러운
514,그는 야수를 겁을 줘서 쫓아내었다,"그 주변 사람들은 그가 안전하게 되돌아왔는지를 확인하고, 야수에게 상처를 입지 않았는지를 걱정하다",그는 평화로운,그가 안전하게 떠난다,"이해할 만한 것, 이유"
515,그는 발가락이 부러졌다,그의 주변 사람들은 그가 빨리 치료를 받고 회복되기를 원하다,그를 도와주는,그가 즉시 의료진의 도움을 받을 수 있도록 돕다,도움
516,그는 자랑을 멈췄다,그의 주변 사람들은 그가 겸손해지고 자기만족을 얻는 것을 원하다,그는 겸손하다,그의 겸 humbleness를 보여준다,조용하다
517,그는 연락이 끊겼다,그의 안부를 확인하고 싶어하다,그의 안전을 확인하기 위해,그가 안전하게 돌아올 수 있는 방법에 대한 정보였다,그의 안부
518,그는 자전거를 구입했다,그의 주변 사람들은 그가 안전하고 편안하게 자전거를 탈 수 있기를 원하다,"""그의 자전거를 빌리고 싶어""라고 말했다",무엇인지 물어보았다,부러워했다
519,그는 공을 드리블했다,그 주변 사람들은 그가 골을 넣기를 원하다,그의 능력,놀라운 속공과 정확한 패스였다,공
520,그는 더 잘 보게 되었다,그의 주변 사람들은 그가 안전하고 편안하게 살 수 있기를 원하다,더 많은 도움을 받고 싶어했다,그의 시력이 개선되어 더 이상 안경을 쓰지 않아도 된다,더 나은 결과
521,그는 아픈 척했다,그의 주변 사람들은 그에게 관심을 보이고 돌봐줄 것을 원하다,그의 건강을 위해 걱정했다,그의 건강과 안녕,도움
522,그는 마침내 채용되었다,그의 성공을 축하하고 함께 축하 파티를 열어주기를 원하다,그의 성공을 축하하다,그의 성공과 행복,성공
523,그는 친구들과 즐거운 시간을 보내고 있었다,그가 계속해서 즐거운 시간을 보내기를 원하다,그의 행복한 모습,그의 즐거움에 함께할 수 있는 기회였다,그의 주의
524,그는 새 직장을 찾았다,그의 새 직장에서 성공을 기원하다,그의 새 직장에서 어떤 업무를 맡게 될지에 대한 정보,그의 안정과 행복,축하
525,그는 마침내 완성했다,축하를 받고 싶다,그의 성취를 축하,무엇이었는지 알고 싶어했다,기적
526,그는 결혼한 지 20년이 되었다,그의 주변 사람들은 그와 그의 배우자가 행복한 결혼 생활을 유지하기를 원하다,결혼 기념일,그의 결혼 생활에 대한 조언과 경험,이혼
527,그도 함께 동승했다,그가 안전하게 도착했는지에 대해 궁금해하다,그의 성공,둘 다 성공적으로 도착한다,함께하는
528,그는 드레스 쇼핑을 하러 갔다,그가 좋은 드레스를 구매하여 기뻐할 것을 원하다,그의 쇼핑 결과를 보고 싶어했다,어떤 스타일의 드레스를 선택했는지에 대한 이야기였다,예쁜
529,그는 롤러스케이트를 타러 갔다,그의 안전을 위해 헬멧과 보호장비를 착용하길 원하다,그의 실력을 보고 싶었다,그의 모습을 본다,롤러스케이트
530,그는 큰 소리를 들었다,그 소리가 무엇인지 궁금해하다,그는 조용하다,무엇인지 궁금해했다,조용하다
531,그는 곧 육지를 봤다,그가 안전하게 육지에 도착하기를 원하다,해변에서 수영을 즐기고 싶었다,바로 도착하다,바로 도착
532,그는 프레젠테이션을 진행했다,"그가 잘 되길 바라고, 흥미를 갖고 듣기를 원하다",그는 명확한 설명,놀랍고 흥미로운 내용과 명쾌한 설명,정보
533,그는 함께 식사했다,그들은 그가 식사를 대접해주기를 원하다,그와 대화를 나누고 싶었다,그가 더 이상 혼자 식사를 하지 않다,더 많은 음식
534,그는 매주 주말마다 갔다,그 주변 사람들은 그가 매주 주말마다 어디에 갔는지에 대해 궁금해하다,그의 여행 이야기를 듣고 싶었다,그가 더 많은 시간을 집에서 보내거나 다른 활동을 즐긴다,그것
535,그는 바닥에 오줌을 쌌다,그 사람이 즉시 청결한 상태로 변화되기를 원할 것입니다,그것,그것을 청소한다,화
536,그는 통나무를 떨어뜨렸다,그의 주변 사람들은 그가 다치지 않았기를 원하다,그의 안전을 위해,통나무를 옮긴다,안전
537,그는 잠시 숨을 골랐다,그의 안전을 확인하고 상황을 이해하기를 원하다,그가 무슨 일을 하고 있는지 궁금해했다,그가 말할 때까지 기다린다,조용하다
538,그는 추수감사절 저녁을 요리했다,그의 요리를 맛보고 싶어하다,맛있는 음식을,그의 요리 실력을 칭찬하고 더 많은 음식을 요청한다,따뜻한 음식
539,그는 파이 먹기 대회에 참가했다,그의 주변 사람들은 그가 파이 먹기 대회에서 성공을 거두길 바라다,그의 우승,그의 파이 먹기 실력을 보여준다,승리
540,그는 혀를 깨물었다,그의 주변 사람들은 그가 안심할 수 있는 해결책을 찾기를 원하다,그의 말을 듣고 싶었다,그가 무슨 말을 할 것인지 궁금해한다,조용하다
541,그는 그 자리에서 바로 채용했다,그 주변 사람들은 그가 채용된 것을 축하하고 기뻐하다,그의 성공,빠른 결정,그 일
542,그는 저녁 식사를 준비했다,그는 저녁 식사를 함께 하고 싶은 사람들을 초대하다,그는 배고픈,무엇을 먹을지 궁금해한다,맛있는 음식
543,그는 케이크도 먹었다,케이크를 먹고 싶어하다,또다른,그의 생일 축하를 함께 하고 싶었다,달콤하다
544,그는 고열이 있었다,그가 빨리 나아지기를 원하다,그는 쉬는,의사를 찾아간다,따뜻한 음식
545,그는 너무 다쳤다,그의 안전과 빠른 치료를 원하다,그가 빨리 회복되길,그가 즉시 의료 도움을 받다,약간의 도움
546,그는 스테이크도 먹었다,그는 주변 사람들이 그가 스테이크를 곁들인 식사를 즐기는 것을 원하다,고기,정말 배가 고팠다,닭고기
547,그는 이야기를 길게 했다,그의 이야기를 짧게 요약해 주었으면 좋겠다,짧게나마 중요한 내용을 듣고 싶어했다,더 이상 그의 이야기를 듣고 싶지 않았다,짧은 이야기
548,그는 의상을 제작했다,그의 의상을 보고 싶어하다,고품질의 의상,그의 디자인을 입은 모습,예쁜 의상
549,그는 밖에서 소음을 들었다,그 소음을 조용히 해달라고 요청하다,조용하다,조용한 환경,조용하다
550,그는 서핑을 하려고 했다,그가 안전하게 서핑을 즐길 수 있기를 원하다,그의 안전과 성공,그가 안전하게 파도를 타고 즐긴다,조용하다
551,그는 오두막을 지었다,"오두막을 이용할 수 있는지, 혹은 그를 방문할 수 있는지에 대해 궁금해하다",그의 오두막을 방문하고 싶어했다,그의 손길로 만들어진 오두막을 함께 이용한다,조용한 곳
552,그는 상사를 고소했다,그의 이유와 증거에 대해 궁금해하다,그의 용기,회사에서의 불만을 토로하고 싶었다,복수심
553,그는 막 아기를 낳았다,그의 가족과 친구들은 그와 아기에게 축하와 지원을 원하다,그의 아이를 축하하는,아기에 대한 축하와 지원,아기에 대한 관심과 주의
554,그는 자신의 운명을 결정했다,그에게 축하와 응원의 말을 전해주다,그의 선택을 존중하고 지지해 주었다,무엇이든 상관하지 않았다,다른
555,그는 파티를 그리워했다,그를 위해 파티를 열어주길 원하다,그의 행복함,그의 파티를 다시 열어준다,즐거운 시간
556,그는 휴대폰을 망가뜨렸다,그의 주변 사람들은 그가 즉시 새로운 휴대폰을 구매하고 수리하는 것을 원하다,그는 새로운 휴대폰,그 그의 휴대폰을 고친다,수리된
557,그는 파티에 가고 싶어 했다,그를 파티에 초대하고 싶어하다,그의 흥분을 나누고 싶어했다,그의 동반을 원했다,그가 더 많은 인원
558,그는 팔에 날카로운 통증을 느꼈다,그 주변 사람들은 그가 즉시 의료 도움을 받을 수 있기를 바라게 되다,그의 상황을 이해하고 도와주는,그의 상태를 확인하고 의료진에게 연락한다,약
559,그는 바닥에 화학 물질을 엎질렀다,그 주변 사람들은 그가 안전하게 상처를 입지 않았는지 걱정하다,그는 즉시 안전을 위해 그것을 청소하거나 제거하는,그것을 신속하게 청소한다,도와줄
560,그는 허리 통증이 있었다,그의 주변 사람들은 그가 편안하고 통증이 완화될 수 있는 방법을 찾기를 원하다,그는 휴식,그가 허리를 쉬도록 한다,지원과 도움
561,그는 거의 맞을 뻔했다,그의 안전과 건강을 위해 걱정하다,그의 성공,그가 실제로 맞다,정답
562,그는 리얼리티 쇼를 시청했다,그의 친구들은 그가 시청한 쇼에 대해 이야기하고 싶어하다,그의 삶에 대한 더 많은 정보,그의 생각과 감정을 공개한다,스릴과 긴장감
563,그는 바이올린을 연주했다,그의 연주를 듣고 싶어하다,그의 연주를 듣고 싶어했다,바이올린 연주의 소리를 듣기 위해 그의 연주를 계속해서 즐겨본다,조용하다
564,그는 기분이 나아지기 시작했다,그가 행복해지기를 원하다,그가 더 행복해지는,그의 긍정적인 에너지와 웃음,도움
565,그는 나머지 거리는 걸어서 통학했다,"그의 안전을 걱정하고, 편안한 교통수단을 이용할 것을 바라게 되다",그가 안전하게 도착하는,그의 건강과 안전을 위해 차를 이용한다,차
566,그는 피 냄새를 맡았다,그가 안전하고 건강한 상태인지 확인하고 싶어하다,그의 피 냄새를 피하는,그의 상태를 확인하고 그가 다친 부위를 살펴본다,거리
567,그는 오일 교환을 받았다,그 주변 사람들은 그가 안전운전을 하고 차량을 유지보수하는 것에 대해 안도감을 느끼다,똑같은,엔진이 부드럽게 작동한다,같은 대우
568,그는 수학 시험을 치렀다,그의 친구들은 그가 시험에서 잘 졌기를 원하다,그의 시험 성적을 알고 싶어했다,그가 좋은 성적을 받다,도움
569,그는 스스로를 믿고 있었다,그의 주변 사람들은 그가 성공할 것을 원하다,그의 결정을 응원하는,그의 결정에 대한 지지와 확신,불가능하다
570,그는 자전거가 정말 필요했다,그의 주변 사람들은 그에게 자전거를 얻을 수 있기를 원하다,어떻게 자전거를 구할 것인지,그의 자전거를 빌려준다,그에게 도움
571,그는 파상풍 예방 주사를 맞았다,그의 주변 사람들은 그가 건강하게 유지되기를 원하다,안전,그가 건강하게 유지된다,"파상풍 예방 주사를 받았기 때문에, 주변 사람들은 안심하고 안전하다"
572,그는 명예로운 전투에 참여했다,그에게 축하와 칭찬을 원하다,그의 영웅적인 행동,그의 용감한 행동에 대한 칭찬과 영웅으로서의 인정,영광
573,그는 발을 까닥거렸다,그가 미안하다고 사과하는 것을 원하다,조용하다,조용히 걷다,조용하다
574,그는 어느 날 눈을 떴다,그의 안전과 건강을 원하다,그에게 무엇이 일어났는지,그가 더 나은 삶을 살고 행복해진다,변화된
575,그는 병원 진료 예약이 있었다,그의 친구들과 가족들은 그가 건강하고 빨리 나아지기를 원하다,그가 건강하고 안전하다,그의 건강과 안녕,그를 이해하다
576,그는 대사를 연습했다,그가 대사를 완벽하게 연기할 수 있기를 원하다,그의 대사를 듣고 싶었다,그의 언어 실력이 향상된다,조용하다
577,그는 방귀를 뀌었다,그가 사과하고 냄새를 없애는 것을 원하다,공기청정기,그 창문을 열어 통풍을 시킨다,공기청정다
578,그도 몰랐다,그 사람이 무엇을 몰랐는지에 대한 설명을 원하다,알 수 없는,무엇이든지 자신의 능력을 믿고 도전한다,같은
579,그는 너무 긴장한 것 같았다,그의 안정을 도와주기를 원하다,그의 긴장을 풀어주는,그가 조금 더 편안해진다,차분하다
580,그는 결혼 반지를 잃어버렸다,그의 주변 사람들은 그가 결혼 반지를 다시 찾을 수 있기를 원하다,그것을 찾길,결혼 반지를 다시 찾을 수 있도록 도와준다,도움
581,그는 이웃과 대화를 나눴다,이웃들은 그가 좋은 소식이나 즐거운 이야기를 나누어 주길 원하다,그의 이야기,그의 이웃과의 대화를 듣고 싶어했다,친밀하다
582,그는 실수로 떨어뜨렸다,그를 도와주고 위로해 줄 것을 바라게 되다,그것,그를 도와준다,이해
583,그는 비건 채식주의자가 되었다,그의 주변 사람들은 그가 건강하고 행복하게 살기를 바라게 되다,그것,그의 식습관에 대한 이해와 존중,고다
584,그는 그녀의 등을 쓰다듬었다,그 주변 사람들은 그가 그녀를 존중하고 사랑한다는 것을 느끼기를 원하다,이와 같은 관심을 받고 싶었다,그녀가 편안하게 느낀다,질투
585,그는 하와이로 이사했다,그의 친구들과 가족들은 하와이에서의 새로운 삶을 응원하고 행복해하다,그의 새로운 집,하와이에서의 삶을 즐기며 행복하게 지낸다,이사 후에 그를 자주 보지 못하다
586,그는 오늘 학교에 갔다,그의 가족은 그가 안전히 학교에 도착했음을 원하다,그의 이야기를 듣고 싶었다,시험에 잘 볼 수 있도록 열심히 공부한다,그가 어떤 일을 했는지
587,그는 룸메이트와 마주쳤다,그들은 서로를 존중하고 원만한 관계를 유지하기를 원하다,두 사람 사이의 일어나고 있는 일에 대해 궁금해했다,그들이 서로 어울리고 존중하는 관계를 유지한다,조용하다
588,그는 하루 종일 빵을 구웠다,그의 주변 사람들은 신선한 빵을 먹고 싶어하다,냄새 좋은,그의 구운 빵을 맛본다,빵
589,그는 결국 왔다,그에게 대해 더 많은 정보를 원하다,안정된 상황,그의 도착을 축하한다,그의 도움
590,그는 주먹을 불끈 쥐었다,그가 폭력을 행하지 않도록 바라게 되다,그가 폭력적인,그 그의 분노를 가라앉힌다,평화로운
591,그는 물을 더 많이 마셨다,그 주변 사람들은 그가 건강을 챙기고 있다는 것을 원하다,그가 화장실을 가고 싶어했다,그가 더 건강해진다,물
592,그는 보상을 받았다,그의 성취를 축하하고 싶어하다,더 많은 보상,무엇인지 알 수 있었다,도움
593,그는 기침을 많이 했다,그가 의사에게 진찰을 받아야 한다고 생각하다,조용하다,그가 병원에 가서 의사에게 진찰을 받다,조용하다
594,그는 자신감을 얻었다,그의 성공을 축하하고 자신감이 계속 유지되기를 바라다,그의 자신감,그의 자신감에 영향을 받아 더 나은 결과를 얻기 위해 더 많은 도전을 받아들인다,도움
595,그는 사탕을 그만 먹었다,그의 건강과 안녕을 원하다,그만 먹은 사탕을 나눠 달라고 요구했다,그가 건강을 더 잘 챙겨주고 싶었기 때문에 사탕 대신 과일이나 건강한 간식을 먹다,더 많은 사탕
596,그는 드레스가 필요했다,그에게 어떤 종류의 드레스를 원하다,그는 어떤 스타일의 드레스,무슨 스타일의 드레스를 원했는지 물어보고 그에게 적합한 디자인을 찾아준다,그것
597,그는 카드를 보여줬다,그 카드가 무엇인지 궁금해하다,놀라운,무엇인지 알 수 있었다,놀라운
598,그는 냉장고를 확인했다,아마 그가 냉장고에 무엇을 넣거나 꺼내는지 궁금해하다,그는 뭔가를 요구했다,냉장고 안에 있는 음식과 음료이다,음식
599,그는 방아쇠를 당겼다,그가 총을 발사하지 않았기를 원하다,안전,그 총알이 날아갈 때의 공포와 혼란,안전
600,그는 실수로 넘어졌다,다친 부분이 없는지 확인하고 도와주기를 바라다,그는 그가 다치지 않았음,그를 도와 일어선다,도움
601,그는 수업 준비를 했다,그가 잘 준비해서 수업을 잘 이끌어 줄 것을 원하다,그의 지식,빠른 시일 내에 결과물을 보여준다,도움
602,그는 바지 단추를 풀었다,그 주변 사람들은 그가 바지를 고쳐달라고 요청하다,그는 그의 바지가 풀리는 것을 원하지 않았다,그의 행동에 대한 이유를 알 수 있었다,당혹스러운
603,그는 자신을 노출했다,그의 이유와 상황을 이해하고 싶어하다,그의 진실된 모습,그의 진정한 모습을 본다,개인 정보
604,그는 모든 친구들에게 자랑했다,그의 친구들은 그에게 축하와 칭찬을 받고 싶어하다,그의 성공,그의 자만심을 조금이라도 줄인다,그의 주목
605,그는 말을 탔다,그의 안전과 잘 도착하기를 바라다,말을 타는,그의 목적지에 빠르게 도착한다,정확하다
606,그는 수박에 줄을 그었다,그 사람이 줄을 그은 이유를 알고 싶어하다,시원하다,수박을 사기 위해 기다린다,시원한 수박
607,그는 꿈에 그리던 남자를 만나게 되었다,그의 행복을 원하다,그의 행운을 부러워했다,답변할 수 없음,이해할 수 없는
608,그는 내일 역사 시험이 있었다,그의 친구들은 그가 시험을 잘 보고 좋은 성적을 받기를 원하다,그의 시험에 대해 물어보고 싶었다,그가 시험을 잘 볼 수 있도록 도와준다,무엇
609,그는 주차 위반 딱지를 받았다,"그는 주차 위반 딱지를 받았다면, 주변 사람들은 그가 불만을 품지 않고 책임을 인정하고 벌금을 낼 것을 원하다",그것,그가 주차를 잘 지킨다,공감
610,그는 일하고 싶지 않아 했다,그 주변 사람들은 그가 일하고 책임감을 가지길 원하다,그는 그의 태도를 바꾸어 달라고,그가 더욱 노력하고 책임감을 갖고 열심히 일하는 모습을 보여준다,노력하는
611,그는 메시지를 받았다,그 메시지가 무엇인지 궁금해하다,무엇,무엇인지 궁금해했다,놀라운
612,그는 사이렌 소리를 들었다,그의 안전을 확인하고 싶어하다,안전,빨리 대피한다,도망치는
613,그는 넷플릭스를 시청했다,그의 주변 사람들은 그가 넷플릭스를 시청하는 동안 조용히 하길 원하다,어떤,무엇을 시청했는지 묻다,주말에 외출
614,그는 동물병원에 데려갔다,그 동물이 건강해지길 바라시다,그의 애완동물이 얼른 나아지다,그의 애완견이 건강해지기를 바랐다,그의 반려동물
615,그는 그의 엄마에게 말했다,그의 엄마가 안심하고 안정된 상황을 원하다,그가 무엇을 원했는지 궁금해했다,그의 엄마가 그를 이해해 준다,놀라운
616,그는 많이 울었다,그에게 위로와 안정을 주는 말과 행동을 바라게 되다,그의 위로,그의 위로와 안정을 준다,평화로운
617,그는 늙었다,그의 건강과 행복을 원하다,그의 지혜롭고 경험이 풍부한 충고,그의 건강과 안녕을 지키기 위한 도움을 준다,이해
618,그는 어린 딸이 있었다,그의 딸이 안전하고 행복하게 자라길 원하다,그녀의 안전과 행복,그녀에게 안전하고 행복한 환경을 제공한다,이해
619,그는 두 손을 모았다,그가 무엇을 바라는지 궁금해하다,그의 손을 모아서 뭔가를 기도하는,그가 그들에게 도움을 청한다,모종의
620,그는 외로움을 덜 느꼈다,그의 주변 사람들은 그가 행복하고 만족감을 느끼기를 원하다,그의 관심을 받고 싶어했다,그와 더 많은 시간을 보낸다,친밀한 관계
621,그는 낙담했다,그의 주변 사람들은 그가 다시 힘을 내고 긍정적으로 생각할 수 있기를 바라게 되다,그의 기분이 나아지길,그가 다시 자신을 찾고 다시 일어선다,사랑과 지지
622,그는 집을 팔았다,그의 가족과 친구들은 새로운 집을 구하는 것을 원하다,그의 집의 위치나 가격,무엇을 할지에 대한 결정,도움
623,그는 병가를 내었다,그의 복귀를 원하다,그의 빠른 회복,그가 빨리 나아지기를 바란다,그의 도움
624,그는 새로운 사업을 시작했다,그의 성공을 바라고 응원하다,그의 성공,그의 성공과 안정적인 수입,안정적인
625,그는 폭탄발언을 했다,그의 사과와 변명을 원하다,그의 말,그의 말을 되돌린다,사과
626,그는 울타리를 뛰어넘었다,그의 안전과 건강에 대해 걱정하다,그의 용기,그의 용기와 결단력을 따라잡다,안전하다
