,input,A,B,B2
485,그는 자신의 가치를 결정했다,자신을 더욱 소중히 여기고 자신을 사랑하기 시작했다,자기 자신을 받아들이다,자신을 더욱 발전시키기 위해 노력했다
486,그는 대신 집으로 돌아갔다,그는 대신 집으로 돌아갔다. 사건이 일어난 후에는 더 이상 아무 일도 벌어지지 않았다,외출하다,휴식을 취했다
487,그는 체중이 증가했다,그는 운동을 시작하여 체중을 감량했다,운동을 하지 않았다,그는 운동을 시작했고 건강한 식습관을 갖게 되었다
488,그는 그냥 집에 갔다,친구들은 그를 계속 기다렸지만 결국 그들은 실망하고 떠났다,술을 마시고,는 티비를 켜고 여유롭게 시간을 보냈다
489,그는 오늘 도착했다,그는 오늘 도착한 후 회의에 참석했다,도착하다,그는 바로 회의실로 향했다
490,그는 어디에서도 그녀를 찾을 수 없었다,응답없음,실종,그는 자신이 그녀를 잃어버렸다는 것을 깨달았다
491,그는 학교로 돌아왔다,그는 친구들과 다시 만나고 수업을 들었다,점심식사를,친구들과 만나서 숙제를 함께 했다
492,그는 그녀를 찔렀다,경찰에 의해 체포되었다,죽음,그녀는 아픈 소리를 내며 땅에 주저앉았다
493,그는 학교에 도착했다,그는 수업에 참여했다,공부하다,수업에 참여했다
494,그는 자신에게 화를 내고 있었다,그 후에는 그가 사과하고 상황을 해결하기 위해 노력했다,일어나다,그는 심호흡을 하고는 자리에서 일어났다
495,그는 피자를 주문했다,피자 배달이 도착했다,피자를 먹은,배달이 도착했을 때 만족한 표정으로 식사를 즐겼다
496,그는 공을 서브했다,상대방은 라켓으로 공을 리턴했다,서브하다,상대방은 놀라움을 감추지 못했다
497,그는 마사지를 받았다,그는 피로가 풀려 새로운 활력을 얻었다,마사지를 받은,그의 몸이 편안해지고 피로가 싹 풀리는 기분이 들었다
498,그는 국기를 게양하고 누가 경례를 하는지 확인했다,국기를 게양한 후에는 군인들이 경례를 했다,게양하다,그는 국가의 영광을 위해 헌신하는 병사들을 격려하기 위해 감사의 인사를 전했다
499,그는 리본을 잘랐다,리본을 잘랐더니 선물 포장이 완성되었다,생일 축하하다,선물 포장을 시작했다
500,그는 목이 말랐다,그는 물을 마셨다,운동하다,그는 물을 마시러 가기로 했다
501,그는 기분이 더 나빠졌다,그는 친구에게 배신당한 후 기분이 더 나빠졌다,음식을 먹은,"그는 친구들과의 약속을 취소했고, 집에 혼자 남아 우울한 기분으로 시간을 보냈다"
502,그는 어디서든 찾을 수 있었다,그 사람은 실종되었다가 발견되었다,사라져,그는 항상 자신의 목표를 이루기 위해 노력했다
503,그는 공연이 끝난 후 그녀를 만났다,그녀와 함께 식사를 했다,공연을 보고,그녀와 함께 식사를 하고 서로의 소식을 나누었다
504,그는 첫 월급을 받았다,그는 첫 월급을 받은 후에 새로운 자동차를 샀다,일주일이 지난,그는 가족에게 선물을 사 주었다
505,그는 정말 좋아 보였다,하지만 나중에 그의 진실한 모습을 알게 되었다,저녁 식사를 함께 하다,그의 목소리를 듣고 나는 더욱 홀린 듯했다
506,그는 팔짱을 꼈다,주변 사람들과 함께 걷기 시작했다,싸움,친구와 함께 걷기 시작했다
507,그는 친구들과 대화를 나눴다,친구들과의 대화를 통해 사건에 대해 이야기하고 상황을 공유했다,저녁 식사를 하다,함께 저녁을 먹으러 갔다
508,그는 그녀에게 자비를 베푸셨다,이후 그녀는 감사의 표시로 그에게 고마움을 표했다,그녀가 용서를 구하다,"그녀는 감사의 뜻을 표했고, 두 사람은 서로를 이해하고 용서하는 마음으로 함께 앞으로 나아갔다"
509,그는 더 빠르게 갔다,그는 경주에서 상대방들보다 더 빠르게 갔다,도와주다,그는 목적지에 더 빨리 도착했다
510,그는 새 바지를 입었다,그는 새 바지를 입은 후 자신감 있게 외출했다,빨래를 하다,는 새로운 신발을 신었다
511,그는 직접 티켓을 작성했다,그 후 그는 공연에 참석했다,여행 계획을 세운,그를 위해 좋은 좌석을 예약했다
512,그는 새 직장에 지원했다,그는 면접을 보고 그 직장에 채용되었다,이직하다,"면접을 보았고, 최종적으로 그 직장에 채용되었다"
513,그는 고양이에게 간식을 줬다,고양이는 그에게 귀를 기울였다,먹다,고양이는 즐겁게 간식을 먹었다
514,그는 야수를 겁을 줘서 쫓아내었다,야수는 도망쳤다,잠들어,그는 안전한 곳으로 도망쳤다
515,그는 발가락이 부러졌다,그는 병원에 가서 발가락을 치료 받았다,운동하다,응급실로 신속히 이송되어 의사의 진료를 받았다
516,그는 자랑을 멈췄다,자랑을 멈춘 후에는 주변 사람들로부터 더 많은 존경과 신뢰를 받았다,깨달음을 하고 나서,더욱 겸 humbled 되었다
517,그는 연락이 끊겼다,그의 친구들과 가족들이 그를 찾기 시작했다,이사를 하다,"그는 걱정되었고, 그녀를 찾기 위해 노력했다"
518,그는 자전거를 구입했다,그 후 그는 매일 자전거를 타고 운동을 즐겼다,구매,매일 아침 일어나서 자전거를 타고 출근했다
519,그는 공을 드리블했다,경기에서 상대 선수를 제치고 득점했다,넘어지다,골대를 향해 슛을 했다
520,그는 더 잘 보게 되었다,그는 안경을 샀다,안과 수술,어두운 곳에서도 빛을 잘 볼 수 있게 되었다
521,그는 아픈 척했다,그는 동료들에게 도움을 청했다,운동,친구들이 그를 돌봐 주기를 기대했다
522,그는 마침내 채용되었다,그는 새로운 직장에서 일을 시작했다,노력하다,그는 새로운 직장에서 열심히 일하기 시작했다
523,그는 친구들과 즐거운 시간을 보내고 있었다,그 후에는 그는 집으로 돌아와서 푹 쉬었다,술을 마시다,집으로 돌아와서 피곤한 몸을 이불 속에 묻고 잠에 들었다
524,그는 새 직장을 찾았다,그는 새로운 직장에서 일을 시작했다,이직하다,그는 새로운 도전에 대한 설렘이 가득했다
525,그는 마침내 완성했다,그는 마침내 완성한 작품을 세계에 공개했다,힘들게 노력하다,"자신의 업적을 칭찬받았고, 성취감을 느꼈다"
526,그는 결혼한 지 20년이 되었다,결혼 기념일을 축하했다,결혼,아이들이 둘 생겼고 가정은 더욱 활기차진다
527,그도 함께 동승했다,그 후 그들은 함께 여행을 했다,사고,어떤 목적지로 향했다
528,그는 드레스 쇼핑을 하러 갔다,결국 새로운 드레스를 구입했다,그는 파티에 참석하기 전에,친구들과 저녁 식사를 했다
529,그는 롤러스케이트를 타러 갔다,그는 다쳐서 병원에 실려갔다,무릎을 다치다,공원을 돌아다니며 즐거운 시간을 보냈다
530,그는 큰 소리를 들었다,그는 귀를 막고 안전을 확인했다,일어나다,그는 주변을 둘러보았지만 아무것도 보이지 않았다
531,그는 곧 육지를 봤다,그는 곧 육지에 도착했다,항해,그는 땅에 발을 디디고 걸어가기 시작했다
532,그는 프레젠테이션을 진행했다,그는 칭찬을 받았다,프레젠테이션을 진행하다,회의 참석자들로부터 긍정적인 피드백을 받았다
533,그는 함께 식사했다,식사 후 그는 친구와 함께 커피를 마셨다,식사를 하다,카페에서 커피를 마셨다
534,그는 매주 주말마다 갔다,결국 그는 주말에 항상 바쁘게 되었다,토요일에 일어나다,그는 친구들과 함께 즐거운 시간을 보냈다
535,그는 바닥에 오줌을 쌌다,그 후에 그는 씻고 청소를 했다,취하고,그는 신발을 벗고 바닥을 닦았다
536,그는 통나무를 떨어뜨렸다,그로 인해 주변 사람들이 경계하고 도와주었다,나무를 베다,땅을 파서 통나무를 고정시켰다
537,그는 잠시 숨을 골랐다,그리고 다시 일어나서 자리에서 일어났다,무엇을 확인,눈을 감고 마음을 가다듬었다
538,그는 추수감사절 저녁을 요리했다,가족들과 함께 식사를 하며 추수감사절을 축하했다,식사하다,"가족들과 함께 식사를 하고, 감사의 말씀을 나누었다"
539,그는 파이 먹기 대회에 참가했다,그는 우승하여 상금을 받았다,파이를 먹다,"배가 아프고 속이 부었지만, 그는 만족스러운 경험을 했다"
540,그는 혀를 깨물었다,그는 아픈 표정을 지으며 손으로 혀를 만지고 있었다,긴장을 푸는,그는 아픔을 참으며 눈을 감았다
541,그는 그 자리에서 바로 채용했다,그 사람이 채용되었다,면접을 받은,"그는 회사에서의 새로운 직무를 맡았고, 업무에 대한 책임감을 갖고 열심히 일했다"
542,그는 저녁 식사를 준비했다,가족들이 모여 함께 식사를 했다,요리하다,침대에 누워서 휴식을 취했다
543,그는 케이크도 먹었다,그는 케이크를 먹은 후에 배가 부르고 기분이 좋아졌다,운동,커피를 마셨다
544,그는 고열이 있었다,그는 병원에 입원하여 치료를 받았다,운동하다,의사를 찾아 병원에 입원했다
545,그는 너무 다쳤다,그는 병원으로 신속히 이송되어 의료진에 의해 치료를 받았다,축구를,의료진이 긴급 처치를 했다
546,그는 스테이크도 먹었다,그는 배가 부르고 만족한 상태가 되었다,식사,그는 디저트를 주문했다
547,그는 이야기를 길게 했다,그 후에는 모두가 지루해하며 그를 떠나갔다,말하기를 마친,모두가 지루해하는 듯한 표정으로 그를 바라보았다
548,그는 의상을 제작했다,의상이 완성되고 패션쇼나 이벤트에서 공개되었다,창작하다,그는 패션쇼를 열었다
549,그는 밖에서 소음을 들었다,그는 창문을 열고 무슨 일이 일어나고 있는지 확인했다,파티,는 바람이 부는 소리와 차가운 공기가 들어오는 것을 느꼈다
550,그는 서핑을 하려고 했다,하지만 파도가 너무 세서 그의 계획은 물거품이 되었다,일어나다,해변으로 향했다
551,그는 오두막을 지었다,그 후에 그는 숲 속에서 평온한 삶을 살았다,일몰하다,숲 속에서 조용한 삶을 살았다
552,그는 상사를 고소했다,"그 후에는 회사에서 그와의 관계가 악화되었고, 상사와의 갈등이 심해졌다",분노하다,상사와의 관계가 더욱 악화되었고 회사에서 해고되었다
553,그는 막 아기를 낳았다,그 후 그는 아버지가 되었다,출산,그는 아버지가 되었다
554,그는 자신의 운명을 결정했다,결정된 운명에 따라 새로운 길을 걸었다,결심하다,그 결정을 실현하기 위해 힘든 여정을 걸었다
555,그는 파티를 그리워했다,하지만 코로나 바이러스로 인해 파티를 즐길 수 없었다,그리워하다,오랜만에 친구들과 다시 만나 파티를 즐겼다
556,그는 휴대폰을 망가뜨렸다,그는 새 휴대폰을 사야 했다,수영을,화가 나서 소리를 질렀다
557,그는 파티에 가고 싶어 했다,하지만 그의 친구들은 이미 다른 계획을 가지고 있었기 때문에 파티에 가지 못했다,일어나다,그는 친구들과 함께 즐거운 시간을 보내고 싶었다
558,그는 팔에 날카로운 통증을 느꼈다,그는 의사를 찾아가서 치료를 받았다,운동하다,"의사를 찾아 진단을 받았고, 그 결과로 염좌가 발견되었다"
559,그는 바닥에 화학 물질을 엎질렀다,화학 물질을 엎질러 바닥이 오염되었다,사고,바닥을 청소하고 화학 물질이 흘러나가지 않도록 조치했다
560,그는 허리 통증이 있었다,그는 의사를 찾아가서 치료를 받았다,운동,"물리치료를 받았고, 운동을 통해 근력을 강화했다"
561,그는 거의 맞을 뻔했다,다행히도 피해를 입지 않고 괜찮았다,실수,그는 자신의 실수를 깨닫고 놀란 표정으로 돌아다보았다
562,그는 리얼리티 쇼를 시청했다,리얼리티 쇼를 시청한 후에는 그의 생각과 감정이 영향을 받았다,저녁 식사,는 현실에서 벗어나 쉬고 싶었다
563,그는 바이올린을 연주했다,그는 박수를 받았다,연주하다,첼로를 연주했다
564,그는 기분이 나아지기 시작했다,그 후 그는 긍정적으로 생각하고 행동하기 시작했다,식사를 하다,"그의 마음은 점차 가벼워졌고, 긍정적인 생각들이 떠올랐다"
565,그는 나머지 거리는 걸어서 통학했다,그는 체력이 향상되었고 걷는 것을 즐겁게 했다,자전거를 타다,는 학교에 도착했다
566,그는 피 냄새를 맡았다,피 냄새를 맡은 후에 그는 주변을 살펴보고 도망쳤다,전투,그의 심장이 빠르게 뛰기 시작했다
567,그는 오일 교환을 받았다,차량의 성능이 향상되었다,차량 정비를,차량이 원활하게 작동하기 시작했다
568,그는 수학 시험을 치렀다,시험 결과를 받았고 A+를 받았다,공부하다,"성적표를 받았고, 100점 만점 중 95점을 받았다"
569,그는 스스로를 믿고 있었다,"하지만 실수를 저질렀고, 자신에게 대한 믿음을 잃었다",자신을 믿음하다,어떤 도전이나 어려움에 부딪혀도 포기하지 않았다
570,그는 자전거가 정말 필요했다,자전거를 구입했다,운동하다,자전거를 사러 가기로 결심했다
571,그는 파상풍 예방 주사를 맞았다,"그는 몇 일 동안 팔이 아프고 붓었지만, 그 후에는 회복되었다",주사를 맞은 것으로 보인다,그는 몸이 약해져서 몇 일 동안 휴식을 취했다
572,그는 명예로운 전투에 참여했다,전쟁에서 승리하고 영웅으로 인정받았다,승리,그는 영웅으로 칭송받았다
573,그는 발을 까닥거렸다,그는 아픈 소리를 내며 주변 사람들에게 도움을 요청했다,운동하다,"그는 빠르게 걸음을 옮겼고, 목적지로 향했다"
574,그는 어느 날 눈을 떴다,어느 날 눈을 떠보니 자신이 꿈 속에 있다고 믿었다,자신의 실수를 깨닫고 나서,"자신이 무엇을 원하는지 깨달았고, 새로운 목표를 세우기 시작했다"
575,그는 병원 진료 예약이 있었다,그는 진료를 받기 위해 병원에 갔다,진료를 받다,그는 약국에 가서 처방전을 받았다
576,그는 대사를 연습했다,연기 시험에서 훌륭한 성적을 거뒀다,연습한 것을 확인하다,왕과의 회의를 준비했다
577,그는 방귀를 뀌었다,주변 사람들이 그를 비웃었다,식사를 하다,화장실에 가서 변기를 닫았다
578,그도 몰랐다,그 후에는 예상치 못한 일이 벌어졌다,일어나다,그 일은 전혀 예상치 못하다
579,그는 너무 긴장한 것 같았다,그 후 그는 심호흡을 하고 진정시키려고 했다,시험,심호흡을 하고는 자신을 다시 집중시켰다
580,그는 결혼 반지를 잃어버렸다,결혼 반지를 찾기 위해 집안을 뒤졌지만 찾지 못했다,식사,그는 절망에 빠져서 주변을 돌아다니며 반지를 찾았지만 찾지 못했다
581,그는 이웃과 대화를 나눴다,이웃과의 대화를 통해 서로의 관계가 더 가까워졌다,식사,그는 집으로 돌아왔다
582,그는 실수로 떨어뜨렸다,그는 사과하고 주변을 도와주었다,식사를,"바닥에 떨어진 것을 주워 올렸고, 사과하며 미안함을 표했다"
583,그는 비건 채식주의자가 되었다,그 이후에는 고기나 동물성 식품을 섭취하지 않게 되었다,건강을 위해,"그는 동물의 권리를 옹호하는 활동가가 되었고, 식품 산업에 대한 비판적인 시각을 가지게 되었다"
584,그는 그녀의 등을 쓰다듬었다,그녀는 감동해서 그를 향해 웃었다,사랑을 고백하다,그녀는 편안한 모습으로 누워서 그의 안에서 안식을 취했다
585,그는 하와이로 이사했다,그는 해변에서 서핑을 즐겼다,이사,그는 서핑을 배우고 해변에서 많은 시간을 보냈다
586,그는 오늘 학교에 갔다,그는 친구들과 함께 점심을 먹었다,잠을,친구들과 함께 점심을 먹었다
587,그는 룸메이트와 마주쳤다,그들은 서로 갈등을 해결하고 서로에 대한 이해를 높였다,파티를 열다,서로 인사를 나누고 각자의 방으로 들어갔다
588,그는 하루 종일 빵을 구웠다,빵집에서 맛있는 빵이 구워졌다,빵을 굽다,그는 빵을 포장하고 상점으로 옮겨서 판매하기 시작했다
589,그는 결국 왔다,그 사람은 결국 도착했다,먹다,무슨 일이 있었는지 설명했다
590,그는 주먹을 불끈 쥐었다,싸움이 벌어졌다,화가 나서,"그의 얼굴은 붉게 달아올랐고, 눈은 화난 불꽃처럼 번쩍이며 그의 목소리는 고함과 함께 터져 나왔다"
591,그는 물을 더 많이 마셨다,그는 자주 화장실을 갔다,운동,소변을 자주 보러 갔다
592,그는 보상을 받았다,답변할 수 없음,노력하다,그는 더욱 열심히 일하고 성과를 내며 조직 내에서 높은 평가를 받았다
593,그는 기침을 많이 했다,의사에게 진찰을 받았다,식사,의사에게 진료를 받았다
594,그는 자신감을 얻었다,그 후 그는 새로운 도전에 나서기로 결심했다,노력하여,"새로운 도전에 나섰고, 성공을 거머쥐었다"
595,그는 사탕을 그만 먹었다,이후에는 치아가 부서졌다,설탕 중독으로 인해,는 치아를 닦았다
596,그는 드레스가 필요했다,결국 그는 쇼핑을 가서 새로운 드레스를 샀다,결혼식,옷가게에 가서 새로운 드레스를 구매했다
597,그는 카드를 보여줬다,결제가 완료되었다,보았다,는 무엇을 주문할지 물어보았다
598,그는 냉장고를 확인했다,먹을 게 없었다,식사를 하다,주방 찬장을 열어서 식료품을 확인했다
599,그는 방아쇠를 당겼다,총이 발포되었다,총을 쏘다,총알이 쏟아져 나갔다
600,그는 실수로 넘어졌다,그는 다친 부분을 확인하고 일어섰다,쓰러지다,지나가던 사람들이 도와주러 달려왔다
601,그는 수업 준비를 했다,그는 학생들을 위한 흥미로운 수업을 진행했다,수업을 하다,학생들을 맞이하기 위해 교실로 갔다
602,그는 바지 단추를 풀었다,바지가 풀려 내려왔다,음식을 먹다,바지를 벗고 새로운 바지를 입었다
603,그는 자신을 노출했다,이에 대해 매우 부끄러워했다,후회하다,그는 많은 비판을 받았지만 결국 그는 자신의 행동을 후회하지 않았다
604,그는 모든 친구들에게 자랑했다,그는 모든 친구들에게 자랑했다,성공하다,그의 자만심이 친구들 사이에서 불화를 일으켰다
605,그는 말을 탔다,말을 타고 멀리 떠났다,타고 있다,그는 시골을 향해 달렸다
606,그는 수박에 줄을 그었다,그는 수박을 자르기 시작했다,먹다,그는 수박을 자르기 시작했다
607,그는 꿈에 그리던 남자를 만나게 되었다,결국 그 남자와 사귀게 되었다,현실을 깨달음,"그와 함께 행복한 일들을 많이 경험하게 되었고, 결국 그 남자와 결혼하게 되었다"
608,그는 내일 역사 시험이 있었다,따라서 그는 밤새 공부했다,시험을 보다,그는 밤새 공부를 했다
609,그는 주차 위반 딱지를 받았다,차주는 주차 위반으로 인해 벌금을 내야 했다,주차하다,그의 차를 옮겨야 했다
610,그는 일하고 싶지 않아 했다,하지만 그는 결국 일을 해야 했다,그는 피곤하다,그는 침대에 누워서 TV를 보기 시작했다
611,그는 메시지를 받았다,그는 메시지를 받은 후에 즉시 회의실로 불려들어갔다,읽다,급히 일어나서 바로 답장을 보냈다
612,그는 사이렌 소리를 들었다,주변 동네 사람들은 안전을 위해 대피하고 경찰과 소방대원들이 사건 현장으로 출동했다,비명을 지르다,그는 급히 창문을 통해 밖으로 뛰어나갔다
613,그는 넷플릭스를 시청했다,그는 넷플릭스를 시청한 후 잠에 들었다,저녁 식사를,침대에 누워서 휴대폰으로 유튜브를 시청했다
614,그는 동물병원에 데려갔다,그는 동물병원에서 치료를 받았다,그는 강아지를 목욕하다,수의사가 동물을 진찰하고 치료를 시작했다
615,그는 그의 엄마에게 말했다,엄마는 그에게 안아줬다,저녁 식사를 먹으러 가다,"그의 엄마는 그에게 웃으며 대답했다. ""무슨 일이야?"""
616,그는 많이 울었다,그 후에 친구들이 그를 위로해 주었다,충격을 받은,"그는 깊게 숨을 들이마셨고, 마음을 가다듬었다"
617,그는 늙었다,그는 은퇴하고 삶을 즐기기 시작했다,병원에서 수술,그는 삶을 돌아보며 많은 것을 깨달았다
618,그는 어린 딸이 있었다,어린 딸이 사라졌다,출산,그는 아버지가 되었다
619,그는 두 손을 모았다,기도를 시작했다,기도하다,무릎을 꿇고 기도를 시작했다
620,그는 외로움을 덜 느꼈다,그 후 그는 새로운 친구들을 사귀었다,결혼,"새로운 친구들을 사귀었고, 그의 삶은 활기차고 풍요로워졌다"
621,그는 낙담했다,하지만 결국 다시 일어나서 더 강해졌다,실패,"친구들이 그를 격려해 주었고, 그는 다시 희망을 가질 수 있었다"
622,그는 집을 팔았다,돈을 받고 새로운 집을 찾았다,집을 팔다,그는 새로운 집을 사기로 결정했다
623,그는 병가를 내었다,그는 회사에서 몇 일 동안 병가를 내고 쉬었다,회복하다,회사에서 일을 그만두고 새로운 직장을 찾기로 결심했다
624,그는 새로운 사업을 시작했다,그는 새로운 사업을 시작했고 성공적으로 성장시켰다,결혼하다,그는 많은 시간과 에너지를 투자하여 사업을 성공시키기 위해 노력했다
625,그는 폭탄발언을 했다,그 후 그는 사과문을 발표했다,사건이 일어나다,"대중들의 비난을 받았고, 사과문을 발표했다"
626,그는 울타리를 뛰어넘었다,그는 경찰에게 붙잡혀 체포되었다,위험을 감수하다,그는 숲 속으로 달려들었다
627,그는 애완용 새를 키우고 있었다,새가 날아가 버렸다,아침에 일어나자마자,그는 새의 귀여운 모습에 매료되어 더 많은 애완용 동물을 키우기로 결심했다
628,그는 가장 큰 소리로 비명을 질렀다,주변 사람들이 도와주러 달려갔다,공포하다,그는 주위를 둘러보았지만 아무도 도와주지 않았다
629,그는 우승 골을 넣었다,경기에서 승리하여 우승하였다,경기를 치룬,팀 동료들과 함께 축하를 받았다
630,그는 모두를 위해 위험을 감수했다,그 결과로 영웅으로 칭송받았다,희생을 하다,그는 자신의 목표를 이루기 위해 노력했다
631,그는 자신을 쳐다보고 있었다,다음에는 그가 그의 행동에 대해 변명하거나 설명했다,무엇인가 생각하다,미소 지었다
632,그는 계정을 만들었다,그 후에 그는 인터넷 쇼핑을 시작했다,로그인,는 다른 사용자들과 연결되었다
633,그는 새 개를 입양했다,그 후에는 그가 새로운 반려견과 함께 행복한 일상을 보냈다,결혼,새로운 가족 구성원으로 환영했다
634,그는 정말 시끄럽었다,그의 이웃들이 경찰을 부르고 그에 대해 불만을 표현했다,술을 마신,주위의 모든 사람들이 그를 주의 깊게 쳐다보았다
635,그는 끔찍한 소리를 내었다,주변 사람들이 도와주러 달려갔다,잠에서 깨어나,땅바닥에 주저앉았다
636,그는 드디어 왔다,파티가 시작되었다,먹다,우리는 함께 파티를 즐겼다
637,그는 힌트를 알려줬다,다른 사람들이 문제를 해결할 수 있도록 도와주었다,퀴즈를 푼,나는 문제를 해결할 수 있었다
638,그는 정말 배가 불렀다,식당에서 많이 먹은 후에 속이 부른 상태였다,식사를 하다,식당으로 가서 푸짐한 음식을 먹었다
639,그는 장기자랑에서 우승했다,우승 후에 그는 상금과 영광을 얻었다,대회를 열고나서,그는 세계 대회에 참가하여 우승을 차지했다
640,그는 휴식이 필요했다,휴식을 취하고 일상 생활로 돌아갔다,운동,그는 마음을 정화하고 에너지를 충전하기 위해 여행을 떠났다
641,그는 항상 울었다,그 후에 친구들이 그를 위로하고 위안해 주었다,울기를,친구들이 그를 위로해 주었다
642,그는 샌드위치를 먹고 싶었다,하지만 냉장고에는 아무것도 없었기 때문에 밖에서 식사를 했다,점심을 먹다,치킨 샐러드를 주문했다
643,그는 선생님과 이야기를 나눴다,이후에 그는 자신의 공부 방법을 바꾸고 성적이 개선되었다,수업,과제를 마무리했다
644,그는 햄버거를 주문했다,햄버거를 받아서 먹었다,먹다,치즈와 감자튀김을 추가로 주문했다
645,그는 슬프게 고개를 흔들었다,그 후 그는 조용히 자리에서 일어나서 떠났다,울음,깊은 한숨을 쉬며 눈을 감았다
646,그는 아주 잘 자고 있었다,그 후에 화재가 발생했지만 다행히도 그는 안전하게 대피할 수 있었다,잠을 자다,그는 상쾌하게 일어나서 새로운 하루를 맞이했다
647,그는 문이 잠겨 있는 것을 발견했다,그는 문을 열기 위해 열쇠를 찾았다,파티가 끝난,그는 열쇠를 찾아서 문을 열었다
648,그는 문이 열리는 소리를 들었다,그는 방 안으로 들어온 친구를 반갑게 맞이했다,식사,"그는 안으로 들어갔고, 방안에 있는 사람들의 목소리가 들렸다"
649,그는 투표를 했다,투표가 끝나고 그는 선거에서 승리했다,선거,그는 자신의 선택이 올바른지 걱정했다
650,그는 기둥에 부딪혔다,그는 다리를 다쳤다,충돌,그는 아픈 소리를 내며 주변을 둘러보았다
651,그의 말이 옳은 것처럼 보였다,그의 말에 동의하고 그의 의견을 받아들였다,이는 사실이 드러나기 전에,그의 주장에 대해 논쟁이 일어났다
652,그는 친구가 필요했다,친구를 만나고 친구와 함께 시간을 보냈다,고난을 겪은,"그는 외로움을 느끼고 있었고, 혼자서는 어려운 일들을 해결하기 힘들었다"
653,그는 새로운 고객을 확보했다,그는 매출이 증가했다,계획하다,는 그의 비즈니스가 성장하게 되었다
654,그는 집을 구입했다,그는 새로운 집에 이사했다,집을 구입하다,결혼을 했다
655,그는 낚시를 하거나 미끼를 잘랐다,낚시를 하거나 미끼를 잘라서 물고기를 낚았다,낚시를하다,강가로 이동하여 물고기를 낚았다
656,그는 새 모자를 구입했다,그는 새 모자를 썼다,쇼핑하다,그는 새로운 신발도 사러 갔다
657,그는 시동을 켜었다,차량이 켜졌다,시동을 켜다,엑셀을 밟아 차를 움직였다
658,그는 운전면허 시험에 합격했다,운전면허를 취득했다,노력하다,차를 사기로 결정했다
659,그는 헬스장에 가입했다,"헬스장에 가입한 후, 그는 매일 운동을 하게 되었다",건강을 챙기다,규칙적으로 운동을 하기 시작했다
660,그는 자신의 컬렉션을 탐색했다,그는 새로운 보석을 발견했다,구매하다,그는 새로운 흥미로운 작품을 발견했다
661,그는 지갑을 챙겼다,그는 지갑을 챙긴 후 집을 나가기 시작했다,쇼핑하다,은 카펫을 뒤져서 누락된 신분증을 찾았다
662,그는 제시간에 도착했다,그는 회의에 참석할 수 있었다,늦게,미팅에 참석하여 회의에 참여했다
663,그는 밤새도록 잠을 잤다,그는 다음 날 피곤해서 일을 제대로 할 수 없었다,피곤해서,일어나서 커피를 마셨다
664,그는 이를 악물었다,이를 악물었더니 아프다고 소리쳤다,화를 풀다,손으로 얼굴을 가리고 깊게 숨을 들이마셨다
665,그는 1위로 데뷔했다,이후 그는 전 세계적으로 유명해졌다,훈련을,그는 많은 상을 받았고 팬들로부터 큰 사랑을 받게 되었다
666,그는 방문하고 싶다고 했다,방문을 허락했다,결정하다,나는 그의 요청을 받아들여 그를 집으로 초대했다
667,그는 드디어 전화했다,그는 친구와 약속을 잡았다,많은 고민 끝에,나는 그의 목소리를 듣고 안심했다
668,그는 광고를 게시했다,제품이 많은 주문을 받았다,발표하다,많은 고객들이 제품을 구매하였다
669,그는 울고 싶은 기분였다,사람들이 그를 위로하고 안아주며 그의 마음을 헤아렸다,울기,"그는 깊게 숨을 들이마셨고, 눈물을 참았다"
670,그는 스스로를 부끄러워했다,다른 사람들에게 사과했다,자신의 행동을 후회하다,그는 자신의 행동을 반성하고 변화하기로 결심했다
671,그는 나머지를 그녀에게 맡겼다,나머지를 그녀가 처리했다,일어나다,그는 자신의 업무에 집중하기로 했다
672,그는 야채를 더 많이 먹었다,그의 건강이 좋아졌다,운동,소화가 더 좋아졌고 체중이 감소했다
673,그는 돈을 잊어버렸다,그래서 그는 친구에게 빌려달라고 부탁했다,쇼핑하다,상점에서 물건을 살 수 없었다
674,그는 코스튬 콘테스트에 참가했다,코스튬 콘테스트에서 우승했다,결과 발표하다,그는 우승하여 상금을 받았다
675,그는 자전거를 부쉈다,자전거를 고쳤다,운동,걸어서 집으로 돌아갔다
676,그는 바지에 똥을 쌌다,그는 당장 새 바지를 구매했다,음식을 먹은,그는 당황하여 주변을 둘러보았다
677,그도 알고 있었다,그 사실을 이미 알고 있었다,사실,그는 결코 그 일을 잊지 않을 것이라고 생각했다
678,그는 데이트를 약속했다,데이트 후에 그들은 서로를 더 잘 알게 되었다,만나기 전에,그녀를 위한 예약을 했다
679,그는 예상치 못한 실패를 겪었다,그 후에 그는 좌절하고 자신을 돌아보았다,노력,그는 자신의 실수를 반성하고 다시 일어서기로 결심했다
680,그는 누군가를 만났다,두 사람은 서로에게 반가운 인사를 나누었다,만난,그 사람과 함께 식사를 했다
681,그는 스케이트 타는 법을 배웠다,그 후에는 그가 스케이트를 타기 시작했다,연습하다,그는 매일 연습하여 더욱 능숙해졌다
682,그는 호흡 곤란이 있었다,그는 응급실로 신속히 이송되어 의료진에 의해 치료를 받았다,운동하다,응급실로 신속히 이송되었다
683,그는 냄새가 정말 좋았다,나중에 그는 해당 향수를 구매했다,씻은,"그는 주변을 둘러보았고, 아름다운 꽃들이 피어있는 정원을 발견했다"
684,그는 대신 결정했다,그 사람이 대신 일을 맡게 되었다,사건이 일어나다,어떤 일이 벌어질지 예측할 수 없었다
