,input,A,B,B2,B3
762,그는 고양이를 찾았다,주변 사람들은 안도했다,그는 고양이를 찾았다. 따라서 주변사람들은 기쁜 것을 느꼈다,그는 고양이를 찾았다. 따라서 주변사람들이 느꼈던 것은 안도하는 것이다,"주변 사람들은 안도하는 것을 느꼈는데, 왜냐하면 그가 고양이를 찾았기 때문이다"
763,그는 잠자리에 들 준비를 했다,평온했다,그는 잠자리에 들 준비를 했다. 따라서 주변사람들은 그가 피곤한 것을 느꼈다,그는 잠자리에 들 준비를 했다. 따라서 주변사람들이 느꼈던 것은 그가 피곤한 것을 이해하는 것이다,"주변 사람들은 편안한 것을 느꼈는데, 왜냐하면 그가 잠자리에 들 준비를 했기 때문이다"
764,그는 기타를 구입했다,즐거워했다,그는 기타를 구입했다. 따라서 주변사람들은 음악에 관심있는 것을 느꼈다,그는 기타를 구입했다. 따라서 주변사람들이 느꼈던 것은 음악에 관심이 있는 것이다,"주변 사람들은 놀라운 것을 느꼈는데, 왜냐하면 그가 기타를 구입했기 때문이다"
765,그는 기분이 조금 나아졌다,약간 안심했다,그는 기분이 조금 나아졌다. 따라서 주변사람들은 안심하는 것을 느꼈다,그는 기분이 조금 나아졌다. 따라서 주변사람들이 느꼈던 것은 안도하는 것이다,"주변 사람들은 안심하는 것을 느꼈는데, 왜냐하면 그가 기분이 조금 나아졌기 때문이다"
766,그는 가슴을 움켜쥐었다,고통스러워했다,그는 가슴을 움켜쥐었다. 따라서 주변사람들은 그가 절망에 빠진 것을 느꼈다,그는 가슴을 움켜쥐었다. 따라서 주변사람들이 느꼈던 것은 그의 절망적인 상황을 이해하는 것이다,"주변 사람들은 불안한 것을 느꼈는데, 왜냐하면 그가 가슴을 움켜쥐었기 때문이다"
767,그는 전화를 받았다,기쁘게 느꼈다,그는 전화를 받았다. 따라서 주변사람들은 궁금해하는 것을 느꼈다,그는 전화를 받았다. 따라서 주변사람들이 느꼈던 것은 궁금해하는 것이다,"주변 사람들은 놀라는 것을 느꼈는데, 왜냐하면 그가 전화를 받았기 때문이다"
768,그는 한 시간 거리에 있었다,놀랐다,그는 한 시간 거리에 있었다. 따라서 주변 사람들은 불안한 것을 느꼈다,그는 한 시간 거리에 있었다. 따라서 주변사람들이 느꼈던 것은 만나고 싶어하는 것이다,"주변 사람들은 안심하는 것을 느꼈는데, 왜냐하면 그가 한 시간 거리에 있었기 때문이다"
769,그는 배변을 보러 갔다,부끄러워했다,그는 배변을 보러 갔다. 따라서 주변사람들은 그가 편안해하는 것을 느꼈다,그는 배변을 보러 갔다. 따라서 주변사람들이 느꼈던 것은 그가 정상적인 생활을 하는 것이라고 생각했다,"주변 사람들은 안심하는 것을 느꼈는데, 왜냐하면 그가 배변을 보러 갔기 때문이다"
770,그는 이마를 찡그렸다,걱정스러워했다,그는 이마를 찡그렸다. 따라서 주변사람들은 걱정하는 것을 느꼈다,그는 이마를 찡그렸다. 따라서 주변사람들이 느꼈던 것은 걱정스러운 것이다,"주변 사람들은 걱정스러운 것을 느꼈는데, 왜냐하면 그가 이마를 찡그렸기 때문이다"
771,그는 재채기를 많이 했다,주변 사람들은 걱정했다,그는 재채기를 많이 했다. 따라서 주변사람들은 걱정스러운 것을 느꼈다,그는 재채기를 많이 했다. 따라서 주변사람들이 느꼈던 것은 걱정스러워하는 것이다,"주변 사람들은 걱정하는 것을 느꼈는데, 왜냐하면 그가 재채기를 많이 했기 때문이다"
772,그는 첫 문신을 새겼다,신기해했다,그는 첫 문신을 새겼다. 따라서 주변사람들은 놀라는 것을 느꼈다,그는 첫 문신을 새겼다. 따라서 주변사람들이 느꼈던 것은 놀라운 것이다,"주변 사람들은 놀라워하는 것을 느꼈는데, 왜냐하면 그가 첫 문신을 새겼기 때문이다"
773,그는 드디어 옷을 찾았다,기쁘게 느꼈다,그는 드디어 옷을 찾았다. 따라서 주변사람들은 안도하는 것을 느꼈다,그는 드디어 옷을 찾았다. 따라서 주변사람들이 느꼈던 것은 안도하는 것이다,"주변 사람들은 안도하는 것을 느꼈는데, 왜냐하면 그가 드디어 옷을 찾았기 때문이다"
774,그는 공을 튕겼다,재미있어했다,그는 공을 튕겼다. 따라서 주변사람들은 놀라운 것을 느꼈다,그는 공을 튕겼다. 따라서 주변사람들이 느꼈던 것은 놀라워하는 것이다,"주변 사람들은 실망하는 것을 느꼈는데, 왜냐하면 그가 공을 튕겼기 때문이다"
775,그는 큰 소리가 들렸다,놀라워했다,그는 큰 소리가 들렸다. 따라서 주변사람들은 놀란 것을 느꼈다,그는 큰 소리가 들렸다. 따라서 주변사람들이 느꼈던 것은 놀라워하는 것이다,"주변 사람들은 놀라는 것을 느꼈는데, 왜냐하면 그가 큰 소리가 들렸기 때문이다"
776,그는 미끄러져 넘어졌다,놀랐다,그는 미끄러져 넘어졌다. 따라서 주변사람들은 걱정스러운 것을 느꼈다,그는 미끄러져 넘어졌다. 따라서 주변사람들이 느꼈던 것은 걱정스러운 것이다,"주변 사람들은 걱정하는 것을 느꼈는데, 왜냐하면 그가 미끄러져 넘어졌기 때문이다"
777,그는 그 결과 지갑을 잃어버렸다,주변 사람들은 걱정했다,그는 그 결과 지갑을 잃어버렸다. 따라서 주변사람들은 걱정스러운 것을 느꼈다,그는 그 결과 지갑을 잃어버렸다. 따라서 주변사람들이 느꼈던 것은 걱정스러워하는 것이다,"주변 사람들은 걱정하는 것을 느꼈는데, 왜냐하면 그가 그 결과 지갑을 잃어버렸기 때문이다"
778,그는 새 게임을 구입했다,신이 났다,그는 새 게임을 구입했다. 따라서 주변사람들은 흥분하는 것을 느꼈다,그는 새 게임을 구입했다. 따라서 주변사람들이 느꼈던 것은 부러워하는 것이다,"주변 사람들은 흥분하는 것을 느꼈는데, 왜냐하면 그가 새 게임을 구입했기 때문이다"
779,그는 나머지를 저장했다,안도했다,그는 나머지를 저장했다. 따라서 주변사람들은 안심하는 것을 느꼈다,그는 나머지를 저장했다. 따라서 주변사람들이 느꼈던 것은 감사하는 것이다,"주변 사람들은 안도하는 것을 느꼈는데, 왜냐하면 그가 나머지를 저장했기 때문이다"
780,그는 일정을 변경했다,놀라워했다,그는 일정을 변경했다. 따라서 주변 사람들은 당황하는 것을 느꼈다,그는 일정을 변경했다. 따라서 주변사람들이 느꼈던 것은 당황하는 것이다,"주변 사람들은 당혹스러운 것을 느꼈는데, 왜냐하면 그가 일정을 변경했기 때문이다"
781,그는 트롬본을 연주했다,즐거워했다,그는 트롬본을 연주했다. 따라서 주변사람들은 감탄하는 것을 느꼈다,그는 트롬본을 연주했다. 따라서 주변사람들이 느꼈던 것은 감탄하는 것이다,"주변 사람들은 놀라운 것을 느꼈는데, 왜냐하면 그가 트롬본을 연주했기 때문이다"
782,그는 번지점프를 하러 갔다,두려워했다,그는 번지점프를 하러 갔다. 따라서 주변사람들은 놀라는 것을 느꼈다,그는 번지점프를 하러 갔다. 따라서 주변사람들이 느꼈던 것은 놀라워하는 것이다,"주변 사람들은 걱정스러운 것을 느꼈는데, 왜냐하면 그가 번지점프를 하러 갔기 때문이다"
783,그는 운동량을 늘렸다,건강해진 것을 기뻐했다,그는 운동량을 늘렸다. 따라서 주변사람들은 건강해지는 것을 느꼈다,그는 운동량을 늘렸다. 따라서 주변사람들이 느꼈던 것은 건강해지는 것이다,"주변 사람들은 건강해지는 것을 느꼈는데, 왜냐하면 그가 운동량을 늘렸기 때문이다"
784,그는 그녀에게 휴가를 줬다,그녀는 감사했다,그는 그녀에게 휴가를 줬다. 따라서 주변사람들은 부러워하는 것을 느꼈다,그는 그녀에게 휴가를 줬다. 따라서 주변사람들이 느꼈던 것은 부러워하는 것이다,"주변 사람들은 감사하는 것을 느꼈는데, 왜냐하면 그가 그녀에게 휴가를 줬기 때문이다"
785,그는 다니던 직장을 그만뒀다,안도했다,그는 다니던 직장을 그만뒀다. 따라서 주변사람들은 놀라워하는 것을 느꼈다,그는 다니던 직장을 그만뒀다. 따라서 주변사람들이 느꼈던 것은 놀라워하는 것이다,"주변 사람들은 놀라는 것을 느꼈는데, 왜냐하면 그가 다니던 직장을 그만뒀기 때문이다"
786,그는 그녀와 같은 냄새가 났다,부끄러워했다,그는 그녀와 같은 냄새가 났다. 따라서 주변사람들은 당황하는 것을 느꼈다,그는 그녀와 같은 냄새가 났다. 따라서 주변사람들이 느꼈던 것은 놀라워하는 것이다,"주변 사람들은 행복한 것을 느꼈는데, 왜냐하면 그가 그녀와 같은 냄새가 났기 때문이다"
787,그는 드디어 만났다,기뻤다,그는 드디어 만났다. 따라서 주변사람들은 기쁨을 느꼈다,그는 드디어 만났다. 따라서 주변사람들이 느꼈던 것은 기쁘게 생각하는 것이다,"주변 사람들은 기뻐하는 것을 느꼈는데, 왜냐하면 그가 드디어 만났기 때문이다"
788,그는 어느 날 집에 돌아왔다,놀라워했다,그는 어느 날 집에 돌아왔다. 따라서 주변사람들은 놀라는 것을 느꼈다,그는 어느 날 집에 돌아왔다. 따라서 주변사람들이 느꼈던 것은 놀랐다,"주변 사람들은 놀라는 것을 느꼈는데, 왜냐하면 그가 어느 날 집에 돌아왔기 때문이다"
789,그는 그녀에게 손을 내밀었다,당황했다,그는 그녀에게 손을 내밀었다. 따라서 주변사람들은 로맨틱한 것을 느꼈다,그는 그녀에게 손을 내밀었다. 따라서 주변사람들이 느꼈던 것은 로맨틱한 것이다,"주변 사람들은 감동하는 것을 느꼈는데, 왜냐하면 그가 그녀에게 손을 내밀었기 때문이다"
790,그는 두통이 심했다,고생했다,그는 두통이 심했다. 따라서 주변사람들은 걱정스러운 것을 느꼈다,그는 두통이 심했다. 따라서 주변사람들이 느꼈던 것은 걱정하는 것이다,"주변 사람들은 걱정스러워하는 것을 느꼈는데, 왜냐하면 그가 두통이 심했기 때문이다"
791,그는 사인을 받았다,환호했다,그는 사인을 받았다. 따라서 주변사람들은 흥분하는 것을 느꼈다,그는 사인을 받았다. 따라서 주변사람들이 느꼈던 것은 놀라워하는 것이다,"주변 사람들은 축하하는 것을 느꼈는데, 왜냐하면 그가 사인을 받았기 때문이다"
792,그는 가까워지고 있었다,기대했다,그는 가까워지고 있었다. 따라서 주변사람들은 기대하는 것을 느꼈다,그는 가까워지고 있었다. 따라서 주변사람들이 느꼈던 것은 안심하는 것이다,"주변 사람들은 행복한 것을 느꼈는데, 왜냐하면 그가 가까워지고 있었기 때문이다"
793,그는 케이크를 굽고 싶어 했다,기쁘게 생각했다,그는 케이크를 굽고 싶어 했다. 따라서 주변사람들은 그가 요리에 열정적인 것을 느꼈다,그는 케이크를 굽고 싶어 했다. 따라서 주변사람들이 느꼈던 것은 달콤한 냄새가 나는 것이다,"주변 사람들은 신기한 것을 느꼈는데, 왜냐하면 그가 케이크를 굽고 싶어 했기 때문이다"
794,그는 기침이 심했다,걱정했다,그는 기침이 심했다. 따라서 주변사람들은 걱정하는 것을 느꼈다,그는 기침이 심했다. 따라서 주변사람들이 느꼈던 것은 걱정스러워하는 것이다,"주변 사람들은 걱정하는 것을 느꼈는데, 왜냐하면 그가 기침이 심했기 때문이다"
795,그는 새 친구가 생겼다,기뻐했다,그는 새 친구가 생겼다. 따라서 주변사람들은 기뻐하는 것을 느꼈다,그는 새 친구가 생겼다. 따라서 주변사람들이 느꼈던 것은 기쁜 것이다,"주변 사람들은 기쁜 것을 느꼈는데, 왜냐하면 그가 새 친구가 생겼기 때문이다"
796,그는 새 시계를 구입했다,부러워했다,그는 새 시계를 구입했다. 따라서 주변사람들은 부러워하는 것을 느꼈다,그는 새 시계를 구입했다. 따라서 주변사람들이 느꼈던 것은 부러워하는 것이다,"주변 사람들은 기뻐하는 것을 느꼈는데, 왜냐하면 그가 새 시계를 구입했기 때문이다"
797,그는 화장실을 이용했다,당황스러워했다,그는 화장실을 이용했다. 따라서 주변사람들은 안도하는 것을 느꼈다,그는 화장실을 이용했다. 따라서 주변사람들이 느꼈던 것은 안심하는 것이다,"주변 사람들은 당황하는 것을 느꼈는데, 왜냐하면 그가 화장실을 이용했기 때문이다"
798,그는 기차를 놓쳤다,실망했다,그는 기차를 놓쳤다. 따라서 주변사람들은 실망하는 것을 느꼈다,그는 기차를 놓쳤다. 따라서 주변사람들이 느꼈던 것은 당황하는 것이다,"주변 사람들은 실망하는 것을 느꼈는데, 왜냐하면 그가 기차를 놓쳤기 때문이다"
799,그는 정말 수줍음이 많았다,주변 사람들은 그를 따뜻하게 대해주었다,그는 정말 수줍음이 많았다. 따라서 주변사람들은 그의 자신감 부족을 느꼈다,그는 정말 수줍음이 많았다. 따라서 주변사람들이 느꼈던 것은 그를 이해하는 것이다,"주변 사람들은 귀여운 것을 느꼈는데, 왜냐하면 그가 정말 수줍음이 많았기 때문이다"
800,그는 드디어 임신했다,주변 사람들은 기쁘게 생각했다,그는 드디어 임신했다. 따라서 주변사람들은 기쁘게 놀라는 것을 느꼈다,그는 드디어 임신했다. 따라서 주변사람들이 느꼈던 것은 기쁨과 기대하는 것이다,"주변 사람들은 기쁜 것을 느꼈는데, 왜냐하면 그가 드디어 임신했기 때문이다"
801,그는 볼링을 치러 갔다,즐거워했다,그는 볼링을 치러 갔다. 따라서 주변사람들은 즐거워하는 것을 느꼈다,그는 볼링을 치러 갔다. 따라서 주변사람들이 느꼈던 것은 즐거워하는 것이다,"주변 사람들은 즐거워하는 것을 느꼈는데, 왜냐하면 그가 볼링을 치러 갔기 때문이다"
802,그는 팀에 합류했다,흥분했다,그는 팀에 합류했다. 따라서 주변사람들은 환영하는 것을 느꼈다,그는 팀에 합류했다. 따라서 주변사람들이 느꼈던 것은 기쁜 것이다,"주변 사람들은 흥분하는 것을 느꼈는데, 왜냐하면 그가 팀에 합류했기 때문이다"
803,그는 수표를 입금했다,안도했다,그는 수표를 입금했다. 따라서 주변사람들은 안심하는 것을 느꼈다,그는 수표를 입금했다. 따라서 주변사람들이 느꼈던 것은 안심하는 것이다,"주변 사람들은 안도하는 것을 느꼈는데, 왜냐하면 그가 수표를 입금했기 때문이다"
804,그는 결승에 진출했다,기뻤다,그는 결승에 진출했다. 따라서 주변사람들은 흥분하는 것을 느꼈다,그는 결승에 진출했다. 따라서 주변사람들이 느꼈던 것은 흥분하는 것이다,"주변 사람들은 기뻐하는 것을 느꼈는데, 왜냐하면 그가 결승에 진출했기 때문이다"
805,그는 데이트를 취소했다,실망했다,그는 데이트를 취소했다. 따라서 주변사람들은 실망하는 것을 느꼈다,그는 데이트를 취소했다. 따라서 주변사람들이 느꼈던 것은 실망하는 것이다,"주변 사람들은 실망하는 것을 느꼈는데, 왜냐하면 그가 데이트를 취소했기 때문이다"
806,그는 에세이를 써야 했다,부담스러워했다,그는 에세이를 써야 했다. 따라서 주변사람들은 그의 능력을 의심하는 것을 느꼈다,그는 에세이를 써야 했다. 따라서 주변사람들이 느꼈던 것은 그가 스트레스를 받는 것이다,"주변 사람들은 스트레스를 느꼈는데, 왜냐하면 그가 에세이를 써야 했기 때문이다"
807,그의 차례가 돌아왔다,기대했다,그의 차례가 돌아왔다. 따라서 주변사람들은 기대하는 것을 느꼈다,그의 차례가 돌아왔다. 따라서 주변사람들이 느꼈던 것은 기대하는 것이다,"주변 사람들은 설레는 것을 느꼈는데, 왜냐하면 그의 차례가 돌아왔기 때문이다"
808,그는 다음 날 깨어났다,안도했다,그는 다음 날 깨어났다. 따라서 주변 사람들은 안심하는 것을 느꼈다,그는 다음 날 깨어났다. 따라서 주변사람들이 느꼈던 것은 안심하는 것이다,"주변 사람들은 안도하는 것을 느꼈는데, 왜냐하면 그가 다음 날 깨어났기 때문이다"
809,그는 학교를 다니기 시작했다,기쁘게 여겼다,그는 학교를 다니기 시작했다. 따라서 주변사람들은 그의 미래가 밝아지는 것을 느꼈다,그는 학교를 다니기 시작했다. 따라서 주변사람들이 느꼈던 것은 응원하는 것이다,"주변 사람들은 기뻐하는 것을 느꼈는데, 왜냐하면 그가 학교를 다니기 시작했기 때문이다"
810,그는 화살을 쐈다,주변 사람들은 놀라웠다,그는 화살을 쐈다. 따라서 주변사람들은 놀라는 것을 느꼈다,그는 화살을 쐈다. 따라서 주변사람들이 느꼈던 것은 놀라워하는 것이다,"주변 사람들은 놀라는 것을 느꼈는데, 왜냐하면 그가 화살을 쐈기 때문이다"
811,그는 스스로를 격려했다,자신을 자책했다,그는 스스로를 격려했다. 따라서 주변사람들은 걱정스러운 것을 느꼈다,그는 스스로를 격려했다. 따라서 주변사람들이 느꼈던 것은 걱정스러워하는 것이다,"주변 사람들은 걱정스러운 것을 느꼈는데, 왜냐하면 그가 스스로를 격려했기 때문이다"
812,그는 팔에 화상을 입었다,고통스러워했다,그는 팔에 화상을 입었다. 따라서 주변사람들은 걱정하는 것을 느꼈다,그는 팔에 화상을 입었다. 따라서 주변사람들이 느꼈던 것은 그를 도와주고 싶은 것이다,"주변 사람들은 걱정하는 것을 느꼈는데, 왜냐하면 그가 팔에 화상을 입었기 때문이다"
813,그는 가라데를 배우고 싶어했다,호기심을 느꼈다,그는 가라데를 배우고 싶어했다. 따라서 주변사람들은 그의 열정을 느꼈다,그는 가라데를 배우고 싶어했다. 따라서 주변사람들이 느꼈던 것은 그의 열정을 이해하는 것이다,"주변 사람들은 놀라운 것을 느꼈는데, 왜냐하면 그가 가라데를 배우고 싶어했기 때문이다"
814,그는 능력을 잃었다,좌절했다,그는 능력을 잃었다. 따라서 주변사람들은 안타까운 것을 느꼈다,그는 능력을 잃었다. 따라서 주변사람들이 느꼈던 것은 안타까운 것이다,"주변 사람들은 불안한 것을 느꼈는데, 왜냐하면 그가 능력을 잃었기 때문이다"
815,그는 머리를 맞았다,놀랐다,그는 머리를 맞았다. 따라서 주변사람들은 걱정하는 것을 느꼈다,그는 머리를 맞았다. 따라서 주변사람들이 느꼈던 것은 걱정스러운 것이다,"주변 사람들은 걱정하는 것을 느꼈는데, 왜냐하면 그가 머리를 맞았기 때문이다"
816,그는 게임을 제안했다,흥미로워했다,그는 게임을 제안했다. 따라서 주변사람들은 흥미로워하는 것을 느꼈다,그는 게임을 제안했다. 따라서 주변사람들이 느꼈던 것은 즐거워하는 것이다,"주변 사람들은 흥분하는 것을 느꼈는데, 왜냐하면 그가 게임을 제안했기 때문이다"
817,그는 브로드웨이 공연을 보러 갔다,즐거워했다,그는 브로드웨이 공연을 보러 갔다. 따라서 주변사람들은 흥분하는 것을 느꼈다,그는 브로드웨이 공연을 보러 갔다. 따라서 주변사람들이 느꼈던 것은 부러워하는 것이다,"주변 사람들은 흥분하는 것을 느꼈는데, 왜냐하면 그가 브로드웨이 공연을 보러 갔기 때문이다"
818,그는 최근에 이사했다,신선함을 느꼈다,그는 최근에 이사했다. 따라서 주변 사람들은 궁금해하는 것을 느꼈다,그는 최근에 이사했다. 따라서 주변사람들이 느꼈던 것은 새로운 시작을 응원하는 것이다,"주변 사람들은 새로운 시작을 응원하는 것을 느꼈는데, 왜냐하면 그가 최근에 이사했기 때문이다"
819,그는 임신 테스트를 받았다,불안해했다,그는 임신 테스트를 받았다. 따라서 주변사람들은 그가 놀라운 것을 느꼈다,그는 임신 테스트를 받았다. 따라서 주변사람들이 느꼈던 것은 기대하는 것이다,"주변 사람들은 놀라운 것을 느꼈는데, 왜냐하면 그가 임신 테스트를 받았기 때문이다"
820,그는 주차장에서 열쇠를 찾았다,당황했다,그는 주차장에서 열쇠를 찾았다. 따라서 주변사람들은 안도하는 것을 느꼈다,그는 주차장에서 열쇠를 찾았다. 따라서 주변사람들이 느꼈던 것은 놀라워하는 것이다,"주변 사람들은 안도하는 것을 느꼈는데, 왜냐하면 그가 주차장에서 열쇠를 찾았기 때문이다"
821,그는 기타를 조율했다,음악적인 흥미를 느꼈다,그는 기타를 조율했다. 따라서 주변사람들은 그의 음악을 즐기는 것을 느꼈다,그는 기타를 조율했다. 따라서 주변사람들이 느꼈던 것은 감탄하는 것이다,"주변 사람들은 감탄하는 것을 느꼈는데, 왜냐하면 그가 기타를 조율했기 때문이다"
822,그는 그녀에게 매우 화가 났다,분노했다,그는 그녀에게 매우 화가 났다. 따라서 주변사람들은 긴장되는 것을 느꼈다,그는 그녀에게 매우 화가 났다. 따라서 주변사람들이 느꼈던 것은 긴장되는 것이다,"주변 사람들은 불쾌한 것을 느꼈는데, 왜냐하면 그가 그녀에게 매우 화가 났기 때문이다"
823,그는 너무 화가 났다,주변 사람들은 놀랐다,그는 너무 화가 났다. 따라서 주변사람들은 신경쓰이는 것을 느꼈다,그는 너무 화가 났다. 따라서 주변사람들이 느꼈던 것은 두려워하는 것이다,"주변 사람들은 두려워하는 것을 느꼈는데, 왜냐하면 그가 너무 화가 났기 때문이다"
824,그는 어제 집에 돌아왔다,안도했다,그는 어제 집에 돌아왔다. 따라서 주변 사람들은 안심하는 것을 느꼈다,그는 어제 집에 돌아왔다. 따라서 주변사람들이 느꼈던 것은 안심하는 것이다,"주변 사람들은 안심되는 것을 느꼈는데, 왜냐하면 그가 어제 집에 돌아왔기 때문이다"
825,그는 금메달을 획득했다,자랑스러워했다,그는 금메달을 획득했다. 따라서 주변사람들은 축하하는 것을 느꼈다,그는 금메달을 획득했다. 따라서 주변사람들이 느꼈던 것은 자랑스러워하는 것이다,"주변 사람들은 자랑스러운 것을 느꼈는데, 왜냐하면 그가 금메달을 획득했기 때문이다"
826,그는 스스로에게 매우 친절했다,자신에게 자비로웠다,그는 스스로에게 매우 친절했다. 따라서 주변사람들은 감동하는 것을 느꼈다,그는 스스로에게 매우 친절했다. 따라서 주변사람들이 느꼈던 것은 감탄하는 것이다,"주변 사람들은 감동하는 것을 느꼈는데, 왜냐하면 그가 스스로에게 매우 친절했기 때문이다"
827,그는 오늘 기분이 나아졌다,기뻤다,그는 오늘 기분이 나아졌다. 따라서 주변사람들은 안도하는 것을 느꼈다,그는 오늘 기분이 나아졌다. 따라서 주변사람들이 느꼈던 것은 안심하는 것이다,"주변 사람들은 안심하는 것을 느꼈는데, 왜냐하면 그가 오늘 기분이 나아졌기 때문이다"
828,그는 하키를 하고 싶어 했다,열정적이었다,그는 하키를 하고 싶어 했다. 따라서 주변사람들은 그의 열정을 느꼈다,그는 하키를 하고 싶어 했다. 따라서 주변사람들이 느꼈던 것은 그의 열정을 이해하는 것이다,"주변 사람들은 흥분하는 것을 느꼈는데, 왜냐하면 그가 하키를 하고 싶어 했기 때문이다"
829,그는 낮잠을 자고 있었다,평화로웠다,그는 낮잠을 자고 있었다. 따라서 주변사람들은 그가 피곤한 것을 느꼈다,그는 낮잠을 자고 있었다. 따라서 주변사람들이 느꼈던 것은 그가 피곤하다는 것이다,"주변 사람들은 놀라는 것을 느꼈는데, 왜냐하면 그가 낮잠을 자고 있었기 때문이다"
830,그는 케이크를 주문했다,기쁘게 생각했다,그는 케이크를 주문했다. 따라서 주변사람들은 달콤한 것을 느꼈다,그는 케이크를 주문했다. 따라서 주변사람들이 느꼈던 것은 기쁜 것이다,"주변 사람들은 기쁨을 느꼈는데, 왜냐하면 그가 케이크를 주문했기 때문이다"
831,그는 옷이 필요했다,당황스러웠다,그는 옷이 필요했다. 따라서 주변사람들은 그의 상황을 이해하는 것을 느꼈다,그는 옷이 필요했다. 따라서 주변사람들이 느꼈던 것은 그에게 도움을 주고 싶어하는 것이다,"주변 사람들은 걱정하는 것을 느꼈는데, 왜냐하면 그가 옷이 필요했기 때문이다"
832,그는 나중에 다시 돌아왔다,기쁘게 반겼다,그는 나중에 다시 돌아왔다. 따라서 주변사람들은 안도하는 것을 느꼈다,그는 나중에 다시 돌아왔다. 따라서 주변사람들이 느꼈던 것은 안심하는 것이다,"주변 사람들은 안심하는 것을 느꼈는데, 왜냐하면 그가 나중에 다시 돌아왔기 때문이다"
833,그는 드디어 착륙했다,안도했다,그는 드디어 착륙했다. 따라서 주변사람들은 안심하는 것을 느꼈다,그는 드디어 착륙했다. 따라서 주변사람들이 느꼈던 것은 안도하는 것이다,"주변 사람들은 안심하는 것을 느꼈는데, 왜냐하면 그가 드디어 착륙했기 때문이다"
834,그는 알람을 설정하는 것을 잊어버렸다,당황스러워했다,그는 알람을 설정하는 것을 잊어버렸다. 따라서 주변사람들은 당황하는 것을 느꼈다,그는 알람을 설정하는 것을 잊어버렸다. 따라서 주변사람들이 느꼈던 것은 당황스러워하는 것이다,"주변 사람들은 당황하는 것을 느꼈는데, 왜냐하면 그가 알람을 설정하는 것을 잊어버렸기 때문이다"
835,그는 총을 조준했다,두려워했다,그는 총을 조준했다. 따라서 주변사람들은 두려워하는 것을 느꼈다,그는 총을 조준했다. 따라서 주변사람들이 느꼈던 것은 두려워하는 것이다,"주변 사람들은 두려워하는 것을 느꼈는데, 왜냐하면 그가 총을 조준했기 때문이다"
836,그는 물렸다,창피했다,그는 물렸다. 따라서 주변사람들은 안타까운 것을 느꼈다,그는 물렸다. 따라서 주변사람들이 느꼈던 것은 안타까운 것이다,"주변 사람들은 창피한 것을 느꼈는데, 왜냐하면 그가 물렸기 때문이다"
837,그는 일자리를 찾을 수 없었다,실망했다,그는 일자리를 찾을 수 없었다. 따라서 주변사람들은 걱정스러운 것을 느꼈다,그는 일자리를 찾을 수 없었다. 따라서 주변사람들이 느꼈던 것은 걱정스러워하는 것이다,"주변 사람들은 걱정스러운 것을 느꼈는데, 왜냐하면 그가 일자리를 찾을 수 없었기 때문이다"
838,그는 장미 냄새가 났다,로맨틱해했다,그는 장미 냄새가 났다. 따라서 주변사람들은 그의 쾌활한 마음을 느꼈다,그는 장미 냄새가 났다. 따라서 주변사람들이 느꼈던 것은 행복한 것이다,"주변 사람들은 편안한 것을 느꼈는데, 왜냐하면 그가 장미 냄새가 났기 때문이다"
839,그는 번호를 변경했다,의심스러워했다,그는 번호를 변경했다. 따라서 주변사람들은 의심스러워하는 것을 느꼈다,그는 번호를 변경했다. 따라서 주변사람들이 느꼈던 것은 궁금해하는 것이다,"주변 사람들은 당황스러워하는 것을 느꼈는데, 왜냐하면 그가 번호를 변경했기 때문이다"
840,그는 공을 쫓아갔다,열정적이었다,그는 공을 쫓아갔다. 따라서 주변사람들은 흥분하는 것을 느꼈다,그는 공을 쫓아갔다. 따라서 주변사람들이 느꼈던 것은 흥분하는 것이다,"주변 사람들은 흥분하는 것을 느꼈는데, 왜냐하면 그가 공을 쫓아갔기 때문이다"
841,그는 사진을 찍으며 치즈라고 했다,웃음을 터뜨렸다,그는 사진을 찍으며 치즈라고 했다. 따라서 주변사람들은 웃음을 참지 못하는 것을 느꼈다,그는 사진을 찍으며 치즈라고 했다. 따라서 주변사람들이 느꼈던 것은 웃음이 터지는 것이다,"주변 사람들은 웃음을 터뜨리는 것을 느꼈는데, 왜냐하면 그가 사진을 찍으며 치즈라고 했기 때문이다"
842,그는 몸에서 덩어리가 만져졌다,놀라웠다,그는 몸에서 덩어리가 만져졌다. 따라서 주변사람들은 끔찍한 것을 느꼈다,그는 몸에서 덩어리가 만져졌다. 따라서 주변 사람들이 느꼈던 것은 놀라워하는 것이다,"주변 사람들은 놀라운 것을 느꼈는데, 왜냐하면 그가 몸에서 덩어리가 만져졌기 때문이다"
843,그는 하이킹을 시작했다,신선하게 느꼈다,그는 하이킹을 시작했다. 따라서 주변사람들은 그의 용기를 느꼈다,그는 하이킹을 시작했다. 따라서 주변사람들이 느꼈던 것은 그가 모험을 즐기는 것이다,"주변 사람들은 흥분하는 것을 느꼈는데, 왜냐하면 그가 하이킹을 시작했기 때문이다"
844,그는 학교에 지각하고 있었다,걱정했다,그는 학교에 지각하고 있었다. 따라서 주변사람들은 걱정스러운 것을 느꼈다,그는 학교에 지각하고 있었다. 따라서 주변 사람들이 느꼈던 것은 걱정스러워하는 것이다,"주변 사람들은 걱정스러운 것을 느꼈는데, 왜냐하면 그가 학교에 지각하고 있었기 때문이다"
