,input,A,B,B2,B3
723,그는 좀 나아진 듯 보였다,희망적이었다,그는 좀 나아진 듯 보였다. 따라서 그는 희망을 느꼈다,그는 좀 나아진 듯 보였다. 따라서 그가 느꼈던 것은 희망이 생겼다는 것이다,"그는 희망적이었다는 것을 느꼈는데, 왜냐하면 그가 좀 나아진 듯 보였기 때문이다"
724,그는 나무에 올라갔다,신나서 기뻤다,그는 나무에 올라갔다. 따라서 그는 자유로웠다는 것을 느꼈다,그는 나무에 올라갔다. 따라서 그가 느꼈던 것은 자유로웠다는 것이다,"그는 위험했다는 것을 느꼈는데, 왜냐하면 그가 나무에 올라갔기 때문이다"
725,그는 무사히 도착했다,안심했다,그는 무사히 도착했다. 따라서 그는 안심했다는 것을 느꼈다,그는 무사히 도착했다. 따라서 그가 느꼈던 것은 안도감이었다는 것이다,"그는 안심했다는 것을 느꼈는데, 왜냐하면 그가 무사히 도착했기 때문이다"
726,그는 선거에 출마했다,자부심을 느꼈다,그는 선거에 출마했다. 따라서 그는 많은 지지를 받을 것이라고 기대했다는 것을 느꼈다,그는 선거에 출마했다. 따라서 그가 느꼈던 것은 긴장되었다는 것이다,"그는 긴장되었다는 것을 느꼈는데, 왜냐하면 그가 선거에 출마했기 때문이다"
727,그는 이메일을 찾았다,기뻤다,그는 이메일을 찾았다. 따라서 그는 안도했다는 것을 느꼈다,그는 이메일을 찾았다. 따라서 그가 느꼈던 것은 안도와 안심이었다,"그는 안도했다는 것을 느꼈는데, 왜냐하면 그가 이메일을 찾았기 때문이다"
728,그는 뼈가 부러졌다,아픔과 충격을 느꼈다,그는 뼈가 부러졌다. 따라서 그는 아프다는 것을 느꼈다,그는 뼈가 부러졌다. 따라서 그가 느꼈던 것은 괴로웠다는 것이다,"그는 아프다는 것을 느꼈는데, 왜냐하면 그가 뼈가 부러졌기 때문이다"
729,그는 자신의 팔을 휘둘렀다,아프다,그는 자신의 팔을 휘둘렀다. 따라서 그는 아프다는 것을 느꼈다,그는 자신의 팔을 휘둘렀다. 따라서 그가 느꼈던 것은 아프다는 것이다,"그는 아프다는 것을 느꼈는데, 왜냐하면 그가 자신의 팔을 휘둘렀기 때문이다"
730,그는 빨리 왔다,기쁘게 느꼈다,그는 빨리 왔다. 따라서 그는 긴장되었다는 것을 느꼈다,그는 빨리 왔다. 따라서 그가 느꼈던 것은 조금 놀랐다는 것이다,"그는 놀라웠다는 것을 느꼈는데, 왜냐하면 그가 빨리 왔기 때문이다"
731,그는 마이크를 내려놓았다,불안했다,그는 마이크를 내려놓았다. 따라서 그는 피곤했다는 것을 느꼈다,그는 마이크를 내려놓았다. 따라서 그가 느꼈던 것은 안도스러웠다는 것이다,"그는 안도했다는 것을 느꼈는데, 왜냐하면 그가 마이크를 내려놓았기 때문이다"
732,그는 친구를 방문했다,기뻤다,그는 친구를 방문했다. 따라서 그는 즐거웠다는 것을 느꼈다,그는 친구를 방문했다. 따라서 그가 느꼈던 것은 기쁨이었다는 것이다,"그는 행복했다는 것을 느꼈는데, 왜냐하면 그가 친구를 방문했기 때문이다"
733,그는 감염되었다,불안했다,그는 감염되었다. 따라서 그는 걱정했다는 것을 느꼈다,그는 감염되었다. 따라서 그가 느꼈던 것은 불안했다는 것이다,"그는 불안했다는 것을 느꼈는데, 왜냐하면 그가 감염되었기 때문이다"
734,그는 캘리포니아로 이사했다,신나고 기대했다,그는 새로운 시작을 하게 되었다는 것을 느꼈다,그는 새로운 시작을 하게 되어 설레었다는 것이다,"그는 새로운 시작을 하고 싶다는 것을 느꼈는데, 왜냐하면 그가 캘리포니아로 이사했기 때문이다"
735,그는 잠들지 못했다,불안했다,그는 잠들지 못했다. 따라서 그는 피곤하다는 것을 느꼈다,그는 잠들지 못했다. 따라서 그가 느꼈던 것은 불안했다는 것이다,"그는 피곤했다는 것을 느꼈는데, 왜냐하면 그가 잠들지 못했기 때문이다"
736,그는 거미를 봤다,무서워했다,그는 거미를 봤다. 따라서 그는 무서웠다는 것을 느꼈다,그는 거미를 봤다. 따라서 그가 느꼈던 것은 두려웠다는 것이다,"그는 무서웠다는 것을 느꼈는데, 왜냐하면 그가 거미를 봤기 때문이다"
737,그는 총을 쐈다,두려웠다,그는 총을 쐈다. 따라서 그는 두려웠다는 것을 느꼈다,그는 총을 쐈다. 따라서 그가 느꼈던 것은 긴장되고 두려웠다는 것이다,"그는 후회했다는 것을 느꼈는데, 왜냐하면 그가 총을 쐈기 때문이다"
738,그는 열쇠를 받았다,기쁘게 느꼈다,그는 열쇠를 받았다. 따라서 그는 자유로워졌다는 것을 느꼈다,그는 열쇠를 받았다. 따라서 그가 느꼈던 것은 자유로워졌다는 것이다,"그는 책임감을 느꼈다는 것을 느꼈는데, 왜냐하면 그가 열쇠를 받았기 때문이다"
739,그는 고양이를 입양하고 싶어 했다,사랑스러운 고양이를 안고 싶어했다,그는 고양이를 입양하고 싶어 했다. 따라서 그는 설레임을 느꼈다,그는 고양이를 입양하고 싶어 했다. 따라서 그가 느꼈던 것은 책임감과 기쁨이었다는 것이다,"그는 행복해했다는 것을 느꼈는데, 왜냐하면 그가 고양이를 입양하고 싶어 했기 때문이다"
740,그는 실수로 엎질렀다,초조하고 당황했다,그는 실수로 엎질렀다. 따라서 그는 창피했다는 것을 느꼈다,그는 실수로 엎질렀다. 따라서 그가 느꼈던 것은 당황스러웠다는 것이다,"그는 창피했다는 것을 느꼈는데, 왜냐하면 그가 실수로 엎질렀기 때문이다"
741,그는 거북이를 발견했다,놀라웠다,그는 거북이를 발견했다. 따라서 그는 놀랐다는 것을 느꼈다,그는 거북이를 발견했다. 따라서 그가 느꼈던 것은 놀랐다는 것이다,"그는 궁금했다는 것을 느꼈는데, 왜냐하면 그가 거북이를 발견했기 때문이다"
742,그는 대신 TV를 시청했다,지루했다,그는 대신 TV를 시청했다. 따라서 그는 편안했다는 것을 느꼈다,그는 대신 TV를 시청했다. 따라서 그가 느꼈던 것은 피곤했다는 것이다,"그는 피곤했다는 것을 느꼈는데, 왜냐하면 그가 대신 TV를 시청했기 때문이다"
743,그는 가려움증이 심했다,불편했다,그는 가려움증이 심했다. 따라서 그는 안절부절 못했다는 것을 느꼈다,그는 가려움증이 심했다. 따라서 그가 느꼈던 것은 답답했다는 것이다,"그는 이상한 느낌을 느꼈다는 것을 느꼈는데, 왜냐하면 그가 가려움증이 심했기 때문이다"
744,그는 새 셔츠가 필요했다,쇼핑을 즐겼다,그는 쇼핑을 해야 한다는 것을 느꼈다,그는 새 셔츠가 필요했다. 따라서 그가 느꼈던 것은 옷장을 정리해야겠다는 것이다,"그는 쇼핑욕구가 느껴졌다는 것을 느꼈는데, 왜냐하면 그가 새 셔츠가 필요했기 때문이다"
745,그는 낚시하러 가고 싶어했다,평온하고 평화로웠다,그는 낚시하러 가고 싶어했다. 따라서 그는 행복해질 것을 느꼈다,그는 낚시하러 가고 싶어했다. 따라서 그가 느꼈던 것은 평화로웠다는 것이다,"그는 평온함을 느꼈는데, 왜냐하면 그가 낚시하러 가고 싶어했기 때문이다"
746,그는 첫 데이트 중였다,신경 쓰였다,그는 첫 데이트 중였다. 따라서 그는 긴장되었다는 것을 느꼈다,그는 첫 데이트 중였다. 따라서 그가 느꼈던 것은 긴장되었다는 것이다,"그는 긴장되었다는 것을 느꼈는데, 왜냐하면 그가 첫 데이트 중였기 때문이다"
747,그는 바위에 부딪혔다,아프고 충격을 받았다,그는 바위에 부딪혔다. 따라서 그는 아프다는 것을 느꼈다,그는 바위에 부딪혔다. 따라서 그가 느꼈던 것은 아프다는 것이다,"그는 아픈 것을 느꼈는데, 왜냐하면 그가 바위에 부딪혔기 때문이다"
748,그는 학교에 지각했다,초조했다,그는 학교에 지각했다. 따라서 그는 불안했다는 것을 느꼈다,그는 학교에 지각했다. 따라서 그가 느꼈던 것은 미안했다는 것이다,"그는 놀라웠다는 것을 느꼈는데, 왜냐하면 그가 학교에 지각했기 때문이다"
749,그는 첫 한입을 먹었다,만족스러웠다,그는 첫 한입을 먹었다. 따라서 그는 만족스러웠다는 것을 느꼈다,그는 첫 한입을 먹었다. 따라서 그가 느꼈던 것은 식욕이 돌았다는 것이다,"그는 만족스러웠다는 것을 느꼈는데, 왜냐하면 그가 첫 한입을 먹었기 때문이다"
750,그는 배가 고파졌다,먹고 싶었다,그는 배가 고파졌다. 따라서 그는 식사 시간이 되었다는 것을 느꼈다,그는 배가 고파졌다. 따라서 그가 느꼈던 것은 먹고 싶다는 것이다,"그는 배가 고프다는 것을 느꼈는데, 왜냐하면 그가 배가 고파졌기 때문이다"
751,그는 체중이 몇 파운드 줄었다,기뻤다,그는 체중이 몇 파운드 줄었다. 따라서 그는 기뻤다는 것을 느꼈다,그는 체중이 몇 파운드 줄었다. 따라서 그가 느꼈던 것은 기뻤다는 것이다,"그는 행복했다는 것을 느꼈는데, 왜냐하면 그가 체중이 몇 파운드 줄었기 때문이다"
752,그는 그 결과 열쇠를 잃어버렸다,낙담했다,그는 그 결과 열쇠를 잃어버렸다. 따라서 그는 난처했다는 것을 느꼈다,그는 그 결과 열쇠를 잃어버렸다. 따라서 그가 느꼈던 것은 당황스러웠다는 것이다,"그는 당황스러웠다는 것을 느꼈는데, 왜냐하면 그가 그 결과 열쇠를 잃어버렸기 때문이다"
753,그는 문을 두드리는 소리를 들었다,놀랐다,그는 문을 두드리는 소리를 들었다. 따라서 그는 깜짝 놀랐다는 것을 느꼈다,그는 문을 두드리는 소리를 들었다. 따라서 그가 느꼈던 것은 궁금했다는 것이다,"그는 놀라웠다는 것을 느꼈는데, 왜냐하면 그가 문을 두드리는 소리를 들었기 때문이다"
754,그는 친구들이 그립었다,외로웠다,그는 친구들이 그립었다. 따라서 그는 외로웠다는 것을 느꼈다,그는 친구들이 그립었다. 따라서 그가 느꼈던 것은 외로웠다는 것이다,"그는 행복했다는 것을 느꼈는데, 왜냐하면 그가 친구들이 그립었기 때문이다"
755,그는 칭찬을 많이 받았다,자부심과 기쁨을 느꼈다,그는 칭찬을 많이 받았다. 따라서 그는 자신감 있었다는 것을 느꼈다,그는 칭찬을 많이 받았다. 따라서 그가 느꼈던 것은 자신감이 생겼다는 것이다,"그는 자부심을 느꼈다는 것을 느꼈는데, 왜냐하면 그가 칭찬을 많이 받았기 때문이다"
756,그는 반려견을 애견 공원에 데리고 갔다,즐거웠다,그는 반려견을 애견 공원에 데리고 갔다. 따라서 그는 행복했다는 것을 느꼈다,그는 반려견을 애견 공원에 데리고 갔다. 따라서 그가 느꼈던 것은 행복했다는 것이다,"그는 행복했다는 것을 느꼈는데, 왜냐하면 그가 반려견을 애견 공원에 데리고 갔기 때문이다"
757,그는 저녁 식사를 위해 만났다,기대했다,그는 저녁 식사를 위해 만났다. 따라서 그는 설레임을 느꼈다,그는 저녁 식사를 위해 만났다. 따라서 그가 느꼈던 것은 기대했다는 것이다,"그는 배고프다는 것을 느꼈는데, 왜냐하면 그가 저녁 식사를 위해 만났기 때문이다"
758,그는 그가 가장 좋아하는 밴드를 봤다,흥분했다,그는 그가 가장 좋아하는 밴드를 봤다. 따라서 그는 행복했다는 것을 느꼈다,그는 그가 가장 좋아하는 밴드를 봤다. 따라서 그가 느꼈던 것은 행복했다는 것이다,"그는 행복했다는 것을 느꼈는데, 왜냐하면 그가 그가 가장 좋아하는 밴드를 봤기 때문이다"
759,그는 몇 시간이 걸렸다,지루했다,그는 몇 시간이 걸렸다. 따라서 그는 지쳤다는 것을 느꼈다,그는 몇 시간이 걸렸다. 따라서 그가 느꼈던 것은 지쳤다는 것이다,"그는 지쳤다는 것을 느꼈는데, 왜냐하면 그가 몇 시간이 걸렸기 때문이다"
760,그는 적을 죽였다,죄책감을 느꼈다,그는 적을 죽였다. 따라서 그는 안도했다는 것을 느꼈다,그는 적을 죽였다. 따라서 그가 느꼈던 것은 안도감이었다는 것이다,"그는 유쾌함을 느꼈는데, 왜냐하면 그가 적을 죽였기 때문이다"
761,그는 슛을 성공시켰다,자신감과 기뻤다,그는 슛을 성공시켰다. 따라서 그는 자신감이 생겼다는 것을 느꼈다,그는 슛을 성공시켰다. 따라서 그가 느꼈던 것은 자신감이 생겼다는 것이다,"그는 자신감이 생겼다는 것을 느꼈는데, 왜냐하면 그가 슛을 성공시켰기 때문이다"
762,그는 고양이를 찾았다,기쁨과 안도감을 느꼈다,그는 고양이를 찾았다. 따라서 그는 안도했다는 것을 느꼈다,그는 고양이를 찾았다. 따라서 그가 느꼈던 것은 안도감이었다는 것이다,"그는 안도했다는 것을 느꼈는데, 왜냐하면 그가 고양이를 찾았기 때문이다"
763,그는 잠자리에 들 준비를 했다,평온했다,그는 잠자리에 들 준비를 했다. 따라서 그는 피곤했다는 것을 느꼈다,그는 잠자리에 들 준비를 했다. 따라서 그가 느꼈던 것은 피곤함과 안식을 원했다는 것이다,"그는 피곤하다는 것을 느꼈는데, 왜냐하면 그가 잠자리에 들 준비를 했기 때문이다"
764,그는 기타를 구입했다,즐거웠다,그는 기타를 구입했다. 따라서 그는 흥분했다는 것을 느꼈다,그는 기타를 구입했다. 따라서 그가 느꼈던 것은 음악에 대한 열정이 불타오르는 것이었다,"그는 흥분했다는 것을 느꼈는데, 왜냐하면 그가 기타를 구입했기 때문이다"
765,그는 기분이 조금 나아졌다,기쁘고 안도했다,그는 기분이 조금 나아졌다. 따라서 그는 안도했다는 것을 느꼈다,그는 기분이 조금 나아졌다. 따라서 그가 느꼈던 것은 안도되었다는 것이다,"그는 안도했다는 것을 느꼈는데, 왜냐하면 그가 기분이 조금 나아졌기 때문이다"
766,그는 가슴을 움켜쥐었다,두려웠다,그는 가슴을 움켜쥐었다. 따라서 그는 두려웠다는 것을 느꼈다,그는 가슴을 움켜쥐었다. 따라서 그가 느꼈던 것은 두려웠다는 것이다,"그는 두려웠다는 것을 느꼈는데, 왜냐하면 그가 가슴을 움켜쥐었기 때문이다"
767,그는 전화를 받았다,기쁘게 받았다,그는 전화를 받았다. 따라서 그는 놀랐다는 것을 느꼈다,그는 놀랐다는 것이다,"그는 놀랐다는 것을 느꼈는데, 왜냐하면 그가 전화를 받았기 때문이다"
768,그는 한 시간 거리에 있었다,외로웠다,그는 한 시간 거리에 있었다. 따라서 그는 지치기 시작했다는 것을 느꼈다,그는 한 시간 거리에 있었다. 따라서 그가 느꼈던 것은 가까웠다는 것이다,"그는 피곤했다는 것을 느꼈는데, 왜냐하면 그가 한 시간 거리에 있었기 때문이다"
769,그는 배변을 보러 갔다,당황했다,그는 배변을 보러 갔다. 따라서 그는 안심했다는 것을 느꼈다,그는 배변을 보러 갔다. 따라서 그가 느꼈던 것은 안도감이었다는 것이다,"그는 배가 고팠다는 것을 느꼈는데, 왜냐하면 그가 배변을 보러 갔기 때문이다"
770,그는 이마를 찡그렸다,불쾌했다,그는 이마를 찡그렸다. 따라서 그는 불쾌했다는 것을 느꼈다,그는 불쾌했다는 것이다,"그는 놀랐다는 것을 느꼈는데, 왜냐하면 그가 이마를 찡그렸기 때문이다"
771,그는 재채기를 많이 했다,부끄러웠다,그는 재채기를 많이 했다. 따라서 그는 몸이 편안해진다는 것을 느꼈다,그는 재채기를 많이 했다. 따라서 그가 느꼈던 것은 알레르기 반응이 있을 수도 있다는 것이다,"그는 감기에 걸렸다는 것을 느꼈는데, 왜냐하면 그가 재채기를 많이 했기 때문이다"
772,그는 첫 문신을 새겼다,기쁘고 흥분했다,그는 첫 문신을 새겼다. 따라서 그는 자신감이 생겼다는 것을 느꼈다,그는 첫 문신을 새겼다. 따라서 그가 느꼈던 것은 자신감이 생겼다는 것이다,"그는 자신감이 넘쳤다는 것을 느꼈는데, 왜냐하면 그가 첫 문신을 새겼기 때문이다"
773,그는 드디어 옷을 찾았다,기뻤다,그는 드디어 옷을 찾았다. 따라서 그는 안도했다는 것을 느꼈다,그는 드디어 옷을 찾았다. 따라서 그가 느꼈던 것은 안도감이었다는 것이다,"그는 안도감을 느꼈는데, 왜냐하면 그가 드디어 옷을 찾았기 때문이다"
774,그는 공을 튕겼다,즐거웠다,그는 공을 튕겼다. 따라서 그는 기뻤다는 것을 느꼈다,그는 공을 튕겼다. 따라서 그가 느꼈던 것은 활기찬 운동을 즐겼다는 것이다,"그는 행복해했다는 것을 느꼈는데, 왜냐하면 그가 공을 튕겼기 때문이다"
775,그는 큰 소리가 들렸다,놀랐다,그는 큰 소리가 들렸다. 따라서 그는 놀랐다는 것을 느꼈다,그는 큰 소리가 들렸다. 따라서 그가 느꼈던 것은 놀랐다는 것이다,"그는 놀랐다는 것을 느꼈는데, 왜냐하면 그가 큰 소리가 들렸기 때문이다"
776,그는 미끄러져 넘어졌다,당황했다,그는 미끄러져 넘어졌다. 따라서 그는 아프다는 것을 느꼈다,그는 미끄러져 넘어졌다. 따라서 그가 느꼈던 것은 아프고 창피했다는 것이다,"그는 아프다는 것을 느꼈는데, 왜냐하면 그가 미끄러져 넘어졌기 때문이다"
777,그는 그 결과 지갑을 잃어버렸다,당황스러웠다,그는 그 결과 지갑을 잃어버렸다. 따라서 그는 당황했다는 것을 느꼈다,그는 그 결과 지갑을 잃어버렸다. 따라서 그가 느꼈던 것은 당황스러웠다는 것이다,"그는 당황했다는 것을 느꼈는데, 왜냐하면 그가 그 결과 지갑을 잃어버렸기 때문이다"
778,그는 새 게임을 구입했다,신나서 설레었다,그는 새 게임을 구입했다. 따라서 그는 설레었다는 것을 느꼈다,그는 새 게임을 구입했다. 따라서 그가 느꼈던 것은 설렜다는 것이다,"그는 흥분했다는 것을 느꼈는데, 왜냐하면 그가 새 게임을 구입했기 때문이다"
779,그는 나머지를 저장했다,만족했다,그는 나머지를 저장했다. 따라서 그는 안심했다는 것을 느꼈다,그는 나머지를 저장했다. 따라서 그가 느꼈던 것은 안심스러웠다는 것이다,"그는 자부심을 느꼈는데, 왜냐하면 그가 나머지를 저장했기 때문이다"
780,그는 일정을 변경했다,당황스러웠다,그는 일정을 변경했다. 따라서 그는 당황스러웠다는 것을 느꼈다,그는 일정을 변경했다. 따라서 그가 느꼈던 것은 안도했다는 것이다,"그는 당황스러웠다는 것을 느꼈는데, 왜냐하면 그가 일정을 변경했기 때문이다"
781,그는 트롬본을 연주했다,즐거웠다,그는 행복했다는 것을 느꼈다,그는 트롬본을 연주했다. 따라서 그가 느꼈던 것은 음악에 대한 열정이었다는 것이다,"그는 자부심을 느꼈는데, 왜냐하면 그가 트롬본을 연주했기 때문이다"
782,그는 번지점프를 하러 갔다,신나서 기대했다,그는 번지점프를 하러 갔다. 따라서 그는 스릴을 느꼈다,그는 번지점프를 하러 갔다. 따라서 그가 느꼈던 것은 스릴을 느꼈다는 것이다,"그는 두려웠다는 것을 느꼈는데, 왜냐하면 그가 번지점프를 하러 갔기 때문이다"
783,그는 운동량을 늘렸다,건강하고 활기차게 느꼈다,그는 운동량을 늘렸다. 따라서 그는 건강해졌다는 것을 느꼈다,그는 운동량을 늘렸다. 따라서 그가 느꼈던 것은 건강해지고 있다는 것이다,"그는 피곤했다는 것을 느꼈는데, 왜냐하면 그가 운동량을 늘렸기 때문이다"
784,그는 그녀에게 휴가를 줬다,그녀가 기뻐하길 바랐다,그는 그녀에게 휴가를 줬다. 따라서 그는 관대한 상사가 되었다는 것을 느꼈다,그는 그녀에게 휴가를 줬다. 따라서 그가 느꼈던 것은 그녀를 위해 좋은 일을 한 것 같아 기뻤다는 것이다,"그는 자부심을 느꼈는데, 왜냐하면 그가 그녀에게 휴가를 줬기 때문이다"
785,그는 다니던 직장을 그만뒀다,자유로웠다,그는 다니던 직장을 그만뒀다. 따라서 그는 불안했다는 것을 느꼈다,그는 다니던 직장을 그만뒀다. 따라서 그가 느꼈던 것은 안정적이지 않았다는 것이다,"그는 안심했다는 것을 느꼈는데, 왜냐하면 그가 다니던 직장을 그만뒀기 때문이다"
786,그는 그녀와 같은 냄새가 났다,놀랐다,그는 그녀와 같은 냄새가 났다. 따라서 그는 안정감을 느꼈다,그는 그녀와 같은 냄새가 났다. 따라서 그가 느꼈던 것은 서로 잘 어울린다는 것이다,"그는 당황했다는 것을 느꼈는데, 왜냐하면 그가 그녀와 같은 냄새가 났기 때문이다"
787,그는 드디어 만났다,기뻤다,그는 드디어 만났다. 따라서 그는 안도했다는 것을 느꼈다,그는 드디어 만났다. 따라서 그가 느꼈던 것은 안심이었다는 것이다,"그는 흥분했다는 것을 느꼈는데, 왜냐하면 그가 드디어 만났기 때문이다"
788,그는 어느 날 집에 돌아왔다,안정감을 느꼈다,그는 어느 날 집에 돌아왔다. 따라서 그는 안정감을 느꼈다,그는 어느 날 집에 돌아왔다. 따라서 그가 느꼈던 것은 안정감이었다는 것이다,"그는 피곤했다는 것을 느꼈는데, 왜냐하면 그가 어느 날 집에 돌아왔기 때문이다"
789,그는 그녀에게 손을 내밀었다,떨렸다,그는 그녀에게 손을 내밀었다. 따라서 그는 자신의 용기를 느꼈다,그는 그녀에게 손을 내밀었다. 따라서 그가 느꼈던 것은 긴장되고 기대했다는 것이다,"그는 긴장되었다는 것을 느꼈는데, 왜냐하면 그가 그녀에게 손을 내밀었기 때문이다"
790,그는 두통이 심했다,불편했다,그는 두통이 심했다. 따라서 그는 피곤하다는 것을 느꼈다,그는 두통이 심했다. 따라서 그가 느꼈던 것은 지친다는 것이다,"그는 불편했다는 것을 느꼈는데, 왜냐하면 그가 두통이 심했기 때문이다"
791,그는 사인을 받았다,감사했다,그는 사인을 받았다. 따라서 그는 자신감이 생겼다는 것을 느꼈다,그는 사인을 받았다. 따라서 그가 느꼈던 것은 기뻤다는 것이다,"그는 자부심을 느꼈다는 것을 느꼈는데, 왜냐하면 그가 사인을 받았기 때문이다"
792,그는 가까워지고 있었다,기쁘고 설렜다,그는 가까워지고 있었다. 따라서 그는 행복했다는 것을 느꼈다,그는 가까워지고 있었다. 따라서 그가 느꼈던 것은 설렜다는 것이다,"그는 행복해지고 있었다는 것을 느꼈는데, 왜냐하면 그가 가까워지고 있었기 때문이다"
793,그는 케이크를 굽고 싶어 했다,기대감으로 가득 찼다,그는 케이크를 굽고 싶어 했다. 따라서 그는 요리에 열정을 느꼈다,그는 케이크를 굽고 싶어 했다. 따라서 그가 느꼈던 것은 달콤한 냄새가 퍼져나와 기쁘다는 것이다,"그는 배고프다는 것을 느꼈는데, 왜냐하면 그가 케이크를 굽고 싶어 했기 때문이다"
794,그는 기침이 심했다,걱정했다,그는 기침이 심했다. 따라서 그는 아프다는 것을 느꼈다,그는 기침이 심했다. 따라서 그가 느꼈던 것은 건강이 안 좋다는 것이다,"그는 걱정했다는 것을 느꼈는데, 왜냐하면 그가 기침이 심했기 때문이다"
795,그는 새 친구가 생겼다,기뻤다,그는 새 친구가 생겼다. 따라서 그는 흥분했다는 것을 느꼈다,그는 새 친구가 생겼다. 따라서 그가 느꼈던 것은 기쁨이었다는 것이다,"그는 행복해했다는 것을 느꼈는데, 왜냐하면 그가 새 친구가 생겼기 때문이다"
796,그는 새 시계를 구입했다,기쁨을 느꼈다,그는 새 시계를 구입했다. 따라서 그는 자랑스러웠다는 것을 느꼈다,그는 새 시계를 구입했다. 따라서 그가 느꼈던 것은 기분이 좋았다는 것이다,"그는 행복했다는 것을 느꼈는데, 왜냐하면 그가 새 시계를 구입했기 때문이다"
797,그는 화장실을 이용했다,시원했다,그는 화장실을 이용했다. 따라서 그는 시원했다는 것을 느꼈다,그는 화장실을 이용했다. 따라서 그가 느꼈던 것은 안도되었다는 것이다,"그는 안도했다는 것을 느꼈는데, 왜냐하면 그가 화장실을 이용했기 때문이다"
798,그는 기차를 놓쳤다,실망했다,그는 기차를 놓쳤다. 따라서 그는 실망했다는 것을 느꼈다,그는 기차를 놓쳤다. 따라서 그가 느꼈던 것은 실망스러웠다는 것이다,"그는 실망했다는 것을 느꼈는데, 왜냐하면 그가 기차를 놓쳤기 때문이다"
799,그는 정말 수줍음이 많았다,부끄러웠다,그는 정말 수줍음이 많았다. 따라서 그는 사람들과 어울리기 어려웠다는 것을 느꼈다,그는 정말 수줍음이 많았다. 따라서 그가 느꼈던 것은 자신감 부족이었다는 것이다,"그는 불안했다는 것을 느꼈는데, 왜냐하면 그가 정말 수줍음이 많았기 때문이다"
800,그는 드디어 임신했다,기쁘고 설렜다,그는 드디어 임신했다. 따라서 그는 기쁘다는 것을 느꼈다,그는 드디어 임신했다. 따라서 그가 느꼈던 것은 기쁨이었다는 것이다,"그는 기쁨을 느꼈는데, 왜냐하면 그가 드디어 임신했기 때문이다"
801,그는 볼링을 치러 갔다,즐거웠다,그는 볼링을 치러 갔다. 따라서 그는 즐거웠다는 것을 느꼈다,그는 볼링을 치러 갔다. 따라서 그가 느꼈던 것은 즐거웠다는 것이다,"그는 재미있었다는 것을 느꼈는데, 왜냐하면 그가 볼링을 치러 갔기 때문이다"
802,그는 팀에 합류했다,기쁘고 설레었다,그는 팀에 합류했다. 따라서 그는 환영받았다는 것을 느꼈다,그는 팀에 합류했다. 따라서 그가 느꼈던 것은 설레었다는 것이다,"그는 환영받았다는 것을 느꼈는데, 왜냐하면 그가 팀에 합류했기 때문이다"
803,그는 수표를 입금했다,안도하고 안정감을 느꼈다,그는 수표를 입금했다. 따라서 그는 안심했다는 것을 느꼈다,그는 수표를 입금했다. 따라서 그가 느꼈던 것은 안심스러웠다는 것이다,"그는 안심했다는 것을 느꼈는데, 왜냐하면 그가 수표를 입금했기 때문이다"
804,그는 결승에 진출했다,흥분되었다,그는 결승에 진출했다. 따라서 그는 자신감이 솟았다는 것을 느꼈다,그는 결승에 진출했다. 따라서 그가 느꼈던 것은 자신감이 생겼다는 것이다,"그는 흥분했다는 것을 느꼈는데, 왜냐하면 그가 결승에 진출했기 때문이다"
805,그는 데이트를 취소했다,실망했다,그는 데이트를 취소했다. 따라서 그는 실망스러웠다는 것을 느꼈다,그는 데이트를 취소했다. 따라서 그가 느꼈던 것은 실망했다는 것이다,"그는 실망했다는 것을 느꼈는데, 왜냐하면 그가 데이트를 취소했기 때문이다"
806,그는 에세이를 써야 했다,부담스러웠다,그는 에세이를 써야 했다. 따라서 그는 스트레스를 느꼈다,그는 에세이를 써야 했다. 따라서 그가 느꼈던 것은 압박감과 스트레스였다는 것이다,"그는 압박을 느꼈는데, 왜냐하면 그가 에세이를 써야 했기 때문이다"
807,그의 차례가 돌아왔다,신나서 기뻤다,그의 차례가 돌아왔다. 따라서 그는 긴장되었다는 것을 느꼈다,그의 차례가 돌아왔다. 따라서 그가 느꼈던 것은 설렜다는 것이다,"그는 설렜다는 것을 느꼈는데, 왜냐하면 그의 차례가 돌아왔기 때문이다"
808,그는 다음 날 깨어났다,새로운 시작을 기대했다,그는 다음 날 깨어났다. 따라서 그는 새로운 시작을 느꼈다,그는 다음 날 깨어났다. 따라서 그가 느꼈던 것은 상쾌했다는 것이다,"그는 피곤했다는 것을 느꼈는데, 왜냐하면 그가 다음 날 깨어났기 때문이다"
809,그는 학교를 다니기 시작했다,신나고 기대했다,그는 학교를 다니기 시작했다. 따라서 그는 설레임을 느꼈다,그는 학교를 다니기 시작했다. 따라서 그가 느꼈던 것은 새로운 친구들을 사귀고 싶다는 것이다,"그는 불안했다는 것을 느꼈는데, 왜냐하면 그가 학교를 다니기 시작했기 때문이다"
810,그는 화살을 쐈다,승리감을 느꼈다,그는 화살을 쐈다. 따라서 그는 자신감이 넘쳤다는 것을 느꼈다,그는 화살을 쐈다. 따라서 그가 느꼈던 것은 목표를 달성했다는 것이다,"그는 자신감이 넘쳤다는 것을 느꼈는데, 왜냐하면 그가 화살을 쐈기 때문이다"
