,input,A,B,B2,B3
208,그는 그녀에게 원하는대로 할 수 있게 했다,그녀를 기쁘게 하고 싶어서다,그는 그녀에게 원하는대로 할 수 있게 했다. 왜냐하면 그가 그녀를 기쁘게 하기를 원했기 때문이다,그는 그녀에게 원하는대로 할 수 있게 했다. 왜냐하면 그가 원했던 것은 그녀의 마음을 얻는 것이다,"그는 자유롭기를 원했기에, 그녀에게 원하는대로 할 수 있게 했다"
209,그는 밤에 잠이 들었다,피로를 풀고 싶어서다,그는 밤에 잠이 들었다. 왜냐하면 그가 피곤함을 원했기 때문이다,그는 밤에 잠이 들었다. 왜냐하면 그가 원했던 것은 피곤함을 이겨내는 것이다,"그는 피곤함을 느끼기를 원했기에, 밤에 잠이 들었다"
210,그도 그것을 원했다,자신의 욕망을 충족시키고 싶어서다,그도 그것을 원했다. 왜냐하면 그가 자신의 꿈을 이루기를 원했기 때문이다,그도 그것을 원했다. 왜냐하면 그가 원했던 것은 자신의 욕구를 충족시키는 것이다,"그는 행복하기를 원했기에, 그도 그것을 원했다"
211,그는 소총을 발사했다,자신을 방어하고 싶어서다,그는 소총을 발사했다. 왜냐하면 그가 자신을 방어하기를 원했기 때문이다,그는 소총을 발사했다. 왜냐하면 그가 원했던 것은 자신을 방어하는 것이다,"그는 자신을 방어하기를 원했기에, 소총을 발사했다"
212,그는 체중이 줄었다,건강하고 좋아보이고 싶어서다,그는 체중이 줄었다. 왜냐하면 그가 건강한 몸매를 원했기 때문이다,그는 체중이 줄었다. 왜냐하면 그가 원했던 것은 건강해지는 것이다,"그는 건강해지기를 원했기에, 체중이 줄었다"
213,그는 목이 아파했다,물을 마시고 싶어서다,그는 목이 아파했다. 왜냐하면 그가 물을 마시기를 원했기 때문이다,그는 목이 아파했다. 왜냐하면 그가 원했던 것은 편안하게 쉬는 것이다,"그는 물을 마시기를 원했기에, 목이 아파했다"
214,그는 쩝쩝거리는 소리를 내었다,주변 사람들을 괴롭히고 싶어서다,그는 쩝쩝거리는 소리를 내었다. 왜냐하면 그가 주위의 사람들의 주의를 끄기를 원했기 때문이다,그의 즐거움을 표현하는 것이다,"그는 조용한 환경을 원했기에, 쩝쩝거리는 소리를 내었다"
215,그는 스스로를 기록했다,자신의 성장과 발전을 기록하고 싶어서다,그는 스스로를 기록했다. 왜냐하면 그가 성장과 발전을 기록하기를 원했기 때문이다,그는 스스로를 기록했다. 왜냐하면 그가 원했던 것은 자신의 성장을 보여주는 것이다,"그는 성장을 기록하기를 원했기에, 스스로를 기록했다"
216,그는 자신에 대해 매우 화가 나 있었다,자신을 이해하지 못하고 있었기 때문이다,그는 자신에 대해 매우 화가 나 있었다. 왜냐하면 그가 속앓이를 털어놓기를 원했기 때문이다,그는 자신에 대해 매우 화가 나 있었다. 왜냐하면 그가 원했던 것은 다른 사람들의 인정을 받는 것이다,"그는 정당한 대우를 받기를 원했기에, 자신에 대해 매우 화가 나 있었다"
217,그는 이제 시작해야 했다,목표를 이루고 싶어서다,그는 이제 시작해야 했다. 왜냐하면 그가 목표를 이루기를 원했기 때문이다,그는 이제 시작해야 했다. 왜냐하면 그가 원했던 것은 성공을 이루는 것이다,"그는 성공하기를 원했기에, 이제 시작해야 했다"
218,그는 열쇠를 잊어버렸다,실수로 잊어버렸기 때문이다,그는 열쇠를 잊어버렸다. 왜냐하면 그가 집에 들어가지 않기를 원했기 때문이다,그는 열쇠를 잊어버렸다. 왜냐하면 그가 원했던 것은 집에 들어가지 않는 것이다,"그는 빨리 집에 돌아가기를 원했기에, 열쇠를 잊어버렸다"
219,그는 오늘이 첫날였다,새로운 시작을 하고 싶어서다,그는 오늘이 첫날였다. 왜냐하면 그가 새로운 시작을 원했기 때문이다,그는 오늘이 첫날이었다. 왜냐하면 그가 원했던 것은 새로운 시작을 하는 것이었다,"그는 새로운 시작을 원했기에, 오늘이 첫날였다"
220,그는 차를 엎질렀다,주의를 집중시키고 싶어서다,그는 차를 엎질렀다. 왜냐하면 그가 사고를 만들기를 원했기 때문이다,그는 차를 엎질렀다. 왜냐하면 그가 원했던 것은 속도를 내는 것이었다,"그는 속도를 내기를 원했기에, 차를 엎질렀다"
221,그는 이유를 설명했다,자신의 행동을 정당화하고 싶어서다,그는 이유를 설명했다. 왜냐하면 그가 오해를 풀기를 원했기 때문이다,그의 행동에 대해 이해를 구하는 것이었다,"그는 오해를 풀기를 원했기에, 이유를 설명했다"
222,그는 휴가를 시작했다,스트레스를 풀고 쉬고 싶어서다,그는 휴가를 시작했다. 왜냐하면 그가 피로를 풀기를 원했기 때문이다,그는 휴식과 즐거움을 찾는 것이다,"그는 피곤함을 벗어나기를 원했기에, 휴가를 시작했다"
223,그는 여자친구와 결혼했다,더 나은 미래를 위해 함께 하고 싶어서다,그는 여자친구와 결혼했다. 왜냐하면 그가 평생 함께 하기를 원했기 때문이다,그는 여자친구와 결혼했다. 왜냐하면 그가 원했던 것은 평생 함께하는 것이다,"그는 평생을 함께하길 원했기에, 여자친구와 결혼했다"
224,그는 새로운 사람들을 만났다,새로운 친구를 사귀고 싶어서다,그는 새로운 사람들을 만났다. 왜냐하면 그가 친구를 사귀기를 원했기 때문이다,그는 새로운 사람들을 만났다. 왜냐하면 그가 원했던 것은 새로운 친구를 사귀는 것이다,"그는 친구를 사귀기를 원했기에, 새로운 사람들을 만났다"
225,그는 더 이상 짖지 않았다,평화롭게 쉬고 싶어서다,그는 더 이상 짖지 않았다. 왜냐하면 그가 주인의 목소리를 듣기를 원했기 때문이다,그는 조용한 시간을 가지고 싶었기 때문이다,"그는 평화로운 시간을 보내기를 원했기에, 더 이상 짖지 않았다"
226,그는 싸우고 싶지 않아 했다,평화를 유지하고 싶어서다,그는 평화를 유지하기를 원했기 때문이다,그는 평화롭게 지내고 싶었기 때문이다,"그는 평화로운 분위기를 원했기에, 싸우고 싶지 않아 했다"
227,그는 포커 토너먼트에 참가했다,돈을 벌고 싶어서다,그는 포커 토너먼트에 참가했다. 왜냐하면 그가 승리를 원했기 때문이다,그는 포커 토너먼트에 참가했다. 왜냐하면 그가 원했던 것은 상금을 따는 것이다,"그는 돈을 벌기를 원했기에, 포커 토너먼트에 참가했다"
228,그는 휴대폰을 돌려받았다,연락을 받고 싶어서다,그는 휴대폰을 돌려받았다. 왜냐하면 그가 연락을 받기를 원했기 때문이다,그는 휴대폰을 돌려받았다. 왜냐하면 그가 원했던 것은 분실한 물건을 되찾는 것이다,"그는 분실한 물건을 되찾기를 원했기에, 휴대폰을 돌려받았다"
229,그는 다음 날 그만뒀다,더 이상 일하지 싶지 않아서다,그는 다음 날 그만뒀다. 왜냐하면 그가 휴식을 취하기를 원했기 때문이다,그는 다음 날 그만뒀다. 왜냐하면 그가 원했던 것은 휴식을 취하는 것이다,"그는 피곤함을 이기기를 원했기에, 다음 날 그만뒀다"
230,그는 도와달라고 울부짖었다,도움을 받고 싶어서다,그는 도와달라고 울부짖었다. 왜냐하면 그가 위험에서 벗어나기를 원했기 때문이다,그는 도와달라고 울부짖었다. 왜냐하면 그가 원했던 것은 도움을 받는 것이다,"그는 도움을 받기를 원했기에, 도와달라고 울부짖었다"
231,그는 좋아하는 노래를 연주했다,자신의 감정을 표현하고 싶어서다,그는 좋아하는 노래를 연주했다. 왜냐하면 그가 음악으로 힐링을 원했기 때문이다,그는 좋아하는 노래를 연주했다. 왜냐하면 그가 원했던 것은 음악으로 표현하는 것이다,"그는 음악을 즐기기를 원했기에, 좋아하는 노래를 연주했다"
232,그는 동영상을 시청했다,여가 시간을 즐기고 싶어서다,그는 동영상을 시청했다. 왜냐하면 그가 즐거움을 찾기를 원했기 때문이다,그는 동영상을 시청했다. 왜냐하면 그가 원했던 것은 즐거움을 얻는 것이다,"그는 새로운 영감을 얻기를 원했기에, 동영상을 시청했다"
233,그는 하루 종일 플레이했다,스트레스를 풀고 싶어서다,그는 하루 종일 플레이했다. 왜냐하면 그가 스트레스를 풀기를 원했기 때문이다,그는 하루 종일 플레이했다. 왜냐하면 그가 원했던 것은 스트레스를 풀고 즐거움을 느끼는 것이다,"그는 쉬기를 원했기에, 하루 종일 플레이했다"
234,그는 공을 가지고 있었다,놀고 싶어서다,그는 공을 가지고 있었다. 왜냐하면 그가 놀이를 즐기기를 원했기 때문이다,그는 공을 가지고 있었다. 왜냐하면 그가 원했던 것은 운동을 하는 것이다,"그는 축구를 하기를 원했기에, 공을 가지고 있었다"
235,그는 가발을 뒤집었다,자신을 숨기고 싶어서다,그는 가발을 뒤집었다. 왜냐하면 그가 신분을 숨기기를 원했기 때문이다,그의 머리카락을 바꾸는 것이다,"그는 놀림을 원했기에, 가발을 뒤집었다"
236,그는 집처럼 편안해 했다,집에서 휴식을 취하고 싶어서다,그는 집처럼 편안해 했다. 왜냐하면 그가 스트레스를 풀기를 원했기 때문이다,그는 집처럼 편안해 했다. 왜냐하면 그가 원했던 것은 안식을 취하는 것이다,"그는 안락함을 원했기에, 집처럼 편안해 했다"
237,그는 무서운 소리를 들었다,위협을 감지하고 대비하고 싶어서다,그는 무서운 소리를 들었다. 왜냐하면 그가 안전을 확인하기를 원했기 때문이다,그는 무서운 소리를 들었다. 왜냐하면 그가 원했던 것은 안전을 확인하는 것이다,"그는 안전을 원했기에, 무서운 소리를 들었다"
238,그는 거미를 죽였다,거미를 무서워해서다,그는 거미를 죽였다. 왜냐하면 그가 안전을 원했기 때문이다,그는 거미를 죽였다. 왜냐하면 그가 원했던 것은 안전한 환경을 유지하는 것이다,"그는 안전을 원했기에, 거미를 죽였다"
239,그는 그녀에게 음식을 줬다,그녀를 기쁘게 하고 싶어서다,그는 그녀에게 음식을 줬다. 왜냐하면 그가 그녀를 기쁘게 하기를 원했기 때문이다,그녀가 배고프지 않게 하고 싶었기 때문이다,"그는 그녀를 기쁘게 하기를 원했기에, 그녀에게 음식을 줬다"
240,그는 캠핑 여행 중였다,자연 속에서 휴식을 취하고 싶어서다,그는 캠핑 여행 중였다. 왜냐하면 그가 자연 속에서 휴식을 원했기 때문이다,그는 캠핑 여행 중였다. 왜냐하면 그가 원했던 것은 자연 속에서 휴식하는 것이다,"그는 조용한 자연 속에서 휴식을 취하기를 원했기에, 캠핑 여행 중였다"
241,그는 둥지를 지었다,안전한 곳을 만들고 싶어서다,그는 둥지를 지었다. 왜냐하면 그가 안전한 곳에서 쉬기를 원했기 때문이다,그는 안전한 곳에서 쉬고 싶었기 때문이다,"그는 안정을 찾기를 원했기에, 둥지를 지었다"
242,그는 멍청해 보였다,남을 놀리고 싶어서다,그는 멍청해 보였다. 왜냐하면 그가 아무것도 모르는 척하기를 원했기 때문이다,그는 멍청해 보였다. 왜냐하면 그가 원했던 것은 다른 사람들의 주의를 끄는 것이었다,"그는 재미있게 보이기를 원했기에, 멍청해 보였다"
243,그는 머리 뒤에도 눈이 있었다,주변을 더 잘 볼 수 있어서다,그는 머리 뒤에도 눈이 있었다. 왜냐하면 그가 360도로 보기를 원했기 때문이다,그는 뒤도 잘 볼 수 있는 것이었다,"그는 뒷모습도 볼 수 있기를 원했기에, 머리 뒤에도 눈이 있었다"
244,그는 기침을 시작했다,몸이 아프기 때문이다,그는 기침을 시작했다. 왜냐하면 그가 무언가를 제거하기를 원했기 때문이다,그는 기침을 시작했다. 왜냐하면 그가 원했던 것은 주변의 사람들에게 주목받는 것이다,"그는 주변 사람들의 주의를 끌기를 원했기에, 기침을 시작했다"
245,그는 새 트럭을 구입했다,더 나은 운송 수단이 필요했기 때문이다,그는 새 트럭을 구입했다. 왜냐하면 그가 멋진 차를 타기를 원했기 때문이다,그는 새 트럭을 구입했다. 왜냐하면 그가 원했던 것은 더 안전하고 편안한 운전 경험을 하는 것이다,"그는 더 나은 운송수단을 원했기에, 새 트럭을 구입했다"
246,그는 몸을 따뜻하게 했다,건강을 유지하고 싶어서다,그는 몸을 따뜻하게 했다. 왜냐하면 그가 추운 날씨에 대비하기를 원했기 때문이다,그는 몸을 따뜻하게 했다. 왜냐하면 그가 원했던 것은 추운 겨울을 건강하게 보내는 것이다,"그는 겨울을 맞이하기를 원했기에, 몸을 따뜻하게 했다"
247,그는 하나를 훔쳤다,자신에게 없는 것을 얻고 싶어서다,그는 하나를 훔쳤다. 왜냐하면 그가 돈을 벌기를 원했기 때문이다,그는 하나를 훔쳤다. 왜냐하면 그가 원했던 것은 불법적인 이득을 얻는 것이다,"그는 배가 고팠기를 원했기에, 하나를 훔쳤다"
248,그는 큰 시험이 다가오고 있었다,성공하고 싶어서다,그는 큰 시험이 다가오고 있었다. 왜냐하면 그가 더 나은 미래를 원했기 때문이다,그는 큰 시험이 다가오고 있었다. 왜냐하면 그가 원했던 것은 좋은 대학에 진학하는 것이다,"그는 의사가 되기를 원했기에, 큰 시험이 다가오고 있었다"
249,그는 어쨌든 떠났다,자유를 찾고 싶어서다,그는 어쨌든 떠났다. 왜냐하면 그가 새로운 시작을 원했기 때문이다,그는 어쨌든 떠났다. 왜냐하면 그가 원했던 것은 혼자서 시간을 보내는 것이다,"그는 평화로운 곳에서 살기를 원했기에, 어쨌든 떠났다"
250,그는 혀를 내밀어 메롱했다,상대방을 조롱하고 싶어서다,그는 상대방을 조롱하기를 원했기 때문이다,그는 주변 사람들을 깜짝 놀라게 하는 것이다,"그는 상대방을 조롱하기를 원했기에, 혀를 내밀어 메롱했다"
251,그는 마침내 그녀를 만났다,사랑을 찾고 싶어서다,그는 마침내 그녀를 만났다. 왜냐하면 그가 사랑을 찾기를 원했기 때문이다,그는 마침내 그녀를 만났다. 왜냐하면 그가 원했던 것은 사랑을 찾는 것이었다,"그는 진정한 사랑을 찾기를 원했기에, 마침내 그녀를 만났다"
252,그는 티켓을 받았다,규칙을 어기지 않고 싶어서다,그는 티켓을 받았다. 왜냐하면 그가 콘서트에 가기를 원했기 때문이다,그는 티켓을 받았다. 왜냐하면 그가 원했던 것은 공연을 보는 것이다,"그는 콘서트에 가기를 원했기에, 티켓을 받았다"
253,그는 밤을 새워 공부했다,시험을 잘 보고 싶어서다,그는 밤을 새워 공부했다. 왜냐하면 그가 시험에 통과하기를 원했기 때문이다,그는 밤을 새워 공부했다. 왜냐하면 그가 원했던 것은 시험에서 좋은 성적을 받는 것이다,"그는 시험에 합격하기를 원했기에, 밤을 새워 공부했다"
254,그는 금식을 깨기 시작했다,자신의 식욕을 충족시키고 싶어서다,그는 금식을 깨기 시작했다. 왜냐하면 그가 배고파서 먹기를 원했기 때문이다,그는 금식을 깨기 시작했다. 왜냐하면 그가 원했던 것은 배고픔을 해소하는 것이다,"그는 건강을 회복하기를 원했기에, 금식을 깨기 시작했다"
255,그는 그녀를 유혹으로 이끌었다,자기 자신을 증명하고 싶어서다,그는 그녀를 유혹으로 이끌었다. 왜냐하면 그가 자신의 욕망을 충족시키기를 원했기 때문이다,그녀와 관계를 가지는 것이었다,"그는 사랑을 얻기를 원했기에, 그녀를 유혹으로 이끌었다"
256,그는 외출금지를 당했다,집에 머물고 싶어서다,그는 외출금지를 당했다. 왜냐하면 그가 규칙을 어기기를 원했기 때문이다,그는 자유롭게 친구들과 만나 노는 것이다,"그는 자유롭게 돌아다니기를 원했기에, 외출금지를 당했다"
257,그는 집이 그립었다,가족과 함께 있고 싶어서다,그는 집이 그립었다. 왜냐하면 그가 가족과 함께 시간을 보내기를 원했기 때문이다,그는 집이 그립었다. 왜냐하면 그가 원했던 것은 가족과 함께 있는 것이다,"그는 안정된 환경을 원했기에, 집이 그립었다"
258,그는 직장에서 은퇴했다,평화롭게 살고 싶어서다,그는 직장에서 은퇴했다. 왜냐하면 그가 여유롭게 삶을 즐기기를 원했기 때문이다,그는 직장에서 은퇴했다. 왜냐하면 그가 원했던 것은 쉬어가는 것이다,"그는 여행을 즐기기를 원했기에, 직장에서 은퇴했다"
259,그는 게시되었다,인기를 얻고 싶어서다,그는 게시되었다. 왜냐하면 그가 유명해지기를 원했기 때문이다,그는 게시되었다. 왜냐하면 그가 원했던 것은 인정받는 것이다,"그는 유명해지기를 원했기에, 게시되었다"
260,그는 첫 직장을 얻었다,돈을 벌고 싶어서다,그는 독립적으로 살기를 원했기 때문이다,그는 독립적으로 살 수 있는 능력을 갖추는 것이다,"그는 독립하기를 원했기에, 첫 직장을 얻었다"
261,그는 주차장을 찾았다,차를 주차하고 싶어서다,그는 주차장을 찾았다. 왜냐하면 그가 자동차를 주차하기를 원했기 때문이다,그는 주차장을 찾았다. 왜냐하면 그가 원했던 것은 쇼핑을 하러 가는 것이다,"그는 차를 주차하기를 원했기에, 주차장을 찾았다"
262,그는 무도회 드레스와 함께 입었다,특별한 자리에 참석하고 싶어서다,그는 무도회 드레스와 함께 입었다. 왜냐하면 그가 멋진 모습을 원했기 때문이다,그는 눈에 띄는 것이다,"그는 멋진 사진을 찍기를 원했기에, 무도회 드레스와 함께 입었다"
263,그는 바위에 걸려 넘어졌다,주변을 무시하고 있었기 때문에 발생했다,그는 바위에 걸려 넘어졌다. 왜냐하면 그가 지나치게 빠르게 걷기를 원했기 때문이다,그는 바위에 걸려 넘어졌다. 왜냐하면 그가 원했던 것은 산책하는 것이었다,"그는 빨리 가기를 원했기에, 바위에 걸려 넘어졌다"
264,그는 스스로를 존중했다,자신을 소중히 여기고 싶어서다,그는 스스로를 존중했다. 왜냐하면 그가 다른 사람들로부터도 존중받기를 원했기 때문이다,그의 내적 평화와 안정을 찾는 것이었다,"그는 자신을 인정받기를 원했기에, 스스로를 존중했다"
265,그는 추수감사절 저녁 식사를 준비했다,가족과 함께 특별한 시간을 보내고 싶어서다,그는 가족과 함께 특별한 시간을 보내기를 원했기 때문이다,그는 추수감사절 저녁 식사를 준비했다. 왜냐하면 그가 원했던 것은 가족과 함께 특별한 시간을 보내는 것이다,"그는 가족과 함께 특별한 시간을 보내기를 원했기에, 추수감사절 저녁 식사를 준비했다"
266,그는 코를 후볐다,건강을 회복하고 싶어서다,그는 코를 후볐다. 왜냐하면 그가 감기를 낫기를 원했기 때문이다,그는 코를 후볐다. 왜냐하면 그가 원했던 것은 더 잘 냄새를 맡는 것이다,"그는 냄새를 피하기를 원했기에, 코를 후볐다"
267,그는 곧바로 잠자리에 들었다,숙면을 취하고 싶어서다,그는 곧바로 잠자리에 들었다. 왜냐하면 그가 피곤해서 쉬기를 원했기 때문이다,그는 곧바로 잠자리에 들었다. 왜냐하면 그가 원했던 것은 피로를 풀기 위해서라도 푹 쉬고 싶었기 때문이다,"그는 피곤하기를 원했기에, 곧바로 잠자리에 들었다"
268,그는 함께 앉아 있었다,외로움을 달래고 싶어서다,그는 함께 앉아 있었다. 왜냐하면 그가 대화를 나누기를 원했기 때문이다,그는 함께 앉아 있었다. 왜냐하면 그가 원했던 것은 대화를 나누는 것이다,"그는 평화로운 시간을 원했기에, 함께 앉아 있었다"
269,그는 모두에게 감사했다,모두에게 예의를 갖고 싶어서다,그는 모두에게 감사했다. 왜냐하면 그가 친절함을 보이기를 원했기 때문이다,그는 모두에게 감사했다. 왜냐하면 그가 원했던 것은 친절함을 보여주는 것이다,"그는 도움을 받기를 원했기에, 모두에게 감사했다"
270,그는 팔을 뻗었다,스트레칭을 하고 싶어서다,그는 팔을 뻗었다. 왜냐하면 그가 책을 가져오기를 원했기 때문이다,그는 높이 있는 것을 잡는 것이다,"그는 높은 곳에 있는 것을 원했기에, 팔을 뻗었다"
271,그는 꿈에 그리던 직장을 구하기 위해 면접을 봤다,꿈을 이루고 싶어서다,그는 꿈에 그리던 직장을 구하기 위해 면접을 봤다. 왜냐하면 그가 성공적인 직업 생활을 원했기 때문이다,그는 꿈에 그리던 직장을 구하기 위해 면접을 봤다. 왜냐하면 그가 원했던 것은 자신의 역량을 발휘하는 것이었다,"그는 자신의 역량을 증명하기를 원했기에, 꿈에 그리던 직장을 구하기 위해 면접을 봤다"
272,그는 휴가가 필요했다,스트레스를 풀고 싶어서다,그는 피로를 풀기를 원했기 때문이다,그는 휴식이 필요했다. 왜냐하면 그가 원했던 것은 스트레스를 풀고 쉬는 것이었다,"그는 피로를 풀기를 원했기에, 휴가가 필요했다"
273,그는 매우 아팠다,병원에 가고 싶어서다,그는 매우 아팠다. 왜냐하면 그가 주변 사람들의 관심을 받기를 원했기 때문이다,그는 매우 아팠다. 왜냐하면 그가 원했던 것은 쉬어가는 것이다,"그는 즉시 치료를 받기를 원했기에, 매우 아팠다"
274,그는 곰에게 상처를 입혔다,자기 자신을 방어하기 위해서다,그는 곰에게 상처를 입혔다. 왜냐하면 그가 자신의 안전을 지키기를 원했기 때문이다,그는 곰에게 상처를 입혔다. 왜냐하면 그가 원했던 것은 자신을 방어하는 것이다,"그는 자신을 방어하기를 원했기에, 곰에게 상처를 입혔다"
275,그는 제 방으로 돌아왔다,휴식을 취하고 싶어서다,그는 제 방으로 돌아왔다. 왜냐하면 그가 휴식을 취하기를 원했기 때문이다,그는 제 방으로 돌아왔다. 왜냐하면 그가 원했던 것은 편안한 휴식이었다,"그는 조용한 공간을 찾기를 원했기에, 제 방으로 돌아왔다"
276,그는 밴드에 가입했다,음악을 만들고 싶어서다,그는 밴드에 가입했다. 왜냐하면 그가 음악을 연주하기를 원했기 때문이다,그는 밴드에 가입했다. 왜냐하면 그가 원했던 것은 음악으로 사랑을 전하는 것이다,"그는 음악을 연주하기를 원했기에, 밴드에 가입했다"
277,그는 이상하게 생겼다,주의를 끌고 싶어서다,그는 이상하게 생겼다. 왜냐하면 그가 독특한 스타일을 원했기 때문이다,그는 이상하게 생겼다. 왜냐하면 그가 원했던 것은 새로운 스타일을 시도하는 것이다,"그는 유머러스하게 보이기를 원했기에, 이상하게 생겼다"
278,그는 발가락을 삐끗했다,주변 사람들의 주의를 끌고 싶어서다,그는 발가락을 삐끗했다. 왜냐하면 그가 축구를 하기를 원했기 때문이다,그는 발가락을 삐끗했다. 왜냐하면 그가 원했던 것은 운동을 그만두는 것이다,"그는 축구를 하기를 원했기에, 발가락을 삐끗했다"
279,그는 학용품을 구입했다,학교에 재입학하고 싶어서다,그는 학용품을 구입했다. 왜냐하면 그가 공부를 시작하기를 원했기 때문이다,그는 학용품을 구입했다. 왜냐하면 그가 원했던 것은 새로운 학기를 준비하는 것이다,"그는 학업에 집중하기를 원했기에, 학용품을 구입했다"
280,그는 기록을 경신했다,승리하고 싶어서다,그는 기록을 경신했다. 왜냐하면 그가 세계적인 운동선수가 되기를 원했기 때문이다,그는 기록을 경신했다. 왜냐하면 그가 원했던 것은 세계적인 운동선수가 되는 것이다,"그는 스포츠 경기에서 우승하기를 원했기에, 기록을 경신했다"
281,그는 사냥을 좋아했다,자연 속에서 시간을 보내고 싶어서다,그는 사냥을 좋아했다. 왜냐하면 그가 식량을 얻기를 원했기 때문이다,그는 사냥을 좋아했다. 왜냐하면 그가 원했던 것은 야생 동물을 관찰하는 것이다,"그는 자연 속에 있기를 원했기에, 사냥을 좋아했다"
282,그는 쿠키를 더 먹고 싶어했다,답변: 달콤한 것을 먹고 싶어서다,그는 쿠키를 더 먹고 싶어했다. 왜냐하면 그가 달콤한 것을 먹기를 원했기 때문이다,그는 쿠키를 더 먹고 싶어했다. 왜냐하면 그가 원했던 것은 달콤한 맛을 느끼는 것이다,"그는 달콤함을 느끼기를 원했기에, 쿠키를 더 먹고 싶어했다"
283,그가 또 왔다,또 다른 사람을 만나고 싶어서다,그가 또 왔다. 왜냐하면 그가 제안을 하기를 원했기 때문이다,그가 또 왔다. 왜냐하면 그가 원했던 것은 무엇인가를 요구하는 것이다,"그는 당신을 다시 보기를 원했기에, 그가 또 왔다"
284,그는 골대를 움직였다,승리를 원했기 때문이다,그는 골대를 움직였다. 왜냐하면 그가 승리를 원했기 때문이다,그는 골대를 움직였다. 왜냐하면 그가 원했던 것은 상대 팀을 혼란스럽게 만드는 것이다,"그는 승리를 원했기에, 골대를 움직였다"
285,그는 그녀의 뒤에서 소리를 들었다,그녀를 깜짝 놀래키고 싶어서다,그는 그녀의 뒤에서 소리를 들었다. 왜냐하면 그가 그녀를 깜짝 놀라게 하기를 원했기 때문이다,그녀를 깜짝 놀래키는 것이다,"그는 그녀에게 놀라움을 주기를 원했기에, 그녀의 뒤에서 소리를 들었다"
286,그는 바로 본론부터 말했다,시간을 절약하고 싶어서다,그는 바로 본론부터 말했다. 왜냐하면 그가 시간을 아끼기를 원했기 때문이다,그는 시간을 아끼고 직접적으로 이야기하는 것이다,"그는 시간을 아끼기를 원했기에, 바로 본론부터 말했다"
287,그는 인터뷰 일정을 잡았다,성공적인 경력을 쌓고 싶어서다,그는 인터뷰 일정을 잡았다. 왜냐하면 그가 새로운 직장을 찾기를 원했기 때문이다,그의 이야기를 다른 사람들과 공유하는 것이다,"그는 취직하기를 원했기에, 인터뷰 일정을 잡았다"
288,그는 흙장난을 쳤다,재미를 느끼고 싶어서다,그는 흙장난을 쳤다. 왜냐하면 그가 더러워지기를 원했기 때문이다,그는 흙장난을 쳤다. 왜냐하면 그가 원했던 것은 놀이하는 것이다,"그는 재미있게 노기를 원했기에, 흙장난을 쳤다"
289,그는 친구들과 파티에 갔다,즐거운 시간을 보내고 싶어서다,그는 친구들과 파티에 갔다. 왜냐하면 그가 즐거운 시간을 보내기를 원했기 때문이다,그는 친구들과 파티에 갔다. 왜냐하면 그가 원했던 것은 즐거운 시간을 보내는 것이다,"그는 재미있는 시간을 보내기를 원했기에, 친구들과 파티에 갔다"
290,그는 완벽한 드레스를 찾았다,특별한 자리에 참석하기 위해 완벽한 옷을 입고 싶어서다,그는 완벽한 드레스를 찾았다. 왜냐하면 그가 특별한 자리에서 빛나기를 원했기 때문이다,그는 완벽한 드레스를 찾았다. 왜냐하면 그가 원했던 것은 특별한 자리에서 빛나는 것이다,"그는 결혼식에 참석하기를 원했기에, 완벽한 드레스를 찾았다"
291,그는 방을 청소하고 싶어 했다,깨끗한 환경을 원했기 때문이다,그는 방을 청소하고 싶어 했다. 왜냐하면 그가 깨끗한 환경에서 살기를 원했기 때문이다,그는 방을 청소하고 싶어 했다. 왜냐하면 그가 원했던 것은 깨끗한 환경에서 생활하는 것이다,"그는 깨끗한 환경을 원했기에, 방을 청소하고 싶어 했다"
292,그는 그녀에게 기름을 부었다,그녀를 기쁘게 하고 싶어서다,그는 그녀에게 기름을 부었다. 왜냐하면 그가 차를 관리하기를 원했기 때문이다,그는 그녀에게 기름을 부었다. 왜냐하면 그가 원했던 것은 차를 도와주는 것이다,"그는 차에 태우기를 원했기에, 그녀에게 기름을 부었다"
293,그는 신에게 과일을 바쳤다,좋은 행운을 기원하고 싶어서다,그는 신에게 축복을 받기를 원했기 때문이다,그는 신에게 과일을 바쳤다. 왜냐하면 그가 원했던 것은 신의 축복을 받는 것이다,"그는 풍요를 바라기를 원했기에, 신에게 과일을 바쳤다"
294,그는 휴대폰으로 통화했다,업무를 처리하고 싶어서다,그는 휴대폰으로 통화했다. 왜냐하면 그가 친구와 소식을 나누기를 원했기 때문이다,그는 휴대폰으로 통화했다. 왜냐하면 그가 원했던 것은 친구와 대화하는 것이다,"그는 소식을 듣기를 원했기에, 휴대폰으로 통화했다"
295,그는 모자를 벗었다,예의를 갖추고 싶어서다,그는 모자를 벗었다. 왜냐하면 그가 머리에 바람을 쐬기를 원했기 때문이다,그는 안녕 인사를 하기 위해서였다,"그는 존경받기를 원했기에, 모자를 벗었다"
296,그는 쓸데없이 위험한 짓을 했다,자극과 모험을 즐기고 싶어서다,그는 쓸데없이 위험한 짓을 했다. 왜냐하면 그가 스릴을 느끼기를 원했기 때문이다,그는 쓸데없이 위험한 짓을 했다. 왜냐하면 그가 원했던 것은 모험을 하는 것이다,"그는 모험을 원했기에, 쓸데없이 위험한 짓을 했다"
