,input,A,B,B2,B3
404,그는 사진을 찍었다,카메라가 고장나거나 배터리가 다 떨어졌을 때.,"그는 사진을 찍었다. 이는 기록하지 않았다면, 일어나지 않을 수 있다.",그의 뛰어난 기술과 전문 지식이었다.,"그가 그 자리에 있지 않았다면,그가 사진을 찍었던 일은 일어나지 않았을 것이다."
405,그는 남편과 이혼했다,그는 결혼하지 않았다면 이혼할 수 없다.,결혼, 그의 마음을 치유하는 데 도움이 될 수 있는 친구들과 가족들과의 지지와 이해가 필요하다.,"그가 결혼하지 않았다면, 그가 남편과 이혼했던 일은 일어나지 않았을 것이다."
406,그는 결국 무너졌다,그는 결국 무너지지 않을 수도 있다.,"그의 의지가 강했다면, 일어나지 않을 수 있다.",그의 강한 의지와 끈질긴 노력이었다.,"만약 그가 지원을 받았다면, 그가 결국 무너졌던 일은 일어나지 않았을 것이다."
407,그는 먹고 마셨다,그는 배고프지 않았다.,과식,그의 심한 배부름과 졸음이었다.,"만약 그가 거짓말을 했다면, 그가 먹고 마셨던 일은 일어나지 않았을 것이다."
408,그는 수학 시험이 있었다,그는 수학 시험이 없었다.,"""열심히 공부""",그의 무거운 머리와 피곤한 몸이었다.,"만약 그가 공부를 하지 않았다면, 그가 수학 시험이 있었던 일은 일어나지 않았을 것이다."
409,그는 오일 교환이 필요했다,그는 전기차를 운전했기 때문에 오일 교환이 필요하지 않을 수 있다.,심각한 화재, 그의 건강에 해로울 수 있었기 때문이다.,"그가 신중했다면, 그가 오일 교환이 필요했던 일은 일어나지 않았을 것이다."
410,그는 겨울에 밀짚모자를 구입했다,그는 겨울에 밀짚모자를 구입하지 않을 수도 있다.,머리를 보호하기 위해,겨울의 추운 바람과 눈이었다.,"만약 그가 여름에 있었다면,그가 겨울에 밀짚모자를 구입했던 일은 일어나지 않았을 것이다."
411,그는 버퍼에 부딪혔다,그는 버퍼에 부딪히지 않을 수도 있다.,대형 사고, 미끄럼 방지 처리된 바닥이었다.,"만약 그가 조심했다면, 그가 버퍼에 부딪혔던 일은 일어나지 않았을 것이다."
412,그는 치과에 가야 했다,그는 치아가 건강하고 문제가 없기 때문에 치과에 가지 않아도 될 수 있다.,치아 공학적 치료, 그의 치아가 아프기 때문이었다.,"그가 치아를 닦았다면, 그가 치과에 가야 했던 일은 일어나지 않았을 것이다."
413,그는 첫 번째 게임에서 승리했다,그는 상대방이 더 강력한 플레이어일 경우에는 승리하지 못할 수 있다.,"그는 더 높은 점수를 얻었다면, 일어나지 않을 수 있다.", 그의 놀라운 기술과 뛰어난 전략이었다.,"그가 실수를 하지 않았다면,그가 첫 번째 게임에서 승리했던 일은 일어나지 않았을 것이다."
414,그는 입술을 깨물었다,그는 치아가 없어서 입술을 깨물지 못할 수도 있다.,"그는 무엇인가를 깨물었다면, 일어나지 않을 수 있다",그의 강한 의지였다. 그는 결심했던 것을 이루기 위해 모든 것을 다 할 것이라고 다짐했다.,"그가 그녀를 막았다면, 그가 입술을 깨물었던 일은 일어나지 않았을 것이다."
415,그는 머리를 휙 돌렸다,그는 목이 뻐근해서 머리를 휙 돌리지 않을 수도 있다.,순간적으로 반사적인 행동,무엇인가?,"만약 그가 주의했다면,그가 머리를 휙 돌렸던 일은 일어나지 않았을 것이다."
416,그는 이혼을 했다,그는 결혼을 하지 않았다면 이혼을 할 수 없다.,"그는 이혼을 했다. 이는 실수했다면, 일어나지 않을 수 있다.", 그의 결정이었다.,"그가 결혼을 했다면, 그가 이혼을 했던 일은 일어나지 않았을 것이다."
417,그는 늦게 귀가했다,그는 늦게 귀가하지 않을 수도 있다.,피곤하지 않았다면,그가 친구들과 술을 마시고 늦게까지 노는 것이었다.,"그가 그렇게 행동하지 않았다면,그가 늦게 귀가했던 일은 일어나지 않았을 것이다."
418,그는 첫 마라톤을 뛰었다,그는 첫 마라톤을 뛰지 않았다.,지친 몸을 이끌고 마지막까지 끝까지 뛰어 넘었다, 그의 강인한 의지와 훈련 노력이었다.,"만약 그가 훈련하지 않았다면, 그가 첫 마라톤을 뛰었던 일은 일어나지 않았을 것이다."
419,그는 거품 목욕을 했다,그는 거품 목욕을 했다. - 물이 없어서 혹은 거품이 없어서.,만약,"물론, 그는 안전을 위해 조심스럽게 행동했지만, 거품 목욕을 즐기는 동안 미끄러짐을 방지하기 위해 바닥에 방석을 깔아 놓았다.","만약 그가 집에 머물렀다면, 그가 거품 목욕을 했던 일은 일어나지 않았을 것이다."
420,그는 집에 태워다 줄 사람이 필요했다,그는 집에 차가 없어서 일어나지 않을 수 있다.,"그는 집에 태워다 줄 사람이 필요했다. 이는 그가 늦었다면, 일어나지 않을 수 있다.", 그의 건강 상태였다.,"만약 그가 운전을 했다면, 그가 집에 태워다 줄 사람이 필요했던 일은 일어나지 않았을 것이다."
421,그는 스케이트보드를 배웠다,그는 다리를 다칠 수 있기 때문에 스케이트보드를 배우지 않을 수 있다.,"무릎을 다치지 않았다면, 일어나지 않을 수 있다",그의 두 발을 사용하는 것이었다.,"만약 그가 노력하지 않았다면, 그가 스케이트보드를 배웠던 일은 일어나지 않았을 것이다."
422,그는 뭔가 냄새가 났다,그는 코끼리를 만날 수 없다.,"그는 뭔가 냄새가 났다. 이는 만약 졸음했다면, 일어나지 않을 수 있다.",그의 주변을 청소하고 쓸어주는 것이었다.,"만약 샤워를 했다면, 그가 뭔가 냄새가 났던 일은 일어나지 않았을 것이다."
423,그는 데이트 상대에게 깊은 인상을 남겼다,상대방이 그에게 관심을 보이지 않을 수 있다.,"자신의 매력을 잘 발휘하여 호감을 얻었다면, 일어나지 않을 수 있다.",상대방의 관심을 끌기 위해 노력하는 것이 중요하다.,"그가 성의 없이 행동했다면, 그가 데이트 상대에게 깊은 인상을 남겼던 일은 일어나지 않았을 것이다."
424,그는 셔츠에 주스를 엎질렀다,그는 셔츠에 주스를 엎지 않았다면 일어나지 않을 수 있다.,옷을 갈아입는 것,"빠른 속도로 흡수하는 것이 중요하다. 물로 먼저 닦고, 그 후에 세탁기로 세탁해야 한다.","그가 셔츠를 입었다면, 그가 셔츠에 주스를 엎질렀던 일은 일어나지 않았을 것이다."
425,그는 지갑을 찾을 수 없었다,그는 지갑을 잃어버렸기 때문에 일어나지 않을 수 있다.,어쩌면, 그의 실수였다. 그는 지갑을 놓고 어디에 두었는지 기억하지 못했다.,"만약 그가 주머니에 돈을 넣었다면,그가 지갑을 찾을 수 없었던 일은 일어나지 않았을 것이다."
426,그는 먹거나 마셨다,그는 배가 고파서 먹지 않았다.,중독, 그의 몸이 너무 약해서였다.,"만약 그가 아무것도 하지 않았다면, 그가 먹거나 마셨던 일은 일어나지 않았을 것이다."
427,그는 점점 더 좋아지고 있었다,그는 더 이상 노력하지 않고 있었다.,노력, 그의 노력과 의지였다.,"그가 노력을 하지 않았다면,그가 점점 더 좋아지고 있었던 일은 일어나지 않았을 것이다."
428,그는 클럽에 가입했다,그는 클럽에 가입하지 않았다.,위험한 일을 한,그는 클럽에 가입했다. 이를 일어나지 않게 하는 것은 그의 열정과 헌신이다.,"만약 그가 초대를 거절했다면, 그가 클럽에 가입했던 일은 일어나지 않았을 것이다."
429,그는 발목을 다쳤다,그는 잘못된 자세나 미끄러짐으로 발목을 다칠 수 있다.,심각한 손상, 보호대를 착용하는 것이 좋다. 또는 휴식을 취하고 발목에 압력을 가하지 않도록 주의해야 한다.,"만약 그가 조심했다면, 그가 발목을 다쳤던 일은 일어나지 않았을 것이다."
430,그는 별로 도움이 되지 않았다,그는 별로 도움이 되지 않았을 수도 있다.,"그의 도움이 없었다면, 일어나지 않을 수 있다", 내가 스스로의 힘과 노력이었다.,"만약 그가 나를 도와주지 않았다면, 그가 별로 도움이 되지 않았던 일은 일어나지 않았을 것이다."
431,그는 기회를 얻었다,운이 없어서 일어나지 않을 수 있다.,"그는 노력을 했다면, 일어나지 않을 수 있다.", 그의 노력과 열정이었다.,"만약 그가 노력하지 않았다면, 그가 기회를 얻었던 일은 일어나지 않았을 것이다."
432,그는 학교에서 괴롭힘을 당하고 있었다,학교에서 괴롭힘을 당하는 일은 학교 내 폭력 예방 및 대응 프로그램이나 학교 관리자의 적절한 조치로 인해 일어나지 않을 수 있다.,심리적인 상처," 그의 자신감을 훼손시키고, 학업에 집중하는 것을 방해하며 정서적으로 상처를 주는 것이었다.","만약 그가 친구를 사귀었다면, 그가 학교에서 괴롭힘을 당하고 있었던 일은 일어나지 않았을 것이다."
433,그는 환경을 보호했다,자연재해나 환경 파괴에 의해 일어나지 않을 수 있다.,"올바르게 처리되지 않았다면, 일어나지 않을 수 있다",우리 모두의 책임이다. 지속 가능한 미래를 위해 우리는 환경을 보호하고 보전해야 한다.,"만약 그가 아무것도 하지 않았다면, 그가 환경을 보호했던 일은 일어나지 않았을 것이다."
434,그는 우승자를 발표했다,그는 우승자를 발표하지 않았다면 일어나지 않을 수 있다.,불가능, 그의 놀라운 능력과 열정이었다.,"만약 그가 부정을 했다면,그가 우승자를 발표했던 일은 일어나지 않았을 것이다."
435,그는 밖에 풀을 봤다,실내에서 일어나지 않을 수 있다.,"물웅덩이를 발견했다면, 일어나지 않을 수 있다",그의 깊은 호흡이었다. 그는 자연의 아름다움에 감탄하며 한동안 그 자리에 앉아 있었다.,"만약 그가 집에 있었다면, 그가 밖에 풀을 봤던 일은 일어나지 않았을 것이다."
436,그는 유권자 등록을 했다,"선거가 취소되지 않는 한, 그는 유권자 등록을 했다.",정치적 변화, 불가능하다. 왜냐하면 유권자 등록은 개인의 권리이기 때문이다.,"만약 그가 게을렀다면, 그가 유권자 등록을 했던 일은 일어나지 않았을 것이다."
437,그는 출근에 한 시간 늦었다,그는 일어나지 않을 수 있는 교통 체증에 의해 출근에 한 시간 늦었다.,졸음 때문,그는 밤늦게까지 일을 하고 늦게 잠자리에 들었기 때문이다.,"그가 일찍 일어났다면, 그가 출근에 한 시간 늦었던 일은 일어나지 않았을 것이다."
438,그는 쇼핑을 시작했다,돈이 부족해서 일어나지 않을 수 있다.,무언가 중요한 변화를 의미한다.,그의 열정과 호기심이었다.,"만약 그가 집에 머물렀다면,그가 쇼핑을 시작했던 일은 일어나지 않았을 것이다."
439,그는 서류 가방을 집에 맡겼다,그는 서류 가방을 집에 맡기지 않았다.,분명히, 그의 신뢰할 수 있는 이웃에게 맡기고 왔다.,"만약 그가 집에 맡겼다면,그가 서류 가방을 집에 맡겼던 일은 일어나지 않았을 것이다."
440,그는 바람을 쐬었다,그는 공기가 정지하는 것에 의해 바람을 쐬지 않을 수 있다.,무엇을 하든지, 무언가가 그의 길을 막고 있는 것이었다.,"만약 그가 창문을 닫았다면,그가 바람을 쐬었던 일은 일어나지 않았을 것이다."
441,그는 엎질러진 물을 재빨리 치웠다,그는 엎질러진 물을 재빨리 치웠지만 넘어지지 않았다.,"대처하지 않았다면, 일어나지 않을 수 있다", 그의 신속한 대응이었다. 이를 일어나지 않게 하는 것은 그의 책임감과 성실함이었다.,"만약 그가 느린 반응을 보였다면, 그가 엎질러진 물을 재빨리 치웠던 일은 일어나지 않았을 것이다."
442,그는 누군가에게 전화를 겄다,그는 전화기가 고장나서 전화를 할 수 없을 수도 있다.,무시한다,누군가의 무시 혹은 불평등한 대우일 수 있습니다.,"만약 그가 잠을 자고 있었다면, 그가 누군가에게 전화를 걸던 일은 일어나지 않았을 것이다."
443,그는 건강 문제가 있었다,의료 치료를 받지 않았기 때문에 일어나지 않을 수 있다.,조기에 발견,그의 생활습관을 개선하는 것이 중요했다.,"만약 그가 조금 더 주의했다면, 그가 건강 문제가 있었던 일은 일어나지 않았을 것이다."
444,그는 친구를 찾았다,그는 친구를 찾지 못했다.,행복한 일,그의 친구가 그를 위로하고 지지해주는 것이었다.,"만약 그가 집을 나오지 않았다면,그가 친구를 찾았던 일은 일어나지 않았을 것이다."
445,그도 동참했다,해당 사건은 다른 사람이 동참하지 않았을 때에는 일어나지 않을 수 있다.,누구나, 무엇입니까? 추가 정보가 필요합니다.,"만약 그가 동참했다면,그도 동참했던 일은 일어나지 않았을 것이다."
446,그는 아픈 척을 했다,실제로 아픈 상태가 아니라면 일어나지 않을 수 있다.,심각한 상황, 무엇이었을까? 그의 목적은 무엇이었을까?,"만약 그가 거짓말을 하지 않았다면, 그가 아픈 척을 했던 일은 일어나지 않았을 것이다."
447,그는 새 책을 발견했다,그는 책을 발견하지 않을 수도 있다.,"그는 새 책을 발견했다. 이는 읽지 않았다면, 일어나지 않을 수 있다.",책의 흥미로운 내용과 몰입도가 있었기 때문이었다.,"그가 그 방을 청소하지 않았다면,그가 새 책을 발견했던 일은 일어나지 않았을 것이다."
448,그는 밤에 잠을 잘 못 자고 있었다,건강한 수면 습관을 가지지 않아서 일어날 수 있다.,"불안했다면, 일어나지 않을 수 있다",그의 마음에 괴로운 생각들과 불안함이었다.,"만약 그가 스트레스를 받지 않았다면, 그가 밤에 잠을 잘 못 자고 있었던 일은 일어나지 않았을 것이다."
449,그는 학교에 가져갈 책을 구했다,그는 학교에 가져갈 책을 구하지 않았다.,노력,그가 늦게까지 공부를 하고 피곤해서 일어나지 않게 하는 것이었다.,"그가 늦지 않았다면,그가 학교에 가져갈 책을 구했던 일은 일어나지 않았을 것이다."
450,그는 이혼을 신청했다,그는 결혼하지 않았기 때문에 이혼을 신청할 수 없다.,많은 사람들이 예상, 그의 결정이었다.하지만 그는 이혼을 피할 수 없었다.,"그가 충분한 사전 조치를 취했다면, 그가 이혼을 신청했던 일은 일어나지 않았을 것이다."
451,그는 한밤중에 깨어났다,불면증에 의해 일어나지 않을 수 있다.,불편한 소리,그의 불안한 마음과 잠을 설치는 것이었다.,"만약 그가 약을 먹었다면, 그가 한밤중에 깨어났던 일은 일어나지 않았을 것이다."
452,그는 직진했다,그는 차량 사고로 인해 직진하지 않을 수 있다.,피해를 입은 것이다.,그의 결연한 의지와 끈질긴 노력이었다.,"만약 그가 방향을 바꿨다면, 그가 직진했던 일은 일어나지 않았을 것이다."
453,그는 한 귀로 듣고 흘렸다,청력 상실에 의해 일어나지 않을 수 있다.,"그는 한 귀로 듣고 흘렸다. 이는 경고했다면, 일어나지 않을 수 있다.",그의 깊은 수면 상태였다.,"만약 그가 조심했다면, 그가 한 귀로 듣고 흘렸던 일은 일어나지 않았을 것이다."
454,그는 캐나다로 이주했다,그는 캐나다로 이주하지 않았다면 일어나지 않을 수 있다.,힘든 일을 겪었다,그의 열정과 끈기였다. 새로운 환경에서도 그는 자신의 꿈을 이루기 위해 노력했다.,"그가 결혼을 했다면, 그가 캐나다로 이주했던 일은 일어나지 않았을 것이다."
455,그는 다음에 더 조심할 겄다,그는 다음에 더 조심하지 않을 수도 있다.,"그는 이미 경고했다면, 일어나지 않을 수 있다.", 그의 경험과 지혜를 쌓는 것이다.,"만약 그가 더 조심했다면,그가 다음에 더 조심할 것이었을 것이다."
456,그는 새 브라우저를 다운로드했다,그는 새 브라우저를 다운로드하지 않을 수도 있다.,보안 문제," 브라우저의 보안 설정을 업데이트하는 것이다. 그는 새로운 브라우저를 다운로드했지만, 보안 설정을 업데이트하지 않으면 여전히 위협받을 수 있다.","만약 그가 경고를 듣지 않았다면,그가 새 브라우저를 다운로드했던 일은 일어나지 않았을 것이다."
457,그는 대신 수영을 하러 갔다,그는 대신 수영을 하러 갔다. - 그의 일정이 변경되어서 수영을 하러 가지 않을 수도 있다.,"그는 대신 달리기를 했다면, 일어나지 않을 수 있다",그의 열정과 사랑이었다.,"만약 그가 일찍 일어났다면, 그가 대신 수영을 하러 갔던 일은 일어나지 않았을 것이다."
458,그는 생일 케이크를 구입했다,그는 돈이 부족해서 생일 케이크를 구입하지 못할 수도 있다.,만약 나쁜 일이 발생한다면,그를 위해 특별히 만들어진 마법 주문이었다.,"그가 생일 케이크를 구입했다면, 그가 생일 케이크를 구입했던 일은 일어나지 않았을 것이다."
459,그는 인증을 받았다,그는 인증을 받지 못했다.,사기를, 그의 열정과 노력이었다.,"만약 그가 거짓말을 했다면, 그가 인증을 받았던 일은 일어나지 않았을 것이다."
460,그는 첫 번째 집을 구입했다,그는 돈이 부족해서 첫 번째 집을 구입하지 못할 수도 있다.,"그는 첫 번째 집을 구입했다. 이는 신중히 고려했다면, 일어나지 않을 수 있다.",그 집이 그의 꿈을 이루기 위한 출발점이었기 때문이다.,"당신이 그를 막았다면,그가 첫 번째 집을 구입했던 일은 일어나지 않았을 것이다."
461,그는 다음 날 아침 깨어났다,그는 다음 날 아침 깨어나지 않을 수 없다.,너무 피곤해서,"그의 피로와 불안이었다. 그는 어제 밤에 잠을 제대로 못 자서 피곤하고, 내일 할 일들 때문에 불안해서 일어나지 않게 되었다.","만약 그가 밤새 술을 마셨다면, 그가 다음 날 아침 깨어났던 일은 일어나지 않았을 것이다."
462,그는 스스로를 지켰다,그는 스스로를 지켜서 사고가 일어나지 않을 수 있다.,자기를 지키는 것,그의 결심과 의지였다.,"그가 조심했다면, 그가 스스로를 지켰던 일은 일어나지 않았을 것이다."
463,그는 학교에서 놀림을 받았다,편견과 차별에 의해 일어나지 않을 수 있다.,"자신감을 갖고 있다면, 일어나지 않을 수 있다.", 그의 자신감을 키우고 친구들과 함께하는 활동에 참여하는 것이었다.,"그가 그녀를 도와줬다면, 그가 학교에서 놀림을 받았던 일은 일어나지 않았을 것이다."
464,그는 창문을 깨뜨렸다,그는 창문을 깨뜨리지 않았다.,그의 무모한 행동으로 인해,창문을 고정하는 것이다.,"만약 그가 조심했다면,그가 창문을 깨뜨렸던 일은 일어나지 않았을 것이다."
465,그는 결승선을 통과했다,그는 경기에서 패배하지 않았다면 결승선을 통과하지 못했을 것이다.,최선, 그의 끈질긴 노력과 훌륭한 체력이었다.,"만약 그가 경기를 포기했다면, 그가 결승선을 통과했던 일은 일어나지 않았을 것이다."
466,그는 새로운 보금자리를 찾았다,그는 새로운 보금자리를 찾지 못했다.,어렵다, 그의 결심과 끈기였다.,"만약 우리가 그를 도와주지 않았다면, 그가 새로운 보금자리를 찾았던 일은 일어나지 않았을 것이다."
467,그는 결국 찾았다,그는 결국 찾지 못할 수도 있다.,노력,그의 강한 의지와 끈질긴 노력이었다.,"그가 그렇게 행동하지 않았다면,그가 결국 찾았던 일은 일어나지 않았을 것이다."
468,그는 정말 멋졌다,"주관적인 판단에 따라 다르지만, 그 사람이 실제로 멋있지 않을 수도 있다.","그가 그렇게 했다면, 일어나지 않을 수 있다",내가 상상할 수 없는 일이다.,"만약 그가 노력하지 않았다면, 그가 정말 멋졌던 일은 일어나지 않았을 것이다."
469,그는 곧 도착했다,그는 교통체증으로 인해 도착하지 않을 수 있다.,만약,그의 피로와 지침이었다.,"만약 그가 더 빨리 출발했다면,그가 곧 도착했던 일은 일어나지 않았을 것이다."
470,그는 어머니를 찾았다,그는 어머니가 이미 사망했기 때문에 그녀를 찾지 못할 수도 있다.,불가능, 그녀의 강력한 안정감과 품위였다.,"만약 그가 집에 머물렀다면, 그가 어머니를 찾았던 일은 일어나지 않았을 것이다."
471,그는 아기의 기저귀를 갈아줬다,그는 아기가 이미 기저귀를 갈았기 때문에 기저귀를 갈아줄 필요가 없을 수 있다.,아기가 더 이상 울지 않을 것이다.,그 아기가 자고 있었기 때문이었다.,"만약 그가 일찍 퇴근하지 않았다면, 그가 아기의 기저귀를 갈아줬던 일은 일어나지 않았을 것이다."
472,그는 정말 귀여운 녀석였다,그는 정말 귀여운 녀석이 아니라서 일어나지 않을 수 있다.,"그는 누워서도 일어나지 않을 정도로 귀여웠다면, 일어나지 않을 수 있다.",그의 귀여움을 지켜주기 위해 모든 노력을 기울였다.,"만약 그가 화를 내지 않았다면, 그가 정말 귀여운 녀석였던 일은 일어나지 않았을 것이다."
473,그의 몸에 불이 붙었다,그의 몸에 불이 붙지 않을 수 없다.,"물을 뿌린다면, 일어나지 않을 수 있다.",그의 옷을 벗기고 물을 부으는 것이었다.,"그가 물을 뿌린다면, 그의 몸에 불이 붙었던 일은 일어나지 않았을 것이다."
474,그는 새 셔츠를 원했다,그는 돈이 없어서 새 셔츠를 살 수 없을 수도 있다.,"자신의 옷장에 새로운 셔츠를 추가하지 않았다면, 일어나지 않을 수 있다.",그의 늦잠 때문이었다.,"그가 새 셔츠를 사러 갔다면, 그가 새 셔츠를 원했던 일은 일어나지 않았을 것이다."
475,그는 새 노래를 작곡했다,"그는 귀머거리거나 청력을 잃지 않는 이상, 음악적 능력을 상실하지 않는다면 새 노래를 작곡하지 못할 수 없다.","그는 새 노래를 작곡했다. 이는 듣기만 하면, 일어나지 않을 수 있다",그의 창작력과 영감을 잃게 하는 것이다.,"만약 그가 음악을 사랑하지 않았다면, 그가 새 노래를 작곡했던 일은 일어나지 않았을 것이다."
476,그는 더 빠르게 타이핑을 쳤다,그는 타이핑 속도를 늦추지 않는다면 일어나지 않을 수 있다.,"그는 더 빠르게 타이핑을 쳤다. 이는 그가 집중했다면, 일어나지 않을 수 있다.", 그의 집중력과 열정이었다.,"그가 집중했다면, 그가 더 빠르게 타이핑을 쳤던 일은 일어나지 않았을 것이다."
477,그는 뭔가에 부딪혔다,그는 주의 깊게 주위를 살펴 부딪히지 않을 수도 있다.,"그는 뭔가에 부딪혔다. 이는 아플 수도 있었다면, 일어나지 않을 수 있다.",그의 결심과 의지였다.,"만약 조심했다면, 그가 뭔가에 부딪혔던 일은 일어나지 않았을 것이다."
478,그는 마침내 열쇠를 찾았다,그는 마침내 열쇠를 찾지 못할 수도 있다.,조금 더 빨리, 그의 주머니 깊숙한 곳에 숨겨져 있던 것이었다.,"그가 그 방을 청소하지 않았다면, 그가 마침내 열쇠를 찾았던 일은 일어나지 않았을 것이다."
479,그는 셔츠를 벗었다,그는 셔츠를 벗지 않았다.,과도한 술 취함,그의 근육들이었다.,"만약 그가 이를 했다면, 그가 셔츠를 벗었던 일은 일어나지 않았을 것이다."
480,그는 투어를 시작했다,그는 투어를 시작하지 않았다.,"그는 투어를 시작했다. 이는 멈춰있다면, 일어나지 않을 수 있다", 그의 열정과 끈기였다.,"만약 그가 늦게 일어났다면, 그가 투어를 시작했던 일은 일어나지 않았을 것이다."
481,그는 깃발을 꽂았다,그는 깃발을 꽂지 않았다.,"그는 굳게 꽂았다면, 일어나지 않을 수 있다.", 무거운 돌이었다.,"만약 그가 용기를 내지 않았다면, 그가 깃발을 꽂았던 일은 일어나지 않았을 것이다."
482,그는 산책을 하고 싶어 했다,날씨가 너무 나쁘면 산책을 하지 않을 수 있다.,"
그는 산책을 하고 싶어 했다. 이는 귀찮다고 했다면, 일어나지 않을 수 있다.",그의 아프고 피곤한 다리였다.,"그가 비가 오지 않았다면, 그가 산책을 하고 싶어 했던 일은 일어나지 않았을 것이다."
483,그는 장난을 쳤다,상대방의 반응에 따라 일어나지 않을 수 있다.,"그는 장난을 쳤다. 이는 무엇이었든지 했다면, 일어나지 않을 수 있다","그의 친구들이었다. 그들은 그를 계속해서 놀리며 웃음을 자아냈지만, 결국에는 그를 일어나게 하기 위해 손을 내밀었다.","만약 그가 진지했다면,그가 장난을 쳤던 일은 일어나지 않았을 것이다."
484,그는 방과 후에 놀았다,그는 방과 후에 놀았다는 사건은 시간이 없거나 방과 후가 없는 경우에 일어나지 않을 수 있다.,죽음,그의 친구들과 함께 하는 재미있는 게임이었다.,"만약 그가 공부를 했다면, 그가 방과 후에 놀았던 일은 일어나지 않았을 것이다."
485,그는 자신의 가치를 결정했다,다른 사람의 영향을 받지 않고 자신의 판단에 따라 결정되었기 때문에 다른 사람의 영향을 받아 결정되지 않을 수 있다.,"자신을 믿지 않는다면, 일어나지 않을 수 있다.", 그의 자신감과 자아존중감을 훼손시키는 것이다.,"만약 그가 자신을 사랑하지 않았다면, 그가 자신의 가치를 결정했던 일은 일어나지 않았을 것이다."
486,그는 대신 집으로 돌아갔다,그는 대신 집으로 돌아가지 않을 수도 있다.,"그는 대신 집으로 돌아갔다. 이는 그가 그렇게 했다면, 일어나지 않을 수 있다.",그의 몸이 지쳤기 때문이었다.,"만약 우리가 그를 도와주지 않았다면, 그가 대신 집으로 돌아갔던 일은 일어나지 않았을 것이다."
487,그는 체중이 증가했다,식이나 운동량의 변화에 의해 일어나지 않을 수 없다.,과식, 그의 식습관을 개선하고 더 많은 운동을 하는 것이다.,"그가 운동을 했다면, 그가 체중이 증가했던 일은 일어나지 않았을 것이다."
488,그는 그냥 집에 갔다,그는 그냥 집에 갔다는 사건은 무엇에 의해 일어나지 않을 수 없다.,쉬었다,그의 지친 몸과 마음이었다.,"만약 그가 도와주지 않았다면, 그가 그냥 집에 갔던 일은 일어나지 않았을 것이다."
489,그는 오늘 도착했다,그는 오늘 도착하지 않았다.,"그가 늦게 도착했다면, 일어나지 않을 수 있다.", 무거운 졸음과 피로였다.,"만약 그가 늦게 출발했다면,그가 오늘 도착했던 일은 일어나지 않았을 것이다."
490,그는 어디에서도 그녀를 찾을 수 없었다,그녀가 그 곳에 존재하지 않았기 때문에 일어나지 않을 수 있다.,그녀가 실종되었다면, 그녀가 이미 떠났기 때문이었다.,"그가 그녀를 숨겼다면,그가 어디에서도 그녀를 찾을 수 없었던 일은 일어나지 않았을 것이다."
491,그는 학교로 돌아왔다,그는 학교로 돌아오지 않을 수도 있다.,무엇을 하느냐, 그의 무거운 발걸음과 피곤한 몸이었다.,"만약 그가 늦지 않았다면, 그가 학교로 돌아왔던 일은 일어나지 않았을 것이다."
492,그는 그녀를 찔렀다,그는 그녀를 찔렀지만 그녀가 방어하여 다치지 않았다.,치명적인 상처를 입힌 것,그녀를 위해 의료진을 불러서 상처를 치료하는 것이었다.,"그가 그녀를 막았다면,그가 그녀를 찔렀던 일은 일어나지 않았을 것이다."
493,그는 학교에 도착했다,교통 사고로 인해 일어나지 않을 수 있다.,피곤해서,그는 너무 피곤해서 잠을 자고 싶은 욕망이었다.,"만약 버스를 놓쳤다면, 그가 학교에 도착했던 일은 일어나지 않았을 것이다."
494,그는 자신에게 화를 내고 있었다,그는 자신에게 화를 내고 있었지만 다른 사람의 행동에 의해 일어나지 않을 수 없다.,자신을 단호하게 말해주는 것, 그의 걱정거리를 해결하는 것이었다.,"만약 그가 착실히 일했다면, 그가 자신에게 화를 내고 있었던 일은 일어나지 않았을 것이다."
495,그는 피자를 주문했다,그는 피자 가게가 문을 닫았다.,"그는 피자를 주문했다. 이는 배달을 했다면, 일어나지 않을 수 있다.",그의 귀찮음과 배달 서비스가 편리하다는 것이었다.,"만약 그가 전화를 받지 않았다면, 그가 피자를 주문했던 일은 일어나지 않았을 것이다."
496,그는 공을 서브했다,그는 공을 서브하지 않았다.,"정확하게 서브했다면, 일어나지 않을 수 있다",그의 상대방이었다.,"만약 그가 늦었다면, 그가 공을 서브했던 일은 일어나지 않았을 것이다."
497,그는 마사지를 받았다,그는 마사지를 받지 않았다.,근육통,마사지를 받은 후 그의 근육이 풀려서 일어나지 않게 하는 것은 그의 몸이 완전히 편안해진 상태였다.,"만약 그가 마사지를 받았다면,그가 마사지를 받았던 일은 일어나지 않았을 것이다."
498,그는 국기를 게양하고 누가 경례를 하는지 확인했다,그는 국기를 게양하지 않았다면 이 사건은 일어나지 않을 수 있다.,의미 있는 행동, 그의 책임이었다.,"그가 그렇게 했다면,그가 국기를 게양하고 누가 경례를 하는지 확인했던 일은 일어나지 않았을 것이다."
499,그는 리본을 잘랐다,그는 리본을 잘랐지만 그것이 끝나고 나서 다시 붙였다.,실수,리본을 잘랐지만 그를 일어나지 않게 하는 것은 그의 신체가 끊어진 상태였기 때문이었다.,"만약 그가 가지를 잡았다면, 그가 리본을 잘랐던 일은 일어나지 않았을 것이다."
500,그는 목이 말랐다,그는 물을 마시지 않았기 때문에 목이 말랐다.,탈수,물을 마시지 않는 것이다.,"그가 물을 마셨다면, 그가 목이 말랐던 일은 일어나지 않았을 것이다."
