,input,A,B,B2,B3
277,그는 이상하게 생겼다,그는 더 이상하게 생겨야 한다.,성형수술,그가 자신의 외모에 대해 자신감을 갖고 자랑스럽게 여기는 것이었다.,보이려고
278,그는 발가락을 삐끗했다,그는 발을 잘못 밟거나 넘어져야 했다.,그는 의사를 찾아야 했어야 했다.,"즉시 의료진에게 도움을 요청하는 것이었다. 발가락을 삐끗했을 때는 즉시 응급 처치를 받아야 하며, 무리한 움직임을 피해야 한다.","조심해야 했는데, 이는 그는 발가락을 삐끗하기 위해서였다."
279,그는 학용품을 구입했다,학용품을 구입하기 위해 상점이나 온라인 쇼핑몰을 방문하여 구매해야 한다.,가게에 가서 쇼핑, 구입할 물품 목록을 작성하고 가게를 방문하여 필요한 물품을 찾아보는 것이었다.,"돈이 필요했어야 했는데, 이는 그는 학용품을 구입하기 위해서였다."
280,그는 기록을 경신했다,그는 사건을 명확하게 기록해야 했다.,노력, 자신의 능력을 최대한 발휘하는 것이었다.,"바로잡아야 했는데, 이는 그는 기록을 경신하기 위해서였다."
281,그는 사냥을 좋아했다,그는 사냥을 위해 총기면허를 취득해야 했다.,총을 소유하여야 했다., 사냥 장비를 갖추고 사냥 지역을 탐색하는 것이었다.,"그는 사냥꾼이어야 했는데, 이는 그가 사냥을 좋아하기 위해서였다."
282,그는 쿠키를 더 먹고 싶어했다,그는 더 많은 쿠키를 만들거나 사야 했다.,쿠키를 더 먹고 싶어했기 때문에 그는 운동을 해야 했다.,"쿠키를 더 먹기 위해 그가 해야 했던 것은 먼저 자제력을 가지고 적당한 양을 먹는 것이었다. 또한, 건강한 간식을 선택하고 식사 전에 충분한 양의 과일과 채소를 섭취하는 것도 중요","그는 다이어트 중이어야 했는데, 이는 그가 쿠키를 더 먹고 싶어하기 위해서였다."
283,그가 또 왔다,그가 다시 오기 위해서는 초대를 받거나 약속을 잡아야 한다.,준비,그의 도착을 준비하는 것이었다.,"떠나야 했어야 했는데, 이는 그가 또 오기 위해서였다."
284,그는 골대를 움직였다,축구 경기에서 골을 넣기 위해 골대를 움직여야 한다.,골키퍼가 골대를 움직였다. 이를 위해 그는 몸을 움직여야 했다.,골대를 들어올리거나 이동시키는 장비를 사용하는 것이었다.,"골키퍼여야 했는데, 이는 그는 골대를 움직이기 위해서였다."
285,그는 그녀의 뒤에서 소리를 들었다,그는 그녀를 쫓아가서 그녀의 뒤에서 소리를 들어야 했다.,그는 그녀의 뒤에서 소리를 들었다. 이를 위해 그는 조용히 움직여야 했다.,그녀에게 자신의 존재를 알리는 것이었다.,"그는 조용해야 했는데, 이는 그녀의 뒤에서 소리를 듣기 위해서였다."
286,그는 바로 본론부터 말했다,그는 주제에 대한 사전 조사와 준비를 해야 했을 것이다.,준비를 해야 했어야 했다.,그의 주장을 논리적으로 전개하고 근거를 제시하는 것이었다.,"말을 아꼈어야 했는데, 이는 그는 바로 본론부터 말하기 위해서였다."
287,그는 인터뷰 일정을 잡았다,그는 이메일이나 전화를 통해 인터뷰 일정을 잡아야 한다.,일정 조정을 해야 했어야 했다.,"인터뷰를 준비하는 것이다. 그는 회사에 대한 연구를 하고, 자기 소개와 경력에 관한 이야기를 준비해야 했다. 또한 가능한 질문들을 예상하고 그에 대한 답변을 준비해야 했다.","긴장했어야 했는데, 이는 그는 인터뷰 일정을 잡기 위해서였다."
288,그는 흙장난을 쳤다,그는 흙장난을 쳐서 땅이 흩어지게 해야 한다.,흙을 파서 던져야 했다.,흙을 삽으로 파서 모양을 만들어야 했다.,"어리석은 행동을 하지 않았어야 했는데, 이는 그는 흙장난을 치기 위해서였다."
289,그는 친구들과 파티에 갔다,그는 파티 초대를 받거나 주최자로부터 허락을 받아야 한다.,옷을 골라 입었어야 했다.,파티 준비뿐만 아니라 친구들과 함께 즐거운 시간을 보내기 위해 음식과 음료를 준비하는 것이었다.,가만히
290,그는 완벽한 드레스를 찾았다,그는 옷가게를 방문하거나 온라인으로 쇼핑을 해야 한다.,여러 가게를 돌아다녀야, 옷가게를 여러 곳 돌아다니며 시간을 들여 찾아보는 것이었다.,"그는 쇼핑을 해야 했는데, 이는 그는 완벽한 드레스를 찾기 위해서였다."
291,그는 방을 청소하고 싶어 했다,그는 청소 도구를 사용하여 방을 깨끗이 청소해야 했다.,청소 도구를 사용하여야 했다.,청소 도구를 사용하는 것이었다.,"게을러야 했는데, 이는 그는 방을 청소하고 싶어 하기 위해서였다."
292,그는 그녀에게 기름을 부었다,그는 그녀에게 기름을 부어서 미끄럽지 않게 하고 안전하게 걷게 해야 했다.,그는 그녀에게 기름을 부었다. 이를 위해 그는 차를 수리해야 했다.,엔진을 열어서 기름을 부어주는 것이었다.,"그는 착하게 보이어야 했는데, 이는 그녀에게 기름을 붓기 위해서였다."
293,그는 신에게 과일을 바쳤다,신에게 과일을 바쳐야 한다.,희생을 해야 했어야 했다.,성실하고 겸손한 마음가짐으로 기도하고 감사의 마음을 가지며 바쳤어야 했다.,헌신적
294,그는 휴대폰으로 통화했다,그는 휴대폰으로 통화하여 상대방과 대화를 나누어야 한다.,통신사와 통화 계약을 해야 했다.,통화하려는 상대방의 전화번호를 입력하는 것이었다.,"그는 화장실에 있어야 했는데, 이는 그가 휴대폰으로 통화하기 위해서였다."
295,그는 모자를 벗었다,그는 실내에 들어가기 위해 모자를 벗었어야 한다.,머리카락을 정리해야 했다.,머리를 긁는 것이었다.,남자
296,그는 쓸데없이 위험한 짓을 했다,그는 쓸데없이 위험한 짓을 하지 말아야 했다.,책임을 져야 했다.,책임감을 갖고 안전을 우선시키는 선택을 했어야 했다.,"멈추어야 했는데, 이는 그는 쓸데없이 위험한 짓을 하기 위해서였다."
297,그는 고개를 살짝 흔들었다,그는 동의나 거절을 나타내기 위해 고개를 살짝 흔들어야 한다.,"""그는 고개를 살짝 흔들었다. 이를 위해 그는 동의했어야 했다.""",그가 더 많은 정보를 얻기 위해 질문을 하거나 상황을 분석하는 것이었다.,"고개를 들어야 했는데, 이는 그는 고개를 살짝 흔들기 위해서였다."
298,그는 거스름돈을 받았다,그는 물건을 사고 지불할 돈을 내야 했다.,계산을 해야 했어야 했다.,거스름돈을 받기 위해 그가 했어야 한 것은 물건의 가격과 지불한 돈의 차이를 계산하는 것이었다.,"차분해야 했는데, 이는 그는 거스름돈을 받기 위해서였다."
299,그는 고소공포증이 있었다,그는 전문가의 도움을 받아 고소공포증을 극복해야 했다.,전문가 상담을 받아야 했다.,전문가 상담을 받는 것이었다.,"당황했어야 했는데, 이는 그는 고소공포증이 있기 위해서였다."
300,그는 여행을 취소했다,여행을 취소하기 위해서 그는 항공편이나 숙박 예약을 취소해야 했다.,여행을 예약한 것을 취소해야 했다.,여행 예약을 취소하고 환불 절차를 진행하는 것이었다.,가난했어
301,그는 대신 개를 키우게 되었다,그는 개를 키우기로 결정해야 한다.,애완동물을 돌보기 위해 노력해야 했다.,개에 대한 책임감을 가지고 적절한 훈련과 관리를 해야 했다.,고양이
302,그는 새로운 친구를 찾았다,그는 새로운 사람들과 소통하고 만남을 설정해야 했다.,노력, 새로운 사람들과 소통하고 친구를 사귀는 노력을 기울이는 것이었다.,울적한(rec)
303,그는 그녀에게 소란을 피웠다,그녀에게 소란을 피우기 위해서 그는 그녀를 괴롭히거나 방해해야 했어야 한다.,그는 그녀에게 소란을 피웠다. 이를 위해 그는 조용히 행동해야 했다.,그녀와 대화를 나누고 문제를 해결하는 것이었다.,"화가 나야 했는데, 이는 그는 그녀에게 소란을 피우기 위해서였다."
304,그는 이력서를 업데이트했다,그는 새로운 직장을 찾기 위해 이력서를 업데이트했다.,자격증을 새로 취득해야 했다.,"과거의 경험과 업적을 최신화하고, 새로운 역량과 자격증을 추가하는 것이었다.","떠나야 했는데, 이는 그는 이력서를 업데이트하기 위해서였다."
305,그는 몸이 좋지 않았다,그는 의사에게 진료를 받아야 했다.,휴식을 취해야 했다.,즉시 의사를 찾아 진찰을 받는 것이었다.,"걷지 못했어야 했는데, 이는 그가 몸이 좋지 않기 때문이었다."
306,그는 화재 경보를 들었다,화재 경보를 듣고 즉시 대피해야 한다.,화재 대피 계획을 세워야 했다., 화재 대피 계획을 실행하는 것이었다.,"소리를 듣어야 했는데, 이는 그는 화재 경보를 듣기 위해서였다."
307,그는 잠을 잘 잤다,그는 충분한 휴식을 취해야 한다.,스트레스를 해소하고 규칙적인 수면 패턴을 유지해야 했다.,편안한 침대에서 휴식을 취하고 스트레스를 줄이는 것이었다.,"그는 일찍 일어나야 했는데, 이는 그는 잠을 잘 자기 위해서였다."
308,그는 요즘 우울한 기분이 들었다,그는 친구나 가족과 대화를 나누거나 전문가의 도움을 받아야 한다.,심리상담을 받아야 했다.,자신의 감정을 이해하고 받아들이는 것이었다. 그리고 그에게 도움을 줄 수 있는 사람들과 솔직하게 이야기하는 것이 중요했다.,슬픈(recently)
309,그는 레이스를 시작했다,그는 출발선에 서서 경주를 시작해야 했다.,트레이닝, 먼저 출발선에 서야 했다. 그는 경주를 위해 준비된 상태로 시작하기 위해 몸을 단련시키고 신체적인 컨디션을 유지해야 했다.,준비해야 했어
310,그는 정말 귀엽었다,그는 자신의 매력을 최대한 발휘하여 다른 사람들에게 귀엽다고 느끼게 해야 한다.,그는 정말 귀엽었다. 이를 위해 그는 많은 노력을 했어야 했다.,그가 더 많이 웃어 주는 것이었다.,"예쁘게 생겨야 했는데, 이는 그는 정말 귀엽기 위해서였다."
311,그는 아이스크림을 먹고 싶어 했다,가게에 가서 아이스크림을 사야 한다.,가게에 가서 아이스크림을 사 와야 했다., 아이스크림 가게에 가서 주문하는 것이었다.,"그는 다이어트를 해야 했는데, 이는 그가 아이스크림을 먹고 싶어 하기 위해서였다."
312,그는 분노조절 문제가 있었다,그는 전문가의 도움을 받아야 했다.,전문가 상담을 받아야 했다.,전문가 상담을 받는 것이 중요했다. 그는 자신의 감정을 이해하고 효과적으로 다루기 위해 전문가의 도움을 받아야 했다.,"진정을 잃지 않아야 했는데, 이는 그는 분노조절 문제가 있기 위해서였다."
313,그는 대신 걸었다,그는 전화를 받았어야 한다.,노력,그의 역량을 증명하는 것이었다.,"달리어야 했는데, 이는 그는 대신 걷기 위해서였다."
314,그도 일하지 않았다,그는 취업을 위해 이력서를 작성하고 적절한 회사에 지원해야 했다.,열심히,"
노력하고 적극적으로 일을 찾아야 했다.","노력해야 했는데, 이는 그도 일하지 않기 위해서였다."
315,그는 가스가 필요했다,그는 주유소에 가서 차량에 가스를 넣어야 했다.,주유소를 찾아야 했다., 가스회사에 전화해서 가스를 주문하는 것이었다.,"가게에 들려야 했는데, 이는 그는 가스가 필요하기 위해서였다."
316,그는 TV를 켜었다,그는 TV를 켜고 채널을 선택해야 한다.,리모컨을 사용해서 채널을 선택해야 했다.,TV 리모컨을 찾아야 했다.,일어나
317,그는 마실 것을 가져왔다,마실 것을 가져와야 한다.,가게에 가서 주류를 구매해야 했다.,양조된 맥주를 냉장고에 넣는 것이었다.,"술집에 가야 했는데, 이는 그는 마실 것을 가져오기 위해서였다."
318,그는 한 모금을 마셨다,음주운전을 하기 위해서 그는 술을 마셔야 했어야 한다.,물을 따르거나 잔을 들어야 했다.,컵을 들어서 입에 대고 마시는 것이었다.,목마른(famished)
319,그는 요리를 좋아했다,그는 요리 교실에 등록해야 한다.,재료를 준비해서요.,요리를 잘하려면 레시피를 공부하고 다양한 재료와 조리법을 익히는 것이었다.,"요리사였어야 했는데, 이는 그는 요리를 좋아하기 위해서였다."
320,그는 새 은행 계좌를 개설했다,은행에 방문하여 신규 계좌를 개설해야 한다.,은행에 신분증과 개설을 위한 필수 서류를 제출해야 했다.,"은행에 가서 계좌를 개설하기 위한 양식을 작성하고, 신분증과 기타 필요한 서류를 제출하는 것이었다.","그는 신분증을 가지고 있어야 했는데, 이는 그가 새 은행 계좌를 개설하기 위해서였다."
321,그는 노트북을 떨어뜨렸다,그는 노트북을 잡지 않았다.,조심,바닥에 떨어진 노트북을 주워야 했다.,"불행히도 심각한 상처를 입어야 했는데, 이는 그는 노트북을 떨어뜨리기 위해서였다."
322,그는 철자 맞추기 대회에서 우승했다,그는 많은 연습과 노력을 투자하여 철자를 정확하게 맞추는 기술을 향상시켜야 한다.,열심히 연습, 철저한 철자 규칙과 어휘력을 향상시키기 위해 많은 연습을 해야 했다.,"열심히 공부해야 했는데, 이는 그가 철자 맞추기 대회에서 우승하기 위해서였다."
323,그는 고양이를 키우고 있었다,그는 고양이를 키우고 있었기 때문에 고양이가 도망가서 찾아야 했다.,반려동물을 돌보기 위해 시간과 관심을 기울여야 했다.,"고양이에게 음식과 물을 제공하고, 깨끗한 환경을 유지하는 것이었다. 또한 정기적으로 건강검진과 예방접종을 받도록 도와주어야 했다.","돈이 필요했어야 했는데, 이는 그는 고양이를 키우고 있기 위해서였다."
324,그는 더 잘 일했다,그는 노력하여 더 많이 연습하고 경험을 쌓아야 했다.,열심히 노력,노력하고 계속해서 자기 일에 전념하는 것이었다.,열심히
325,그는 말투가 바뀌었다,그는 말투를 연습하고 개선해야 했다.,대화 상대나 상황에 맞게 말투를 조절해야 했다.,말투를 바꾸기 위해 그가 해야 했던 것은 자세한 연습과 실제 대화에서의 적용이었다. 새로운 말투를 습득하고 익히기 위해서는 노력과 경험이 필요하다.,"그는 무엇을 해야 했는지 알아야 했는데, 이는 그가 말투가 바뀌기 위해서였다."
326,그는 매우 심하게 아팠다,그는 의사를 찾아가서 진단과 치료를 받아야 했다.,병원에 가야 했어야 했다.,즉시 의료진에게 도움을 요청하고 적절한 치료를 받아야 했다.,"그는 의사에게 가야 했는데, 이는 그가 매우 심하게 아프기 위해서였다."
327,그는 TV 프로그램을 시청했다,그는 TV 프로그램을 시청한 후에 그 사건이 일어나기 위해 더 이상의 특별한 행동을 취할 필요가 없다.,리모컨으로 TV를 켜야 했다., TV 가이드를 확인하는 것이었다.,배고파
328,그는 드디어 앉았다,그는 의자에 앉아야 했다.,그는 드디어 앉았다. 이를 위해 그는 오랫동안 서 있었어야 했다.,의자를 찾아 앉는 것이었다.,"그는 피곤해야 했는데, 이는 그가 드디어 앉기 위해서였다."
329,그는 새 차가 생겼다,그는 차를 구매하거나 선물로 받아야 한다.,돈을 모아야 했다.,"차량 등록, 보험 가입 및 운전면허증을 갱신하는 것이었다.","절약해야 했어야 했는데, 이는 그는 새 차가 생기기 위해서였다."
330,그는 돈을 너무 많이 썼다,그는 예산을 설정하고 지출을 줄여야 했다.,절약을 해야 했어야 했다., 절약하는 것이었다.,"절약해야 했는데, 이는 그는 돈을 너무 많이 쓰기 위해서였다."
331,그는 시간을 절약했다,그는 효율적인 일정을 계획하고 우선순위를 정해야 했다.,일을 효율적으로 조직화, 효율적으로 일을 처리하는 방법을 찾는 것이었다.,"그는 서둘러야 했는데, 이는 그는 시간을 절약하기 위해서였다."
332,그는 동생과 대화를 나눴다,동생과 대화를 나누기 위해서는 그가 동생에게 연락하여 시간을 잡고 대화를 시작해야 한다.,이를 위해 그는 이해심을 가지고 있어야 했다.,동생의 이야기를 경청하고 진심으로 관심을 표현하는 것이었다.,"밖으로 나가야 했는데, 이는 그는 동생과 대화를 나누기 위해서였다."
333,그는 공을 찾았다,그는 주변을 둘러봐서 공을 찾아야 했다.,노력하여 찾아야 했다.,"

주변을 둘러보고 공을 찾는 것이었다.","길을 따라가야 했는데, 이는 그는 공을 찾기 위해서였다."
334,그는 수업에 결석했다,그는 수업에 결석하기 위해서는 출석을 하지 않아야 했어야 한다.,병원에 가야 했어야 했다.,부모님께 허락을 구하고 교사에게 이유를 설명하는 것이었다.,"병원에 갈(conjugated as needed)어야 했는데, 이는 그가 수업에 결석하기 위해서였다."
335,그는 공을 던졌다,공을 던지기 위해서 그는 공을 손에 들고 힘을 주어야 한다.,팔을 뻗어야 했다.,"

공을 잡고 올바른 방향으로 던지는 것이었다.","그는 준비되어야 했는데, 이는 그가 공을 던지기 위해서였다."
336,그는 스카이다이빙을 하고 싶어했다,그는 스카이다이빙을 배우기 위해 인증된 스카이다이빙 학원에서 교육을 받아야 했다.,전문적인 훈련을 받아야 했다.,스카이다이빙을 배우는 것과 안전한 장비를 구비하는 것이었다.,"그는 높은 곳에 올라가야 했는데, 이는 그가 스카이다이빙을 하고 싶어하기 위해서였다."
337,그는 새로운 친구를 사귀었다,새로운 사람들과 소통하고 적극적으로 관심을 표현해야 한다.,노력,새로운 사람들과 소통하고 친구를 사귀기 위해 노력하는 것이었다.,우연히
338,그는 지갑을 보관했다,그는 지갑을 잊어버리지 않고 안전한 곳에 보관했어야 한다.,그는 지갑을 보관했다. 이를 위해 그는 잠금을 해야 했어야 했다.,지갑을 안전한 장소에 보관하는 것이었다.,"지갑을 가지고 있어야 했는데, 이는 그는 지갑을 보관하기 위해서였다."
339,그는 응답이 없었다,그는 전화를 걸어서 상대방에게 연락해야 했다.,문자를 보냈어야 했다.,전화를 끊지 말고 대기하는 것이었다.,"떠나야 했는데, 이는 그는 응답이 없기 위해서였다."
340,그는 좋아하는 영화를 시청했다,"영화를 시청한 후에는 그 영화의 내용을 이해하고, 그에 대한 생각과 감정을 표현할 수 있어야 한다.",시간을 예약해서 영화를 시청했어야 했다., 영화를 렌탈하거나 온라인으로 스트리밍해야 했다.,"그는 바쁜 일정이 있어야 했는데, 이는 그가 좋아하는 영화를 시청하기 위해서였다."
341,그는 공중을 휘젓고 다녔다,그는 날개가 달린 장치를 착용해야 했다.,날개를 펼쳤어야 했다.,발을 움직이는 것이었다. 그는 공중을 휘젓고 다니기 위해 발을 움직이는 것에 집중했다.,"날개가 필요했어야 했는데, 이는 그는 공중을 휘젓고 다니기 위해서였다."
342,그는 꿈에 그리던 자동차를 구입했다,그는 충분한 돈을 모아서 자동차를 구입해야 한다.,돈을 모아야 했다.," 충분한 금액을 모으기 위해 돈을 절약하고, 자동차를 고르기 위해 시간을 투자하는 것이었다.","저축해야 했는데, 이는 그는 꿈에 그리던 자동차를 구입하기 위해서였다."
343,그는 별똥별을 봤다,그는 밤하늘을 바라봐야 한다.,망원경을 사용해서 별똥별을 봤어야 했다.,망원경을 이용하여 별똥별을 뚜렷하게 관찰하는 것이었다.,어지러운(Agitated)
344,그는 우리에서 탈출했다,그는 우리에서 탈출하기 위해 출구를 찾아야 했다.,노력, 먼저 감옥을 탈출하는 방법을 찾아야 했다.,"도망쳐야 했는데, 이는 그는 우리에서 탈출하기 위해서였다."
345,그는 더 안전하다고 느꼈다,"그는 안전을 위해 주변 상황을 주의 깊게 살펴보고, 필요한 조치를 취해야 했다.",더 많은 보안 조치를 취해야 했다., 안전을 위해 그가 했어야 한 것은 보호구를 착용하는 것이었다.,무엇을 했어야 했는지
346,그는 첫 주택을 구입했다,그는 충분한 저축과 금융 계획을 세워야 했다.,돈을 모아야 했다., 주택 대출을 신청하는 것이었다.,"저축해야 했는데, 이는 그는 첫 주택을 구입하기 위해서였다."
347,그는 숙제하는 것을 잊어버렸다,그는 숙제를 하기 위해 기억하고 계획을 세워야 했다.,메모를 남겼어야 했다.,책상에 앉아서 숙제를 시작하는 것이었다.,"숙제를 해야 했어야 했는데, 이는 그는 숙제하는 것을 잊어버리기 위해서였다."
348,그는 입사 지원을 했다,입사 지원서를 작성하여 회사에 제출해야 한다.,이력서 작성, 자기 소개서와 이력서를 작성하는 것이었다. 또한 회사에 대한 연구와 지원 직무에 대한 열정을 나타내는 편지를 작성해야 했다.,"그는 면접을 준비해야 했는데, 이는 그는 입사 지원을 하기 위해서였다."
349,그는 너무 취해서 운전할 수 없었다,그는 술을 마시지 말아야 했다.,대리운전을 해야 했다.,주정을 차려야 했다. 혹은 술을 전혀 마시지 않았어야 했다.,"술을 마시지 않아야 했는데, 이는 그는 너무 취해서 운전할 수 없기 위해서였다."
350,그는 게임에서 승리했다,그는 게임을 열심히 연습하고 전략을 계획하여 승리해야 한다.,노력, 상대방의 전략을 분석하고 자신만의 전략을 세우는 것이었다.,이길 수밖에 없었어
351,그는 졸업장을 받았다,학교에서 요구하는 모든 과목을 이수하고 졸업 요건을 충족시켜야 한다.,열심히 공부,학업을 성실히 하고 시험을 통과하는 것이었다.,"열심히 공부해야 했는데, 이는 그는 졸업장을 받기 위해서였다."
352,그는 엄마와 함께 쇼핑몰에 갔다,그는 엄마와 함께 쇼핑몰에 갔다.,운전하거나 대중교통을 이용해야 했어야 했다.,엄마가 원하는 상품을 찾아주고 그녀의 의견을 들어주는 것이었다.,"그는 돈을 가져야 했는데, 이는 그는 엄마와 함께 쇼핑몰에 가기 위해서였다."
353,그는 기념품을 살았다,그는 상점이나 온라인 쇼핑몰에서 기념품을 구매해야 했다.,여행을 했어야 했다., 기념품 가게를 찾아보는 것이었다.,"절약해야 했는데, 이는 그는 기념품을 살기 위해서였다."
354,그는 여덟 살이 되었다,그는 8살이 되기 위해 8년을 살아야 한다.,성장했어야,"
여덟 살이 되었으니 학교에 가야 했고, 더 많은 책을 읽어야 했으며, 스스로 식사를 하고 옷을 입는 법을 배워야 했다.",어린아이
355,그는 호루라기를 불었다,그는 주변 사람들에게 주의를 환기시키거나 도움을 요청하기 위해 호루라기를 불었어야 했다.,입김을 넣어야 했다.,"

호루라기에 공기를 불어넣는 것이었다.",싸워야
356,그는 그의 지갑을 받았다,그는 지갑을 잃어버려야 한다.,지갑을 받기 위해 그는 무슨 일을 해야 했어야 했나요?,그의 신분증을 제시하는 것이었다.,"어이어야 했는데, 이는 그는 그의 지갑을 받기 위해서였다."
357,그는 손에 화상을 입었다,그는 손에 보호장비를 착용해야 했다.,냉수로 손을 식혀야 했다., 즉시 찬물에 손을 담그고 의료진을 찾아가는 것이었다. 화상은 심각한 상처를 남길 수 있기 때문에 신속한 처치가 중요하다.,조심해야 했어
358,그는 다리를 보여줬다,그는 바지나 스커트를 올려 다리를 보여줘야 한다.,바지를 벗어야 했어야 했다.,바로 바지를 벗는 것이었다.,"그는 바지를 입어야 했는데, 이는 그는 다리를 보여주기 위해서였다."
359,그는 이상한 소리가 들렸다,주변을 살펴보고 소리의 원인을 찾아봐야 한다.,귀를 귀담아 들어야 했다.,주변을 둘러봐서 소리의 원인을 찾아보는 것이었다.,"그는 조용해야 했는데, 이는 그는 이상한 소리가 들리기 위해서였다."
360,그는 패스트푸드를 먹지 않았다,건강한 식습관을 유지했어야 한다.,건강한 식사를 해야 했다., 건강한 식사를 준비하거나 외식할 때 건강한 옵션을 선택하는 것이었다.,"건강하게 살아야 했는데, 이는 그는 패스트푸드를 먹지 않기 위해서였다."
361,그는 요즘 우울해했다,그는 친구나 가족과 이야기를 나누거나 전문가의 도움을 받아야 했다.,심리상담을 받아야 했다.,"자신의 감정을 솔직하게 표현하는 것이었다. 그는 친구나 가족과 이야기를 나누고, 심리 상담을 받아보는 것도 도움이 될 수 있었을 것이다.","행복해야 했는데, 이는 그는 요즘 우울해하기 위해서였다."
362,그는 대신 시리얼을 먹었다,그는 슈퍼마켓에 가서 시리얼을 샀어야 한다.,가게에 가서 시리얼을 샀어야 했다.,냉장고 문을 열어서 우유를 꺼내오는 것이었다.,"걷어야 했는데, 이는 그는 대신 시리얼을 먹기 위해서였다."
363,그는 셔츠에 물을 엎질렀다,그는 실수로 물을 쏟아야 했다.,그는 셔츠에 물을 엎질렀다. 이를 위해 그는 죄송해했어야 했다.,물을 닦고 건조시키는 것이었다. 그리고 새로운 셔츠를 찾아 입는 것이었다.,"화가___

그는 화가어야 했는데, 이는 그는 셔츠에 물을 엎지르기 위해서였다."
364,그는 주문을 했다,주문한 물건이나 서비스를 받기 위해 대상을 선택하고 주문서를 작성하여 제출해야 한다.,음식을 선택하여 메뉴를 만들고 주문서에 적어야 했다., 주문할 음식이나 물건을 선택하는 것이었다.,배고픈(famished)
365,그는 드디어 집에 도착했다,그는 집으로 향했어야 한다.,오랜 시간을 운전하여야 했다., 연로한 어머니를 위해 식료품을 사오는 것이었다.,"급한 일이 있어야 했는데, 이는 그는 드디어 집에 도착하기 위해서였다."
366,그는 얼굴에 미소가 가득했다,"그는 어떤 좋은 일이나 기쁜 사실을 경험하거나 듣고, 그것에 대해 기쁨을 느끼고 있어야 했다.",노력,주변 사람들에게 감사의 인사를 전하는 것이었다.,"서운해야 했는데, 이는 그는 얼굴에 미소가 가득하기 위해서였다."
367,그는 내 부모님께 말씀드렸다,"""그는 내 부모님께 말씀드렸다.""",신중하게 계획을 세웠어야 했다.,부모님의 동의를 구하는 것이었다.,"죄를 자백해야 했는데, 이는 그는 내 부모님께 말씀드리기 위해서였다."
368,그는 실수로 부딪혔다,그는 주변을 주의 깊게 살펴보고 조심스럽게 움직여야 했다.,사과를 해야 했다., 사과하고 상대방에게 도움을 주는 것이었다.,"지체하는 자세를 취어야 했는데, 이는 그가 실수로 부딪히기 위해서였다."
369,그는 자기 자신을 연기했다,그는 연기 공부를 해서 자기 자신을 연기할 수 있어야 한다.,연기 수업을 들어야 했다.,연기할 캐릭터의 감정과 생각을 이해하고 그에 맞는 표현과 동작을 연기하는 것이었다.,"그는 화가인 척을 해야 했는데, 이는 그는 자기 자신을 연기하기 위해서였다."
370,그는 으르렁거리기 시작했다,그는 분노나 불만을 표현하기 위해 으르렁거려야 했다.,그는 먼저 화를 내고 날카로운 말을 했어야 했다.,의심스러운 소리가 들렸을 때 주변을 살펴보고 안전한 곳으로 이동하는 것이었다.,화가
371,그는 내기에서 졌다,그는 내기를 하지 말아야 했다.,더 많은 연습을,내기에서 졌다. 이를 위해 그가 했어야 한 것은 돈을 내는 것이다.,이긴 것
372,그는 새 컴퓨터를 구입했다,그는 새 컴퓨터를 구입했다.,돈을 모아야 했어야 했다., 새 컴퓨터를 설정하고 필요한 소프트웨어를 설치하는 것이었다.,"절약해야 했는데, 이는 그는 새 컴퓨터를 구입하기 위해서였다."
373,그는 누구에게나 물어봤다,그는 누구에게나 물어봤다.,논리적으로 생각했어야 했다.,상황에 맞는 질문을 준비하는 것이었다.,"그는 도움을 받아야 했는데, 이는 그는 누구에게나 물어보기 위해서였다."
374,그는 떠나고 싶지 않았다,하지만 그는 결국 용기를 내어 떠나야 했다.,끝까지 노력해야 했다.,없었다. 왜냐하면 그는 그곳에서 행복했기 때문이다.,"떠나지 않아야 했는데, 이는 그는 떠나고 싶지 않기 위해서였다."
375,그는 어젯밤 꿈을 꿨다,그는 잠을 자고 꿈을 꾸어야 한다.,잠을 자고 있어야 했다.,먼저 꿈을 기억해야 했다. 그리고 꿈에서 느낀 감정과 상황을 되새겨보며 해석해야 했다. 마지막으로 꿈에서 받은 메시지나 의미를 찾아내기 위해 노력해야 했다.,"그는 졸려웠어야 했는데, 이는 그가 어젯밤 꿈을 꾸기 위해서였다."
376,그는 청력 검사를 받았다,청력 검사를 받았다.,병원을 방문하여 예약을 해야 했어야 했다.," 청력 전문가의 진단을 받기 위해 예약을 하고, 검사를 받는 날에는 규정된 시간에 도착하여 모든 지시사항을 따르는 것이었다.","걷지 못하는 상태였어야 했는데, 이는 그는 청력 검사를 받기 위해서였다."
377,그는 어제 제 손톱을 칠해줬다,그는 손톱을 자르고 깔끔하게 다듬어야 했다.,매니큐어를 사용해야 했다.," 손톱을 깨끗하게 닦아주고, 원하는 색상의 매니큐어를 선택해 바르는 것이었다.","그는 바쁜 사람이어야 했는데, 이는 그는 어제 제 손톱을 칠해주기 위해서였다."
378,그는 꽤 괜찮아 보였다,다른 사람들과 친밀한 관계를 형성하고 적극적으로 소통해야 한다.,자신의 외모와 모습을 관리하고 신경 써야 했다.,그의 자신감을 조금 더 드러내는 것이었다.,"멋있어야 했는데, 이는 그는 꽤 괜찮아 보이기 위해서였다."
