,input,A,B,B2,B3
690,그는 바로 돌아왔다,그에게 무슨 일이 있었는지 물어보다,그가 어디에 갔는지 궁금해하다,그가 어디에 갔는지 설명한다,그의 이야기를 듣다
691,그는 새 키보드를 구입했다,새 키보드를 시험해보다,그의 새 키보드를 시도해보다,그의 새 키보드로 타자를 친다,그의 새로운 키보드를 시험해보다
692,그는 도랑에 추락했다,구조물을 이용하여 그를 구조하다,그를 구조하다,그를 구해준다,그를 구해주다
693,그는 자신의 얼굴을 핥았다,그를 멈추게 하다,그를 멈추다,그를 멈추게 한다,그를 멈추다
694,그는 집까지 태워다 줬다,감사의 인사를 하다,그에게 감사의 인사를 하다,감사의 표시를 한다,그에게 감사의 말을 하다
695,그는 손가락을 찔렀다,상처를 돌봐주다,그를 도와주다,그를 도와준다,그에게 안아주다
696,그는 벽에 부딪혔다,그를 도와주다,그를 도와주다,그를 도와준다,그를 도와주다
697,그는 그녀를 찾았다,그에게 축하하다,그가 안전하게 돌아오다,그녀와의 관계를 회복한다,그를 행복하게 해주다
698,그는 손을 내밀고 있었다,그에게 도와주다,그에게 도와달라고 하다,그의 도움을 받다,도와달라는 제스처를 보다
699,그는 자신의 어머니를 바라봤다,그를 돌봐주다,그의 어머니에게 더 많은 관심을 보이다,그를 돌봐준다,그를 칭찬하다
700,그는 바지에 오줌을 쌌다,그를 도와주다,그를 도와주다,그를 도와준다,그를 위로하다
701,그는 프로포즈하고 싶어 했다,그에게 도와주다,그에게 도와주다,그가 성공적으로 프로포즈한다,그에게 예쁜 반응을 하다
702,그는 엄청난 파티를 열었다,그에게 축하의 인사를 보내다,그를 칭찬하다,그의 성공을 축하한다,그에게 축하를 해주다
703,그는 3점슛을 성공시켰다,칭찬하다,그의 비밀을 알다,박수 친다,박수치다
704,그는 셔츠에 케첩을 엎질렀다,그를 도와주다,그를 위로하다,그를 도와준다,그를 도와주다
705,그는 대신 비디오 게임을 했다,친구들과 함께 게임을 하다,그에게 책을 읽다,그와 함께 게임을 한다,그가 스스로 공부하다
706,그는 가려운 곳을 긁었다,그를 그만 긁게 하다,그를 그만 긁다,그를 그만 긁게 한다,그를 멈추다
707,그는 자녀가 한 명 있었다,자녀를 키우는 데 도움을 주다,그의 가족이 행복하다,더 많은 아이를 낳다,자녀를 더 낳다
708,그는 아침에 일어나 준비를 했다,그에게 좋은 하루를 빌어주다,그를 도와주다,그를 도와준다,그에게 아침 식사를 준비하다
709,그는 집에 갈 시간였다,그를 도와주다,그를 도와주다,그와 작별 인사를 한다,그를 집에 보내다
710,그는 주말에는 캠핑을 떠났다,자신도 함께 가게 해달라고 부탁하다,그의 여행 이야기를 듣다,그의 여행 이야기를 듣다,그와 함께 캠핑을 가다
711,그는 중요한 회의가 있었다,그에게 도움을 주다,그가 좋은 결과를 얻다,그가 회의에서 성공을 거둔다,그에게 조용히 하다
712,그는 제대로 찾아왔다,그를 환영하다,그에게 박수를 치다,그가 안전하게 도착했는지 확인한다,그가 무사히 돌아왔다
713,그는 강도를 당했다,그를 도와주다,그의 안전을 걱정하다,그를 도와준다,그를 병원으로 데려가다
714,그는 한 시간 늦었다,사유를 묻다,그가 어째서 늦었는지에 대한 이유,그에게 화를 낸다,그가 왜 늦었는지 설명하다
715,그는 새 아이폰을 구입했다,부러워하거나 자기도 새로운 아이폰을 갖고 싶어하다,그의 새로운 기기를 보고 싶어하다,그를 부러워한다,그의 새로운 아이폰을 보다
716,그는 그녀를 흔들어 깨웠다,그녀를 의식을 찾도록 도와주다,그녀에게 도와주다,그녀가 깨어난다,그녀를 도와주다
717,그는 메일함을 확인했다,중요한 메시지를 확인하다,그에게 무슨 소식이 있는지 궁금해하다,그가 받은 메일에 대해 이야기한다,그에게 답장하다
718,그는 서핑을 좋아했다,그와 함께 서핑을 즐기다,그를 파도 속으로 데려가다,그와 함께 서핑을 배운다,그가 파도를 타다
719,그는 새 시계를 받았다,축하하다,그의 새 시계를 보다,그와 함께 시간을 보낸다,그에게 축하하다
720,그는 사슴을 쳤다,그에게 동물을 죽이지 말라고 말하다,그를 비난하다,그를 비난한다,그를 칭찬하다
721,그는 심호흡을 했다,그에게 평온함을 느끼다,그를 진정시키다,그가 차분해진다,그를 평정하다
722,그는 군에 입대했다,가족들이 안심시키다,그를 보호하다,그를 안전하게 돌아온다,그를 축하하다
723,그는 좀 나아진 듯 보였다,그를 격려하다,그가 완전히 회복하다,그를 응원한다,그에게 희망을 갖다
724,그는 나무에 올라갔다,그를 안전하게 도와주다,그를 내려오게 하다,그를 내려오게 한다,그를 내려오게 하다
725,그는 무사히 도착했다,안심하고 기뻐하다,안심하다,안부를 묻다,안심하다
726,그는 선거에 출마했다,그를 지지하다,그의 정책을 지지하다,그를 지지한다,그를 지지하다
727,그는 이메일을 찾았다,이메일을 확인하다,그의 이메일 주소,그를 확인한다,그에게 이메일을 보내다
728,그는 뼈가 부러졌다,그를 병원으로 데려가서 치료받다,그를 병원에 데려가다,빨리 의료진에게 도움을 요청한다,그를 병원으로 데려가다
729,그는 자신의 팔을 휘둘렀다,의료 도움을 요청하다,그를 의료진에게 데려가다,그를 달랜다,그가 자신의 팔을 다치지 않다
730,그는 빨리 왔다,그에게 무슨 일이 있었는지 물어보다,그가 어떻게 그렇게 빨리 도착했는지 설명하다,그에게 감사의 말을 한다,그를 보다
731,그는 마이크를 내려놓았다,그를 격려하다,그의 결정에 대한 이유를 듣다,그의 말을 듣기 시작한다,그가 다시 노래하다
732,그는 친구를 방문했다,친구와 함께 시간을 보내다,그의 이야기를 듣다,그와 함께 시간을 보낸다,그를 데리러 가다
733,그는 감염되었다,치료를 받다,그가 빨리 회복하다,그에게 치료를 받도록 한다,그를 치료하다
734,그는 캘리포니아로 이사했다,새로운 삶을 응원하다,그를 자주 보다,그를 자주 보기 위해 방문한다,그를 다시 만나다
735,그는 잠들지 못했다,잠을 청하게 해주다,그에게 수면제를 권하다,수면제를 먹다,그에게 잠이 오도록 도와주다
736,그는 거미를 봤다,거미를 제거해달라고 요청하다,그를 도와주다,그를 도와준다,그를 도와주다
737,그는 총을 쐈다,그를 제지하다,그를 멈추다,그를 멈추게 한다,그를 신속히 구급차로 옮기다
738,그는 열쇠를 받았다,그를 자유롭게 하다,그가 무엇을 열려고 하는지 궁금해하다,그 열쇠로 무엇을 여는지 궁금해한다,문을 열어달라고 부탁하다
739,그는 고양이를 입양하고 싶어 했다,그에게 고양이를 주는 것에 동의하다,동물 보호소에 가다,그가 책임감 있게 키우는 것을 보고싶어한다,그에게 고양이를 선물하다
740,그는 실수로 엎질렀다,그를 도와 일어서게 하다,그를 도와주다,그를 도와준다,그를 도와주다
741,그는 거북이를 발견했다,그를 보고 놀라다,그의 손에 든 것을 보다,그를 보호한다,그를 축하하다
742,그는 대신 TV를 시청했다,그를 TV 시청 중지시키다,그에게 독서를 하다,그와 함께 TV를 시청한다,무엇을 시청할 지 고르다
743,그는 가려움증이 심했다,그를 가려주다,그를 도와주다,그에게 가려움증을 해소할 방법을 찾아준다,그를 가만히 두다
744,그는 새 셔츠가 필요했다,옷을 사주다,그에게 도와주다,그에게 쇼핑을 도와준다,그에게 새 셔츠를 선물하다
745,그는 낚시하러 가고 싶어했다,그와 함께 낚시를 가다,같이 가다,그를 함께 데려간다,그를 도와주다
746,그는 첫 데이트 중였다,둘 다 편안하게 느끼다,좋은 인상을 심다,그에게 좋은 인상을 준다,그를 도와주다
747,그는 바위에 부딪혔다,그를 도와주다,그를 도와주다,그를 도와준다,그를 구해주다
748,그는 학교에 지각했다,선생님에게 사과하다,그가 안전하게 도착했는지 확인하다,그가 빨리 도착한다,그가 학교에 늦지 않다
749,그는 첫 한입을 먹었다,그에게 맛있는 음식을 더 주다,그 맛있게 먹다,그의 반응을 본다,그에게 축하를 해주다
750,그는 배가 고파졌다,그에게 음식을 주다,식사를 함께 하다,그에게 음식을 사준다,그에게 음식을 주다
751,그는 체중이 몇 파운드 줄었다,건강 상태를 확인하다,비밀을 묻다,비밀을 알려준다,그의 새로운 옷을 보다
752,그는 그 결과 열쇠를 잃어버렸다,그를 도와주다,그를 도와주다,그를 도와준다,그를 도와주다
753,그는 문을 두드리는 소리를 들었다,문을 열어주다,누구인지 확인하다,문을 열어준다,그를 안으로 들여보내다
754,그는 친구들이 그립었다,그를 만나다,그를 위로하다,그를 다시 만난다,그를 찾아오다
755,그는 칭찬을 많이 받았다,자신감을 얻기 위해 더 노력하다,비슷한 성과를 이루다,그에게 더 많은 기회를 준다,그의 비밀을 알다
756,그는 반려견을 애견 공원에 데리고 갔다,반려견과 놀아주다,그와 반려견과 함께 놀다,그를 따라간다,그의 반려견을 만나다
757,그는 저녁 식사를 위해 만났다,그와 함께 식사하다,그의 손님으로 받아들이다,그에게 맛있는 음식을 대접한다,그와 함께 저녁을 먹다
758,그는 그가 가장 좋아하는 밴드를 봤다,그와 함께 콘서트를 즐기기 위해 가입하다,음악을 함께 듣다,함께 콘서트에 간다,함께 콘서트에 가다
759,그는 몇 시간이 걸렸다,시간이 오래 걸렸다고 이해하다,그의 안전을 걱정하다,그의 도착을 환영한다,그를 찾다
760,그는 적을 죽였다,그를 체포하다,그를 칭찬하다,그를 칭찬한다,그를 체포하다
761,그는 슛을 성공시켰다,그를 축하하다,그를 축하하다,그를 축하한다,그의 축구 실력을 보여주다
762,그는 고양이를 찾았다,주변 사람들에게 자랑하다,그에게 축하,그에게 고양이의 행방을 묻다,그의 능력을 보여주다
763,그는 잠자리에 들 준비를 했다,그에게 안녕하고 좋은 꿈 꾸라고 말하다,그가 편히 자다,그를 조용히 하도록 한다,그에게 안녕하고 좋은 밤 되다
764,그는 기타를 구입했다,그를 축하하다,그의 연주를 듣다,기타를 연주한다,그의 연주를 듣다
765,그는 기분이 조금 나아졌다,그를 위로하다,그에게 밝은 미소,그가 다시 일상 생활을 할 수 있다,그에게 웃음을 보이다
766,그는 가슴을 움켜쥐었다,그를 안아주다,그를 안아주다,그에게 위로한다,그를 위로하다
767,그는 전화를 받았다,전화 내용을 알려주다,그가 무슨 소식을 전해주다,그에게 전화 내용을 듣다,그에게 행운을 빌다
768,그는 한 시간 거리에 있었다,그를 만나러 가다,그를 만나다,그를 만나러 간다,그에게 곧 도착하다
769,그는 배변을 보러 갔다,화장실을 사용하고 돌아오다,그가 잘 돌아오다,그를 기다리게 한다,그를 따라가다
770,그는 이마를 찡그렸다,그를 위로하다,그에게 무슨 일이 있는지 물어보다,그에게 무슨 일이 있는지 물어본다,그에게 무슨 일이 있는지 말하다
771,그는 재채기를 많이 했다,그가 아프지는 않은지 걱정하다,그가 감기에 걸리지 않다,그에게 약을 권한다,그에게 약을 먹다
772,그는 첫 문신을 새겼다,그를 축하하다,그의 이야기를 듣다,그를 비판한다,그의 새로운 문신을 보다
773,그는 드디어 옷을 찾았다,그에게 축하하다,그의 새로운 옷을 보다,안심한다,그에게 쇼핑을 가다
774,그는 공을 튕겼다,그와 함께 놀다,그가 무엇을 계획하는지 궁금해하다,그를 따라간다,그에게 공을 주다
775,그는 큰 소리가 들렸다,그 소리가 무엇인지 궁금해하다,무슨 일이 일어났는지 알다,그가 괜찮은지 확인한다,그가 조용히 있다
776,그는 미끄러져 넘어졌다,그를 도와 일어서게 하다,그를 도와주다,그를 일으킨다,그를 도와주다
777,그는 그 결과 지갑을 잃어버렸다,그를 도와주기 위해 지갑을 찾아주다,도와주다,그를 도와준다,그를 위로하다
778,그는 새 게임을 구입했다,게임을 함께 즐기다,그가 어떤 게임을 샀는지 궁금해하다,그와 함께 게임한다,그와 함께 게임을 즐기다
779,그는 나머지를 저장했다,그를 칭찬하다,그에게 나눠주다,그에게 나눠준다,그를 축하하다
780,그는 일정을 변경했다,일정 변경에 대해 이유를 묻거나 영향을 받는 사람들과 협의하다,새로운 일정을 알다,그 일정을 다시 확인한다,계획을 재조정하다
781,그는 트롬본을 연주했다,청중들의 박수를 받다,밴드를 결성하다,그를 다시 연주하도록 한다,그의 연주를 듣다
782,그는 번지점프를 하러 갔다,그의 안전을 확인하다,그의 안전을 기원하다,그의 안전을 확인한다,그를 응원하다
783,그는 운동량을 늘렸다,건강에 대해 물어보다,그의 건강을 걱정하다,그의 건강을 챙긴다,그를 칭찬하다
784,그는 그녀에게 휴가를 줬다,그를 감사하게 생각하다,그와 같이 여행을 가다,그에게 감사의 인사를 한다,그에게 감사 인사를 하다
785,그는 다니던 직장을 그만뒀다,새로운 직장에서 행복하게 일할 수 있기를 바라다,그 이유를 알다,그가 새로운 직장을 찾다,그의 이력서를 보다
786,그는 그녀와 같은 냄새가 났다,그에게 샤워를 하라고 말하다,그들이 연인이 되다,그를 피한다,그녀와 같이 샤워를 하다
787,그는 드디어 만났다,그와 이야기하다,그에게 축하를 하다,그를 축하한다,그의 이야기를 듣다
788,그는 어느 날 집에 돌아왔다,가족들이 그에게 반가워하며 환영하다,그가 어디에 갔었는지 알다,그가 어디에 갔는지 설명한다,그에게 일어난 일을 설명하다
789,그는 그녀에게 손을 내밀었다,그의 손을 잡아주다,서로를 이해하다,그의 용기를 칭찬한다,그녀와의 관계를 지속하다
790,그는 두통이 심했다,그를 휴식을 취하도록 하다,그가 의사를 찾다,그가 휴식을 취한다,그에게 휴식을 취하라고 하다
791,그는 사인을 받았다,축하하다,그의 성공을 축하하다,기념사진을 찍다,축하하다
792,그는 가까워지고 있었다,그와 친해지기 원하다,그에게 더 알고 싶어하다,그와 친해진다,그에게 더 가까워지다
793,그는 케이크를 굽고 싶어 했다,그를 도와주다,그가 만든 케이크를 맛보다,함께 먹다,그에게 요리하다
794,그는 기침이 심했다,의사를 찾아주다,그가 병원에 가다,의사를 찾아간다,그에게 물을 마시다
795,그는 새 친구가 생겼다,새 친구를 소개받다,그의 새로운 친구를 만나다,그와 함께 시간을 보낸다,그의 새 친구를 만나다
796,그는 새 시계를 구입했다,그를 축하하다,그의 새 시계를 보다,그가 시계를 보여준다,그의 새 시계를 칭찬하다
797,그는 화장실을 이용했다,기다리고 있었다,그가 다시 돌아오다,그를 기다린다,그에게 기다리라고 하다
798,그는 기차를 놓쳤다,그를 위로하다,그를 도와주다,그를 도와준다,그를 위로하다
799,그는 정말 수줍음이 많았다,그를 도와주고 안심시켜주다,그를 더 열정적으로 행동하다,그를 더 많이 이야기한다,그에게 대화를 시작하다
800,그는 드디어 임신했다,축하와 축복을 전하다,축하하다,축하한다,축하를 하다
801,그는 볼링을 치러 갔다,그와 함께 볼링을 즐기다,그와 함께 가다,그를 동행한다,그의 우승을 축하하다
802,그는 팀에 합류했다,환영받다,그와 함께 승리하다,환영한다,그를 환영하다
803,그는 수표를 입금했다,그를 축하하다,그에게 돈을 빌다,그의 은행 계좌 잔고를 확인한다,그의 은행 계좌를 확인하다
804,그는 결승에 진출했다,그를 응원하다,그를 응원하다,우승한다,그에게 응원을 보내다
805,그는 데이트를 취소했다,그를 이해해주다,그의 이유를 알다,그의 이유를 듣다,그의 건강을 걱정하다
806,그는 에세이를 써야 했다,그를 도와주다,그에게 도와주다,도와준다,그의 도움
807,그의 차례가 돌아왔다,그를 응원하다,그가 성공하다,그가 자신의 의견을 표현한다,그에게 카드를 내다
808,그는 다음 날 깨어났다,그를 돌봐주다,그가 잘 자고 있는지 확인하다,그가 잘 잤는지 묻다,그의 신호를 기다리다
809,그는 학교를 다니기 시작했다,그를 응원하다,그의 성적을 묻다,그의 교육에 대해 물어본다,그의 삶에 대해 물어보다
810,그는 화살을 쐈다,그를 멈추다,그를 멈추다,그를 멈추게 한다,그에게 용서를 구하다
811,그는 스스로를 격려했다,그를 지지하고 위로하다,그를 달래다,그를 위로해준다,그를 달래다
812,그는 팔에 화상을 입었다,상처를 치료해주다,그를 도와주다,상처를 치료한다,그에게 위로를 해주다
813,그는 가라데를 배우고 싶어했다,가르쳐주고 도와주다,그에게 좋은 강사를 소개하다,그를 도와준다,그에게 강의를 듣다
814,그는 능력을 잃었다,그를 지지하다,그를 도와주다,그를 도와준다,그를 도와주다
815,그는 머리를 맞았다,의료 도움을 요청하다,의료진을 불러 치료받다,그를 병원으로 데려간다,그에게 의사소통하다
816,그는 게임을 제안했다,게임에 참여하다,함께 참여하다,그와 함께 게임을 즐긴다,그와 함께 게임을 하다
817,그는 브로드웨이 공연을 보러 갔다,공연에 대한 소감을 듣다,그의 소감을 듣다,그 경험을 나눈다,그와 함께 브로드웨이 공연을 보다
818,그는 최근에 이사했다,새 집을 보러 가다,새 집을 구경하다,그를 집으로 초대한다,새 집을 구경하다
819,그는 임신 테스트를 받았다,그의 상태를 걱정하다,그의 결정을 존중하다,그 결과를 알아낸다,그에게 결과를 알려주다
820,그는 주차장에서 열쇠를 찾았다,도와주다,그에게 도와달라고 하다,그에게 감사한다,그에게 미소짓다
821,그는 기타를 조율했다,음악을 듣기 위해 기다리다,그의 연주를 듣다,연주하는 것을 듣다,그가 공연을 열다
822,그는 그녀에게 매우 화가 났다,그에게 사과하다,상황을 진정시키다,그의 감정을 진정시킨다,그가 진정으로 사과하다
823,그는 너무 화가 났다,그를 달래주다,그를 진정시키다,그를 달래준다,그에게 사과하다
824,그는 어제 집에 돌아왔다,그에게 어떻게 지냈는지 물어보다,그가 어떻게 지냈는지 듣다,그가 안전하게 돌아온 것을 확인한다,그에게 안부를 묻다
825,그는 금메달을 획득했다,그를 축하하다,축하하다,축하한다,축하
826,그는 스스로에게 매우 친절했다,자신을 칭찬하다,그를 배려하다,그를 이해한다,그에게 친절하다
827,그는 오늘 기분이 나아졌다,그를 축하하다,그에게 웃음을 보다,그와 함께 좋은 시간을 보낸다,그와 함께 밖으로 나가다
828,그는 하키를 하고 싶어 했다,그를 도와주다,그를 도와주다,하키를 가르쳐 준다,그에게 하키를 배우다
829,그는 낮잠을 자고 있었다,그를 깨우고 일어나게 하다,조용히 하다,그를 깨운다,그를 깨우다
830,그는 케이크를 주문했다,친구들과 함께 케이크를 나눠 먹다,맛있게 먹다,그와 함께 먹다,그에게 축하를 해주다
831,그는 옷이 필요했다,옷을 사주다,그에게 옷을 구해주다,그에게 옷을 선물한다,그에게 옷을 빌려주다
832,그는 나중에 다시 돌아왔다,그에게 어디에 갔었는지 물어보다,그가 어디에 갔는지 궁금해하다,그의 이야기를 듣다,그에게 미안하다고 말하다
833,그는 드디어 착륙했다,환영받다,그가 안전하다는 것을 확인하다,그를 안전하게 내린다,안심하다
834,그는 알람을 설정하는 것을 잊어버렸다,그를 깨우는 것을 도와주다,그를 깨우다,그가 늦지 않고 나타난다,그에게 일찍 일어나다
835,그는 총을 조준했다,그를 막기 위해 손을 내미다,그를 말리다,그를 설득한다,그를 속이다
836,그는 물렸다,그를 위로해주다,그를 위로하다,더 많은 경험을 쌓다,그를 위로하다
837,그는 일자리를 찾을 수 없었다,그를 도와주다,그에게 도움을 주다,그에게 도와준다,그에게 도움을 주다
838,그는 장미 냄새가 났다,그를 향한 애정을 드러내다,그와 함께 있다,그를 향한 사랑을 표현한다,그에게 향기를 맡다
839,그는 번호를 변경했다,연락처를 알려주다,그가 안전하다는 것을 확인하다,그의 행방을 알아낸다,그에게 전화를 걸다
840,그는 공을 쫓아갔다,그를 응원하다,그를 멈추다,그를 응원한다,그를 멈추게 하다
841,그는 사진을 찍으며 치즈라고 했다,웃음을 지어주다,웃어주다,미소를 짓다,웃음
842,그는 몸에서 덩어리가 만져졌다,그를 도와주다,그를 도와주다,응급실로 신속히 이동한다,그가 병원에 가다
843,그는 하이킹을 시작했다,그와 함께 하이킹을 즐기기 위해 참여하다,그가 안전하게 돌아오다,그를 따라간다,그의 안전을 기원하다
844,그는 학교에 지각하고 있었다,그를 도와주다,그를 서둘러 가게 하다,그가 빨리 학교에 도착한다,그를 더 이상 기다리지 말라고 했다
845,그는 잠을 잘 못 자고 있었다,그를 도와주다,그에게 휴식을 취하라고 조언하다,그에게 수면제를 권한다,그에게 도움을 주다
846,그는 잭팟을 터뜨렸다,축하하다,그에게 축하하다,그에게 돈을 빌린다,파티를 열다
847,그는 자신의 경험을 공유했다,그에게 조언하다,그에게 충고를 구하다,그를 도와준다,그의 이야기를 듣다
848,그는 밖에서 놀고 있었다,그를 안심시키다,그를 안으로 불러들이다,그를 안으로 불러들인다,그를 안으로 불러들이다
849,그는 수업 시간에 잠이 들었다,그를 깨우고 수업에 집중하도록 도와주다,그를 깨우다,그를 깨운다,그를 깨우다
850,그는 뉴욕에서 방문했다,그에게 여행 이야기를 듣다,그의 여행 이야기를 듣다,그를 안전하게 돌아간다,그에게 관광지를 추천하다
851,그는 새 바지를 구입했다,새로운 바지에 대해 칭찬하다,그의 패션을 칭찬하다,그를 칭찬한다,그에게 새 셔츠를 사다
852,그는 램프 냄새를 맡았다,그를 도와주다,그와 함께 그곳을 떠나다,그가 냄새를 피한다,램프를 켜다
853,그는 여동생을 만났다,여동생과 시간을 보내다,그와 함께 행복해하다,그와의 관계에 대해 묻다,그의 여동생을 만나다
854,그는 주차된 차량에 부딪혔다,보험 청구를 도와주다,보험 청구를 하다,그를 용서한다,그에게 사과하다
855,그는 수다를 떨며 시간을 보내었다,그에게 귀 기울이다,조용히 있다,그에게 조용히 해달란다,조용히 있다
856,그는 결국 떠났다,그를 그리워하다,그를 되돌아오게 하다,그의 안부를 묻다,그를 남겨두다
857,그는 고통에 비명을 질렀다,그를 도와주다,그를 도와주다,그가 위험에 처했는지 확인한다,그를 구원하다
858,그는 코피를 흘렸다,그에게 휴지를 주다,그에게 도움을 주다,그를 도와준다,그에게 미안해하다
859,그는 아이스크림이 있었다,그와 함께 아이스크림을 먹고 싶어하다,그에게 조금 나눠달라고 하다,그와 함께 나눠 먹다,아이스크림을 나눠주다
860,그는 소원을 빌었다,그의 소원이 이루어지기를 바라다,그의 소원이 이루어지다,그 소원이 이루어지는 것을 바란다,그의 소원이 이루어지다
861,그는 고등학교 졸업을 앞두고 있었다,졸업 선물을 주다,그에게 축하,그의 계획이 무엇인지 묻다,미래에 대해 이야기하다
862,그는 개를 입양했다,그와 개를 만나러 가다,그와 함께 산책하다,그가 개를 키우는 것을 도와준다,그에게 개를 돌보다
863,그는 걱정없이 잤다,그를 안심시키다,그와 같은 평온,그가 편안한 상태로 계속해서 잠을 잔다,그가 건강하게 일어나다
864,그는 안경을 깨뜨렸다,그에게 새 안경을 사주다,새로운 안경을 사다,그를 안경을 새로 사준다,그에게 사과하다
865,그는 뿌린 대로 거뒀다,그의 노력에 보답하다,그의 성공을 축하하다,그를 칭찬한다,그의 노력을 칭찬하다
866,그는 손에 피가 묻어 있었다,그에게 도움을 주다,그가 다치지 않았는지 확인하다,그의 상태를 걱정한다,그를 심문하다
867,그는 귀를 뚫었다,축하해주다,그의 귀에 이야기를 듣다,그에게 노래를 부른다,그에게 비밀을 말해주다
868,그는 여러 친구를 초대했다,파티에 가기 위해 준비하다,즐거운 시간을 보내다,파티를 열어준다,그가 파티를 열다
869,그는 지루함을 느꼈다,즐거운 활동을 제안하다,그를 즐겁게 해주다,그에게 새로운 취미나 관심사를 찾다,다른 활동을 하다
870,그는 바스락거리는 소리를 들었다,주변을 살펴보다,그가 안전하다는 것을 확인하다,그가 안전한지 확인한다,조용히 하다
871,그는 화장실에 다녀와야 했다,그를 기다리다,그를 기다리다,기다린다,그를 따르다
872,그는 악어를 봤다,그를 도와주다,그를 구해주다,악어를 피한다,그를 도와주다
873,그는 무서운 영화를 보고 싶어 했다,그와 함께 영화를 보러 가다,그와 함께 보다,함께 가지 않기를 바랐다,그와 함께 영화를 보다
874,그는 빨간 신호등에 멈췄다,신호가 바뀌기를 기다리다,안전 운전을 하다,안전 운전을 한다,그를 따라가지 않다
875,그는 그녀의 눈을 바라봤다,그에게로 다가가다,그들이 서로를 키스하다,이제 키스한다,그를 떠나지 말라고 하다
876,그는 수영장 파티에 초대했다,수영장 파티에 참석하도록 설득하다,모두 즐거운 시간을 보내다,그를 도와준다,수영복을 준비하다
877,그는 공부하는 것을 잊어버렸다,그를 독려하다,그에게 도움을 주다,그에게 공부를 기억시킨다,그를 도와주다
878,그는 이제 막 대학을 졸업했다,취직을 축하하다,그의 미래 계획에 대해 물어보다,그의 미래 계획에 대해 물어본다,그의 취직을 축하하다
879,그는 자신의 개인 기록을 경신했다,칭찬해주다,그를 칭찬하다,그의 성과를 축하한다,그의 기록을 감탄하다
880,그는 배관공에게 전화했다,도움을 요청하다,그의 수리를 부탁하다,그를 도와준다,배관공에게 물어보다
881,그는 그녀의 피를 마셨다,그를 구해주다,그를 심문하다,그의 행동을 이해한다,그를 처벌하다
882,그는 중고차를 구입했다,차에 대한 정보를 물어보다,그 차를 시승하다,그의 새로운 차를 보러 간다,그의 새 차를 보다
883,그는 더 많은 비용을 절약했다,다른 사람들에게 비용을 절약하는 방법을 가르쳐주다,그의 비밀을 알다,그의 경제적인 지혜를 배운다,그가 그들의 이야기를 듣다
884,그는 쇼핑몰에 가고 싶어 했다,그와 함께 쇼핑을 하다,함께 가다,그와 함께 간다,함께 쇼핑을 가다
885,그는 배가 아팠다,그를 도와주다,의사를 불러주다,의사를 찾아준다,그에게 병원을 가다
886,그는 숨이 막히기 시작했다,의료 도움을 요청하다,그를 구해주다,그를 도와준다,그를 구해주다
887,그는 출장 중였다,그에게 안부를 묻다,그를 안전하게 돌아오다,그를 그리워한다,그에게 전화하다
888,그는 아빠와 공놀이를 했다,아빠와 더 많은 시간을 보내다,그와 함께 놀다,그에게 가르친다,그를 칭찬하다
889,그는 새 강아지를 살았다,강아지를 만나러 가다,강아지를 만나다,그 강아지를 만나러 간다,새 강아지를 만나다
890,그는 새 충전기를 구입했다,축하하다,그의 전화가 더 오래 사용되다,그의 전화가 다시 켜진다,그에게 새로운 기능을 보여주다
891,그는 튜토리얼을 시청했다,자신도 시청해보라고 권유하다,그에게 가르쳐 달라고 하다,그에게 도와준다,그가 쉽게 배울 수 있다
892,그는 침대 밑을 확인했다,그를 도와주다,그가 무엇을 찾고 있는지 궁금해하다,그가 잃어버린 물건을 찾다,그를 칭찬하다
893,그는 아르바이트를 구했다,그를 축하하다,그가 돈을 벌다,그가 돈을 벌어 가정을 돕다,그의 성공을 축하하다
894,그는 피를 많이 흘렸다,그를 치료하다,그를 도와주다,그를 병원으로 실어나른다,그를 병원으로 데려가다
895,그는 케이지를 청소했다,청소를 도와주다,그의 세심한 성격을 칭찬하다,감사의 말을 한다,그를 칭찬하다
896,그는 학교생활에 문제가 있었다,학교생활을 도와주다,그를 도와주다,그를 도와준다,그를 돕다
897,그는 웨이터에게 말했다,음식을 주문하다,그의 주문을 빨리 처리하다,음식을 주문한다,음식을 주문하다
898,그는 새 물고기를 살았다,물고기를 돌볼 수 있도록 도와주다,그의 새로운 반려동물을 만나다,그 물고기의 이름을 묻다,그의 어필
899,그는 새끼를 낳았다,축하하다,축하하다,그를 축하한다,그에게 축하
900,그는 그래도 돈이 있었다,그에게 돈을 빌려주다,돈을 빌려달라고 하다,돈을 빌려준다,그를 도와주다
901,그는 투표하고 싶어 했다,그를 지지하다,그를 도와주다,그를 도와준다,그가 투표하고 싶어 했기 때문이다
902,그는 커피를 마셔봤다,그에게 커피를 사주다,그의 생각을 물어보다,그의 솔직한 리뷰를 듣다,그에게 커피를 추천하다
903,그는 대출을 신청했다,그에게 재무 상담을 해주다,그가 돈을 갚다,그가 대출을 받아서 원하는 것을 이룬다,그에게 돈을 빌려주다
904,그는 새 장난감을 살았다,새로운 장난감을 보고 놀라며 그에게 축하하다,그것을 빌려달라고 하다,그 장난감을 본다,그가 새 장난감을 보여주다
905,그는 총에 맞았다,그를 병원으로 데려가서 치료하다,그를 병원으로 옮기다,그를 구조한다,그를 병원으로 데려가다
906,그는 친구에게 도움을 요청했다,친구를 도와주다,그가 문제를 해결하다,그를 도와준다,친구에게 도움을 요청하다
