,input,A,B,B2,B3
302,그는 새로운 친구를 찾았다,그는 사회적인 활동을 하지 않았다,사회성이 없었다,자신의 사회적 불안이다,사교적이지 않았다
303,그는 그녀에게 소란을 피웠다,그녀는 청각장애가 있었다,차분한 성격을 가지고 있었다,그의 강력한 사과와 변화를 보여준다,그녀가 다른 사람과 함께 있었다
304,그는 이력서를 업데이트했다,그는 일자리를 그만뒀다,현재 직장에서 만족스럽다,실력보다 경험이 부족하다,새 직장을 찾지 않았다
305,그는 몸이 좋지 않았다,그는 건강한 식습관을 유지했다,근육통을 겪고 있었다,의사의 진단으로 인해 치료를 받고 있다,건강한 식습관을 가지고 있었다
306,그는 화재 경보를 들었다,그는 꿈 속에서 들었다,깜빡이고 낙서를 했다,건물 안에 갇혀 있다,귀가 먼저 나누어 들었다
307,그는 잠을 잘 잤다,그는 밤새 술을 마시지 않았다,밤새 술을 마셨다,아침에 일찍 일어나야 하는 약속이 있다,커피를 마셨다
308,그는 요즘 우울한 기분이 들었다,그는 성공적인 일을 많이 해내고 있었다,주변 사람들에게 도움을 요청하지 않았다,건강한 취미 활동을 찾다,새로운 일자리를 찾고 있었다
309,그는 레이스를 시작했다,그는 다리를 다쳤다,다리를 다쳤다,그는 무릎 부상을 입었다,부상을 입었다
310,그는 정말 귀엽었다,그는 사람들에게 싫어질만한 행동을 하지 않았다,사실 강아지였다,그가 실제로는 꾀죄인이다,무례하게 행동했다
311,그는 아이스크림을 먹고 싶어 했다,그는 라이벌사이의 충돌으로 인해 가게에 들어갈 수 없었다,다이어트 중이었다,그는 당뇨병이 있다,감기에 걸렸다
312,그는 분노조절 문제가 있었다,그는 항상 차분하고 조용했다,침착한 성격이었다,전문가의 도움을 받다,정기적으로 요가를 하지 않았다
313,그는 대신 걸었다,그는 휠체어를 사용해야 했다,다리를 다친 상태였다,다리에 부상을 입다,산책을 하러 나갔다
314,그도 일하지 않았다,그는 부유한 가정에서 태어났다,상속받은 부자였다,부유한 가족에 태어나다,부유한 가정에서 태어나지 않았다
315,그는 가스가 필요했다,그의 집에 전기난방이 있었다,그의 주방에서 요리를 하지 않았다,주유소가 아주 멀리 떨어져 있다,전기레인지를 사용하고 있었다
316,그는 TV를 켜었다,그는 전기가 나갔다,리모컨을 분실했다,리모컨이 고장났다,잠들었다
317,그는 마실 것을 가져왔다,그는 음주운전으로 운전을 할 계획이었다,갑자기 아프다고 말했다,음료수가 다 떨어지다,음주운전을 저질렀다
318,그는 한 모금을 마셨다,그는 물을 마셨다,음주 운전을 했다,음주 문제가 있다,운전 중이었다
319,그는 요리를 좋아했다,그는 식품 알레르기가 있었다,맛있는 음식을 먹지 못했다,요리 재료가 부족하다,레스토랑에서 일을 시작했다
320,그는 새 은행 계좌를 개설했다,그는 이미 모든 은행에서 계좌를 가지고 있었다,신용도가 매우 낮았다,신용 점수가 낮다,신용 점수가 너무 낮았다
321,그는 노트북을 떨어뜨렸다,그 노트북이 무너지지 않았다,손목에 보호대를 착용하고 있었다,즉시 수리할 돈이 없다,손목을 다쳤다
322,그는 철자 맞추기 대회에서 우승했다,그는 철자를 제대로 알지 못했다,영어를 잘 못했다,그가 어떤 단어도 제대로 발음하지 못한다,철자를 잘 못했다
323,그는 고양이를 키우고 있었다,그는 알러지가 있어서 고양이를 키울 수 없었다,알레르기가 있었다,알러지가 있다,애완동물 알레르기가 있었다
324,그는 더 잘 일했다,그는 더 이상 일하지 않았다,더 많은 훈련을 받았다,그는 더 많은 인정을 받기 위해 노력한다,자신을 믿지 않았다
325,그는 말투가 바뀌었다,그는 음성 변조기를 사용했다,다른 사람으로 변장하고 있었다,그는 뇌졸중으로 말을 하지 못하게 되었다,외국에 오래 머물고 있었다
326,그는 매우 심하게 아팠다,그는 건강한 상태였다,의료진의 도움을 받지 못했다,의료 보험이 없다,의사에게 진단을 받지 않았다
327,그는 TV 프로그램을 시청했다,그는 전기가 나갔다,일찍 잠들었다,리모컨을 분실하다,외출 중이었다
328,그는 드디어 앉았다,그는 의자가 없었다,하루 종일 서서 일했다,의자가 불편하다,계속해서 서 있었다
329,그는 새 차가 생겼다,그는 운전면허를 취득하지 않았다,로또에 당첨되었다,자동차 보험료를 낼 돈이 없다,운전면허증이 없었다
330,그는 돈을 너무 많이 썼다,그는 로또에 당첨되었다,카드를 잃어버렸다,은행 계좌에 잔고가 없다,절약을 배우지 않았다
331,그는 시간을 절약했다,그는 일을 하지 않았다,항상 게임을 하고 시간을 낭비했다,효율적인 일정 계획을 세운다,길을 잃었다
332,그는 동생과 대화를 나눴다,그의 동생은 아직 태어나지 않았다,형제와 갈등 중이었다,동생이 항상 바쁘다,항상 바쁜 일정이었다
333,그는 공을 찾았다,그 공은 이미 다른 사람에 의해 주워졌다,눈을 감고 있었다,어떤 사람이 그것을 가져가 버리다,눈을 감았다
334,그는 수업에 결석했다,그는 학교에 다니지 않았다,갑자기 아프다고 하지 않았다,감기로 몸이 아파서 집에 누워 있어야 한다,교통사고를 당했다
335,그는 공을 던졌다,그는 팔을 다쳤다,손목을 다친 상태였다,그의 팔이 다치다,팔을 다쳤다
336,그는 스카이다이빙을 하고 싶어했다,그는 높은 곳에 가는 것을 두려워했다,높은 곳에 대한 공포증이 있었다,높은 곳에서 놀라운 경험을 즐기고 싶어하는 욕구가 있다,높은 곳에서 내려다보는 것을 두려워했다
337,그는 새로운 친구를 사귀었다,그는 사교적이지 않았다,집에만 있었다,이사를 가게 되어 멀리 떨어진다,사회 불안장애를 가지고 있었다
338,그는 지갑을 보관했다,그는 지갑을 잃어버렸다,실수로 지갑을 잃어버렸다,주변에 도둑이 많다,지갑을 분실했다
339,그는 응답이 없었다,그는 귀가 먼 상태에 있었다,귀가 먼 것을 몰랐다,전화가 베터리가 다 떨어지다,전화가 벨소리를 울리지 않았다
340,그는 좋아하는 영화를 시청했다,인터넷 연결이 끊겼다,다른 일정이 있었다,인터넷 연결이 끊긴다,시간이 없었다
341,그는 공중을 휘젓고 다녔다,그는 물에 빠졌다,날개가 없었다,날개가 없다,높은 곳이 무서워했다
342,그는 꿈에 그리던 자동차를 구입했다,그는 돈이 없어서 자동차를 살 수 없었다,로또에 당첨되었다,높은 이자율로 인한 대출금 상환 문제이다,돈이 없었다
343,그는 별똥별을 봤다,그는 구름이 가득 찬 밤이었다,너무 일찍 잠들었다,구름이 많아서 별똥별을 보기 힘들다,구름이 많은 밤에 집에 있었다
344,그는 우리에서 탈출했다,그는 문이 잠겨 있었다,문이 잠겨 있었다,우리가 그를 찾아내지 못한다,문을 열 수 없었다
345,그는 더 안전하다고 느꼈다,그의 안전벨트가 풀려 있었다,사기 당한 적이 있었다,주변에 위험한 상황이 없다,안전벨트를 착용하지 않았다
346,그는 첫 주택을 구입했다,그는 돈이 없었다,신용 점수가 너무 낮았다,금융적인 어려움이다,신용 점수가 낮았다
347,그는 숙제하는 것을 잊어버렸다,그는 모든 숙제를 이미 끝냈었다,선생님이 그를 벌점을 내리지 않았다,친구들과 놀 시간이 부족하다,친구들과 시간을 보내는 것을 너무 즐겼다
348,그는 입사 지원을 했다,그는 이미 회사의 CEO였다,자격 요건을 충족하지 않았다,경쟁자들의 경력과 학력이 더 우수하다,자격 요건을 충족하지 못했다
349,그는 너무 취해서 운전할 수 없었다,그는 대중교통을 이용했다,택시를 타고 집에 돌아왔다,친구가 그를 대신해서 운전해 주겠다고 했기 때문이다,대형 주최자로서 책임감이 강했다
350,그는 게임에서 승리했다,그는 게임을 잘 못했다,상대방이 조작을 했다,상대방이 인터넷 연결이 끊기다,상대방에게 배신당했다
351,그는 졸업장을 받았다,그는 대학에 입학하지 않았다,학업에 실패했다,학업에 실패하다,출석률이 0%였다
352,그는 엄마와 함께 쇼핑몰에 갔다,그는 집에 갇혀 있었다,자신의 옷을 사기 싫어했다,현금이 부족하다,엄마와 심각한 다툼을 했다
353,그는 기념품을 살았다,그는 지갑을 잃어버렸다,지갑을 놓고 온 것을 깨닫지 못했다,지갑을 놓고 온 것을 깨달다,지갑을 잃어버렸다
354,그는 여덟 살이 되었다,그는 아직 태어나지 않았다,식사를 거르고 자주 운동하지 않았다,어른이 되는 것을 두려워한다,7살로 돌아갔다
355,그는 호루라기를 불었다,그는 호루라기를 가지고 있지 않았다,입술에 상처가 있었다,바람이 너무 세게 불어서 소리가 들리지 않다,귓속말을 했다
356,그는 그의 지갑을 받았다,그는 지갑을 잃어버렸다,집에 두고 온 것이었다,주머니에서 빠져나간다,집을 나설 때 지갑을 잊었다
357,그는 손에 화상을 입었다,그는 방심해서 뜨거운 물을 흘렸다,보호장비를 착용했다,안전장갑을 착용하지 않다,장갑을 착용했다
358,그는 다리를 보여줬다,그는 다리가 없었다,자신의 다리를 자랑하고 싶지 않았다,자신의 다리가 상처 입었기 때문이다,바지를 입고 있었다
359,그는 이상한 소리가 들렸다,그는 귀가 없었다,귀가 먼 사람이었다,그의 귀가 잘못되다,귀가 먼 사람이었다
360,그는 패스트푸드를 먹지 않았다,그는 식욕이 없었다,시간이 부족했다,건강식품을 구입한다,시간이 없었다
361,그는 요즘 우울해했다,그는 매일 밝은 태양을 보지 못했다,심각한 스트레스를 받고 있었다,친구들과 함께 시간을 보낸다,자주 친구들과 만나지 않았다
362,그는 대신 시리얼을 먹었다,그는 아침을 건너뛰었다,아침에 일어나기 싫어서다,냉장고에 아무것도 없다,아침 식사를 거르고 있었다
363,그는 셔츠에 물을 엎질렀다,그는 물을 마시고 있지 않았다,다른 옷을 입고 있었다,빨래를 하기 귀찮아서 그냥 그대로 입다,음료를 테이블에 놓지 않았다
364,그는 주문을 했다,그는 식당에 없었던 메뉴를 주문했다,이미 배가 부르다,요리사가 실수로 잘못된 메뉴를 만들었기 때문이다,음식 알레르기가 있었다
365,그는 드디어 집에 도착했다,그는 차에 기름을 잘못 넣었다,열쇠를 잊었다,문이 잠겨있다,잘못된 주소를 입력했다
366,그는 얼굴에 미소가 가득했다,그는 슬픈 소식을 들었다,좋은 소식을 들었다,내부적으로 깊은 상처를 감추고 있다,슬픈 이야기를 들었다
367,그는 내 부모님께 말씀드렸다,그는 부모님께 말씀할 수 없었다,거짓말을 했다,그들이 이미 알고 있는 것을 말하다,내가 결혼을 했다고 말했다
368,그는 실수로 부딪혔다,그는 완벽한 운전 기술을 가지고 있었다,안전모를 착용하지 않았다,주변 사람들의 이해와 용서가 필요하다,안경을 쓰고 있었다
369,그는 자기 자신을 연기했다,그는 자기 자신을 인식하지 못했다,너무 부끄러웠다,자신의 감정을 통제한다,자신에게 자만심이 넘쳤다
370,그는 으르렁거리기 시작했다,그는 기관지염이 없었다,강아지였다,주변에 누가 깨어나지 않도록 조용히 한다,다른 개를 만났다
371,그는 내기에서 졌다,그는 경기에서 이겼다,돈을 잃어도 침착하게 유지할 수 있는 부유한 사람이 아니었다,도박 중독 치료를 받다,카드를 세기를 배우지 않았다
372,그는 새 컴퓨터를 구입했다,그는 돈이 없었다,이미 최신 모델을 가지고 있었다,돈을 모으는 데 성공하다,돈이 없었다
373,그는 누구에게나 물어봤다,그는 혼자서 답을 찾았다,혼자서 답을 찾지 못했다,모두가 다 그의 질문을 듣지 못했다,자신의 결정에 확신을 갖고 있었다
374,그는 떠나고 싶지 않았다,그는 모험을 좋아하지 않았다,새로운 일자리를 찾아야 했다,그가 집에 머물기로 결정하다,그의 가족을 떠나고 싶지 않았다
375,그는 어젯밤 꿈을 꿨다,그는 잠을 자지 않았다,잠이 들지 않았다,그의 알콜 중독이다,잠을 자지 않았다
376,그는 청력 검사를 받았다,그는 귀가 먼저 막혔다,귀가 먼저다,귀가 막혀 있다,귀가 아프지 않았다
377,그는 어제 제 손톱을 칠해줬다,그는 손톱을 깎지 않았다,미용사가 아니었다,내 손톱이 너무 짧아서 칠할 수 없다,제 손톱을 깎는 것을 싫어했다
378,그는 꽤 괜찮아 보였다,그는 실제로 매우 아픈 상태였다,하루 종일 술에 취해 있었다,그가 심각한 우울증에 시달리고 있다,얼굴에 상처가 있었다
379,그는 담배를 끊었다,그는 담배 중독이 아니었다,스트레스 관리 방법을 찾지 못했다,건강을 위해 운동을 하고 규칙적인 식습관을 유지한다,스트레스를 받는 일이 없었다
380,그는 파티에 초대받았다,그는 사회적으로 교류가 없는 사람이었다,사교적이지 않았다,바로 집에서 휴식을 취하고 싶은 마음이다,그들을 싫어했다
381,그는 노래도 부르고 춤도 추웠다,그는 척추를 다쳐서 움직일 수 없었다,음악에 귀를 먼저 기울였다,그가 극도로 음치이기 때문이다,목이 아프다고 말했다
382,그도 멈췄다,그의 차에 연료가 다 떨어졌다,심장마비를 당했다,그의 신체적인 조건이 좋지 않다,신호등이 빨간불이었다
383,그는 운전대를 잡았다,그는 눈이 멀었다,교통사고를 당했다,교통 정리에 의한 교통 체증이다,술을 마셨다
384,그는 이웃에게 물었다,그 이웃은 그를 싫어했다,혼자 살고 있다,그의 이웃이 귀가 멀다,이웃의 번호를 알지 못했다
385,그는 홀로 일어섰다,그는 다리를 다쳤다,다치지 않았다,주변 사람들이 그를 도와주기를 거부한다,도움을 요청했다
386,그는 공황 발작을 일으켰다,그는 심리적인 스트레스를 받지 않았다,정신적인 지원을 받지 못했다,정기적인 심리 상담과 치료를 받다,깊은 명상에 몰두하고 있었다
387,그는 벌금을 내야 했다,그는 교통 위반을 저질렀다,돈이 없었다,돈이 없다,교통 신호를 무시하지 않았다
388,그는 어느 날 가게에 갔다,그는 집에 갇혀 있었다,지갑을 잊었다,문을 닫아 있다,집에 갇혀 있었다
389,그는 물건이 너무 많았다,그는 빈곤하고 물질적으로 부족한 상황에 있었다,이사를 하지 않았다,정리정돈을 하지 않다,작은 집에 살고 있었다
390,그는 어젯밤에 외출했다,그는 집에 갇혀 있었다,집에 갇혀 있었다,아파트 단지 내에서 저녁 10시 이후에 외출이 금지되어 있는 규정이다,아프다
391,그는 어쨌든 그는 그것을 시도했다,그는 결코 기회를 받지 못했다,두려움에 굴복했다,두려움이 없다,두려움을 이겨내지 못했다
392,그는 새끼 고양이를 찾았다,그는 동물을 싫어했다,알레르기가 있었다,아파트에서는 반려동물을 키울 수 없는 규칙이다,알레르기가 있었다
393,그는 그녀의 목을 감쌌다,그녀는 그를 막을 수 있었다,의도적으로 그녀를 해칠 계획이 없었다,그가 의도적으로 그녀를 죽이려 했다,그녀가 수영을 잘하지 못했다
394,그는 간식을 먹고 싶어 했다,그는 배가 부르다고 느꼈다,다이어트 중이었다,다이어트 중이기 때문이다,다이어트 중이었다
395,그는 풀타임으로 일하고 있었다,그는 재택근무를 하고 있었다,회사를 그만두고 싶다고 말하지 않았다,경제적인 어려움이다,부모님을 돌봐야 했다
396,그는 할아버지를 찾아갔다,그는 할아버지가 이미 사망했다,할아버지가 이미 세상을 떠났다,할아버지가 이미 세상을 떠나다,할아버지가 이미 돌아가셨다
397,그는 아이스하키 선수였다,그는 빠른 속도로 움직이지 못했다,얼음을 싫어했다,부상을 입다,빠른 속도로 달릴 수 없었다
398,그는 모퉁이를 돌았다,그는 눈을 감았다,자전거를 타고 있었다,갑자기 나타난 큰 트럭이었다,지도를 잃었다
399,그는 커피를 한 모금 마셨다,그는 수면제를 복용했다,카페인에 민감하다,카페인 중독이 되어버린다,수면 부족으로 쓰러진 상태였다
400,그는 자존감이 낮았다,그의 친구들과 가족들이 그를 지지해주지 않았다,주변 사람들에게 더 칭찬을 받았다,그는 자신을 사랑하는 방법을 배운다,주변 사람들로부터 칭찬을 받았다
401,그는 인터넷을 검색하고 있었다,인터넷 연결이 끊겨 있었다,전기가 나갔다,인터넷 연결이 끊기다,전기가 나갔다
402,그는 노래를 부르기 시작했다,그는 목이 아파서 노래를 부르지 못했다,귓속말을 하는 것처럼 부르지 않았다,그의 목이 쉬었다,목소리가 너무 좋지 않았다
403,그는 하루 종일 검색을 했다,인터넷 연결이 끊겼다,인터넷 연결이 끊겼다,인터넷 연결이 끊겨 있다,인터넷 연결이 끊겼다
404,그는 사진을 찍었다,그는 카메라를 잃어버렸다,카메라 배터리를 충전하지 않았다,카메라 배터리가 다 떨어지다,카메라를 잃어버렸다
405,그는 남편과 이혼했다,그는 결혼하지 않았다,아이를 키우고 있었다,부부 간의 불화와 갈등이었다,남편을 사랑했다
406,그는 결국 무너졌다,그는 강한 의지를 가지고 있었다,지금까지 견뎌온 스트레스가 너무 많았다,감정적인 지원을 받지 못하다,더 강한 지지자들을 얻었다
407,그는 먹고 마셨다,그는 금식 중이었다,식사 후에 알레르기 반응을 보였다,식욕 억제제를 복용하다,다이어트 중이었다
408,그는 수학 시험이 있었다,그는 시험을 거부했다,미리 공부를 하지 않았다,갑자기 발생한 감기 증세이다,학교를 결석했다
409,그는 오일 교환이 필요했다,차에 오일이 충분히 있었다,자동차를 한 번도 운전하지 않았다,자동차 정비소가 휴업 중이다,자동차를 운전하지 않았다
410,그는 겨울에 밀짚모자를 구입했다,그는 밀짚모자를 착용하는 것을 싫어했다,해변에 살았다,그가 머리를 감싸고 다닌다,머리가 아팠다
411,그는 버퍼에 부딪혔다,그는 차를 운전하지 않았다,안전벨트를 착용하지 않았다,안전벨트를 착용한다,속도를 줄이지 않았다
412,그는 치과에 가야 했다,그는 모든 치아가 이미 빠져 있었다,이를 미루면 치아가 썩을 수 있다,치과에서의 불쾌한 경험이 있다,치아가 아프지 않았다
413,그는 첫 번째 게임에서 승리했다,그는 경기를 포기했다,상대팀이 포기하지 않았다,두 번째 게임에서의 패배이다,상대방을 너무 무시했다
414,그는 입술을 깨물었다,그는 입술이 없었다,긴장해서 그랬다,습관적으로 긴장할 때 하는 행동이다,입술이 너무 아팠다
415,그는 머리를 휙 돌렸다,그는 목이 뻣뻣해서 돌릴 수 없었다,목이 아팠다,목이 뻐근하다,귀에서 이상한 소리를 들었다
416,그는 이혼을 했다,그는 결혼을 하지 않았다,부부 상담을 받았다,서로에 대한 강한 애정이 사라지다,부부 간의 대화를 했었다
417,그는 늦게 귀가했다,그는 집에 갈 수 있는 열쇠를 잊었다,"야근을 했거나 술에 취해서 그랬을 수도 있지만, 정말로 설명할 수 없는 일이었다",교통체증 때문에 집에 도착하는 것이 어려웠다,집에 머무르는 것을 즐기지 않았다
418,그는 첫 마라톤을 뛰었다,그는 다리를 다친 상태였다,훈련을 거의 안했다,다리에 부상을 입다,부상을 입었다
419,그는 거품 목욕을 했다,그는 샤워를 할 수 없었다,욕조에 물을 채우는 것을 깜빡했다,욕조에서 미끄러져 다쳐서 상처를 입다,샤워젤을 다 사용했다
420,그는 집에 태워다 줄 사람이 필요했다,그의 차가 고장나서 집에 돌아갈 수 없었다,운전면허증을 잊었다,자동차가 고장났기 때문에 누구도 태워다 줄 수 없다,운전면허증이 없었다
421,그는 스케이트보드를 배웠다,그는 다리를 다친 상태였다,무릎을 다치다,부상을 입다,다리를 다친 상태였다
422,그는 뭔가 냄새가 났다,그는 코가 막혔다,주변에 쓰레기가 많았다,코를 막고 있기 때문에 냄새를 맡을 수 없다,코감각이 없었다
423,그는 데이트 상대에게 깊은 인상을 남겼다,그는 상대방에게 관심을 보이지 않았다,자신에게 자신감이 없었다,그녀가 이미 결혼한 사람이다,너무 심각했다
424,그는 셔츠에 주스를 엎질렀다,그는 주스를 마시고 있지 않았다,바닥에 주스를 엎질렀다,빨래를 하기 귀찮아서 그냥 그대로 입다,주스를 마시는 것을 멈추었다
425,그는 지갑을 찾을 수 없었다,그는 지갑을 잃어버렸다,집에서 떨어뜨렸다,어제 밤에 술에 취해서 잃어버렸기 때문이다,집을 나갈 때 지갑을 챙기지 않았다
426,그는 먹거나 마셨다,그는 단단히 금주 중이었다,식중독에 걸렸다,식욕을 잃다,단식 중이었다
427,그는 점점 더 좋아지고 있었다,그는 계속해서 자신을 방치했다,자신에 대한 자신감을 잃었다,자신에 대한 자신감이 부족하다,계속해서 자신을 방해하는 습관을 유지했다
428,그는 클럽에 가입했다,그는 사교적이지 않았다,회비를 내지 않았다,회비를 내기 싫어한다,사교적이지 않았다
429,그는 발목을 다쳤다,그는 집에만 있었다,더 많이 움직이다,자리에 앉아 있다,안전하게 뛰어내리지 않았다
430,그는 별로 도움이 되지 않았다,그는 실수로 잘못된 정보를 제공했다,더 많은 지식을 갖고 있었다,그의 자신감이 없다,자신의 능력을 믿지 않았다
431,그는 기회를 얻었다,그는 자신의 능력을 간과했다,다시는 돌아오지 않을 수 있다,자신의 자존심 때문에 두려워한다,자신의 능력을 소중히 여기지 않았다
432,그는 학교에서 괴롭힘을 당하고 있었다,그는 학교에 다니지 않았다,선생님에게 도움을 요청하지 않았다,학교에서 적절한 지원을 받다,자신의 권리를 지키고 있었다
433,그는 환경을 보호했다,그는 환경 파괴를 일으키는 산업에 종사하지 않았다,돈이 부족했다,지구 온난화와 자연재해의 증가를 막다,돈을 벌기 위해 나무를 베었다
434,그는 우승자를 발표했다,그는 경기에 참여하지 않았다,심판들이 돈을 받았다,우승자가 실수로 참가 자격을 상실하다,심장 마비로 쓰러졌다
435,그는 밖에 풀을 봤다,그는 아파트에 살고 있었다,알레르기 반응을 일으키는 식물이었다,야채를 심고 관리한다,알레르기 반응이 있었다
436,그는 유권자 등록을 했다,그는 국적이 없었다,시민권을 갖고 있지 않았다,선거 날 깜빡하고 투표소에 가지 않다,국적이 없었다
437,그는 출근에 한 시간 늦었다,그는 미리 일어나지 않았다,차키를 잃어버렸다,교통체증 때문에 갇혀 있다,일어나지 않았다
438,그는 쇼핑을 시작했다,그의 신용카드가 거부되었다,돈이 부족했다,그의 신용카드가 이미 한도를 초과했기 때문이다,카드를 잊었다
439,그는 서류 가방을 집에 맡겼다,그는 집에 갈 필요가 없었다,열쇠를 놓고 나왔다,중요한 서류가 가방 안에 없다,여행 중이었다
440,그는 바람을 쐬었다,그는 실내에 갇혀 있었다,감기에 걸렸다,마스크를 쓰고 있다,집에 갇혀 있었다
441,그는 엎질러진 물을 재빨리 치웠다,그의 집에 물을 닦는 수건이 없었다,게으르거나 무관심했다,바닥이 너무 미끄러워서 다시 쏟을 것 같았기 때문이다,바빠서 집에 없었다
442,그는 누군가에게 전화를 겄다,그는 휴대전화를 잃어버렸다,전화번호를 잊었다,휴대전화 배터리가 다 떨어졌다,자기가 잘못했음을 알고 있었다
443,그는 건강 문제가 있었다,그는 운이 없었다,매일 운동을 하지 않았다,규칙적인 운동과 건강한 식습관을 유지한다,매일 운동을 하지 않았다
444,그는 친구를 찾았다,그는 외국에 있었다,사회성이 없었다,그 친구가 이미 세상을 떠났다,자신의 전화를 잃어버렸다
445,그도 동참했다,그는 그 날 일정이 있어서 동참하지 못했다,사적인 이유로 거부했다,코로나19 바이러스 감염이다,사건에 대해 아무것도 몰랐다
446,그는 아픈 척을 했다,그는 실제로 아프지 않았다,실제로 아프지 않았다,실제로 아프다,진짜로 아프다
447,그는 새 책을 발견했다,그는 독해 능력이 없었다,독서를 좋아하지 않았다,이미 다른 사람이 빌려갔다,독서에 관심이 없었다
448,그는 밤에 잠을 잘 못 자고 있었다,그는 수면장애가 있었다,스트레스를 많이 받고 있었다,스트레스와 불안이 있다,카페인을 많이 섭취했다
449,그는 학교에 가져갈 책을 구했다,그는 모든 책을 이미 읽었다,도서관에서 모든 책이 대여 중이었다,돈이 없어서 책을 사지 못한다,돈이 없었다
450,그는 이혼을 신청했다,그는 결혼을 하지 않았다,부부 상담을 받았다,부부 상담을 받고 있다,부부 상담을 받았다
451,그는 한밤중에 깨어났다,그는 아침에 일찍 일어나야 했다,잠을 자지 않았다,잠이 오지 않다,잠이 너무 깊었다
452,그는 직진했다,그는 차량이 고장나서 멈췄다,신호를 무시했다,도로가 폐쇄되어 있다,신호등이 빨간불이었다
453,그는 한 귀로 듣고 흘렸다,그는 양쪽 귀가 없었다,중요한 정보를 놓친다,그가 귀가 먹힌 상태에서 태어나다,귀가 막혔다
454,그는 캐나다로 이주했다,그는 캐나다로 이주하는 비자를 받지 못했다,영어를 잘 못했다,비자 신청이 거부당하다,비자 신청을 잊었다
455,그는 다음에 더 조심할 겄다,그는 이미 모든 조치를 취했다,이미 큰 상처를 입었다,경험을 통해 배우지 않다,그 경고를 듣지 않았다
456,그는 새 브라우저를 다운로드했다,그는 인터넷에 연결되지 않았다,인터넷 연결이 끊겨 있었다,인터넷 연결이 끊긴다,인터넷 연결이 끊겨 있었다
457,그는 대신 수영을 하러 갔다,그는 물에 들어가기를 두려워했다,수영장이 폐쇄되었다,비가 온다,물에 뛰어들기를 두려워했다
458,그는 생일 케이크를 구입했다,그는 당뇨병이 있어 설탕을 먹을 수 없었다,다이어트 중이었다,돈이 부족하다,돈이 없었다
459,그는 인증을 받았다,그는 필요한 자격이 없었다,시험에 떨어졌다,사기꾼으로 들어가 있다,필요한 자격 요건을 갖추지 못했다
460,그는 첫 번째 집을 구입했다,그는 돈이 없었다,대출을 받지 못했다,금리가 높아진다,신용점수가 낮았다
461,그는 다음 날 아침 깨어났다,그는 사망했다,밤새 술을 마시지 않았다,밤새 충분한 수면을 취하다,밤새 술을 마셨다
462,그는 스스로를 지켰다,그는 자신을 공격하는 사람이 없었다,위험한 상황에서 침착하게 대처했다,주변 환경이 안전하지 않다,칼을 손에 들었다
463,그는 학교에서 놀림을 받았다,그는 모두에게 사랑받았다,친구들과 함께 있었다,자신감을 갖다,자신감이 넘쳤다
464,그는 창문을 깨뜨렸다,그는 창문이 없는 방에 있었다,충격탄이 없었다,창문이 보호막으로 되어 있다,고무줄을 사용했다
465,그는 결승선을 통과했다,그는 경기에 참가하지 않았다,부상을 입었다,다리가 부러지다,부상을 입었다
466,그는 새로운 보금자리를 찾았다,그는 직장을 잃지 않았다,도움을 받지 못했다,임대료를 감당할 수 없다,돈이 없었다
467,그는 결국 찾았다,그는 포기하지 않았다,지도를 잃었다,잃어버린 물건을 다시 찾을 수 없는 것이라고 생각한다,그것을 잃어버렸다
468,그는 정말 멋졌다,그는 자만심이 없었다,자신을 저주하는 것을 그만두지 않았다,그는 자만심에 빠진다,자신감이 없었다
469,그는 곧 도착했다,그는 실수로 잘못된 방향으로 운전했다,차에서 길을 잃었다,교통체증 때문에 갇혀있다,잘못된 버스를 탔다
470,그는 어머니를 찾았다,그의 어머니가 이미 사망했다,어머니의 연락처를 잊었다,어머니가 이미 세상을 떠난 상태란다,어머니의 주소를 모르고 있었다
471,그는 아기의 기저귀를 갈아줬다,그는 아이가 기저귀를 입고 있지 않았다,아기의 울음소리를 듣지 못했다,아기가 잠을 자고 있어서이다,아기에게 무관심한 아버지였다
472,그는 정말 귀여운 녀석였다,그는 사람들에게 싫어지지 않았다,사남매 중 막내였다,그의 날카로운 성격과 거친 말투이다,항상 화를 내는 녀석이었다
473,그의 몸에 불이 붙었다,그 주변에 불이 없었다,물을 구할 수 없었다,물을 부으러 가는 길에 사고를 당한다,물통을 들고 있었다
474,그는 새 셔츠를 원했다,그는 옷을 사는 돈이 없었다,이미 너무 많은 옷을 가지고 있었다,지갑을 잊어버리다,이미 충분한 옷을 가지고 있었다
475,그는 새 노래를 작곡했다,그는 귀가 먹히지 않았다,음악적 재능이 없었다,작사가의 창작력이 없다,작곡을 할 수 있는 소프트웨어를 사용하지 못했다
476,그는 더 빠르게 타이핑을 쳤다,그의 손가락이 부러졌다,손가락을 다쳤다,손가락을 다친다,손가락을 다쳤다
477,그는 뭔가에 부딪혔다,그는 빈 공간에 있었다,안전모를 착용했다,그는 눈을 감고 걷다,안전벨트를 착용했다
478,그는 마침내 열쇠를 찾았다,그는 열쇠를 잃어버리지 않았다,집 안에서 아주 오래 찾고 있었다,그의 실수로 인해 열쇠를 잃어버리다,주머니를 잊어버렸다
479,그는 셔츠를 벗었다,그는 셔츠를 입지 않았다,실수로 다른 사람의 셔츠를 벗었다,그가 실수로 잘못된 방에 들어가다,수영을 하러 갔다
